AAA,ZZZi,AEl,s,Mass,dMass,FirstExc,NNNi,DeltaZ,DeltaN
234,91,234Pa,m,40417.9,2.8,,143,9.0,17.0
213,91,213Pa,,19650,60,,122,9.0,4.0
236,91,236Pa,,45334,14,31.5,145,9.0,19.0
214,91,214Pa,,19460,80,,123,9.0,3.0
231,91,231Pa,,33424.3,1.8,9.206,140,9.0,14.0
220,91,220Pa,,20278,15,,129,9.0,3.0
228,91,228Pa,,28924,4,,137,9.0,11.0
220,91,220Pa,n,20570,50,,129,9.0,3.0
224,91,224Pa,,23862,8,,133,9.0,7.0
219,91,219Pa,,18580,70,,128,9.0,2.0
222,91,222Pa,,22060,90,,131,9.0,5.0
221,91,221Pa,,20370,60,,130,9.0,4.0
220,91,220Pa,m,20304,22,,129,9.0,3.0
226,91,226Pa,,26034,11,,135,9.0,9.0
227,91,227Pa,,26830,7,,136,9.0,10.0
223,91,223Pa,,22340,80,27.0,132,9.0,6.0
225,91,225Pa,,24360,80,,134,9.0,8.0
225,92,225U,,27372,10,,133,10.0,7.0
232,92,232U,,34609.4,1.8,47.573,140,10.0,14.0
215,92,215U,,24890,100,,123,10.0,3.0
221,92,221U,,24520,70,,129,10.0,3.0
227,92,227U,,29045,9,,135,10.0,9.0
239,92,239U,,50572.7,1.5,42.534,147,10.0,21.0
243,92,243U,, 62480.0, 300.0,,151,10.0,25.0
218,92,218U,m,24004,18,2105.0,126,10.0,0.0
236,92,236U,,42444.6,1.1,45.244,144,10.0,18.0
222,92,222U,,24270,50,,130,10.0,4.0
233,92,233U,,36919.1,2.3,40.351,141,10.0,15.0
239,92,239U,n, 53070.0, 900.0,,147,10.0,21.0
240,92,240U,,52715.5,2.6,45.0,148,10.0,22.0
235,92,235U,n,43420,300,0.076,143,10.0,17.0
235,92,235U,m,40918.9,1.1,,143,10.0,17.0
235,92,235U,,40918.8,1.1,,143,10.0,17.0
226,92,226U,,27329,11,81.3,134,10.0,8.0
223,92,223U,,26050,60,,131,10.0,5.0
234,92,234U,,38145,1.1,43.4981,142,10.0,16.0
239,92,239U,m,50706.5,1.5,,147,10.0,21.0
242,92,242U,, 58620.0, 200.0,47.8,150,10.0,24.0
236,92,236U,n,45195,3,,144,10.0,18.0
234,92,234U,m,39566.3,1.1,,142,10.0,16.0
218,92,218U,,21895,14,,126,10.0,0.0
219,92,219U,,23296,13,,127,10.0,1.0
229,92,229U,,31211,6,15.0,137,10.0,11.0
237,92,237U,m,45664.1,1.6,11.392999999999999,145,10.0,19.0
237,92,237U,,45390.1,1.2,,145,10.0,19.0
224,92,224U,,25743,15,,132,10.0,6.0
241,92,241U,, 56200.0, 200.0,,149,10.0,23.0
238,92,238U,,47307.7,1.5,44.916000000000004,146,10.0,20.0
236,92,236U,m,43497.1,1.3,,144,10.0,18.0
228,92,228U,,29220,13,59.0,136,10.0,10.0
230,92,230U,,31615,5,51.727,138,10.0,12.0
217,92,217U,, 22970.0,  80.0,,125,10.0,1.0
231,92,231U,,33806,2.7,40.0,139,10.0,13.0
220,92,220U,, 23010.0, 100.0,,128,10.0,2.0
216,92,216U,m,25320,30,2240.0,124,10.0,2.0
216,92,216U,,23066,28,,124,10.0,2.0
238,92,238U,m,49865.6,1.6,,146,10.0,20.0
236,93,236Np,,43380,50,,143,11.0,17.0
236,93,236Np,m,43438,7,,143,11.0,17.0
237,93,237Np,m,45816.8,1.1,33.196290000000005,144,11.0,18.0
237,93,237Np,,44871.6,1.1,,144,11.0,18.0
236,93,236Np,p,43616,14,,143,11.0,17.0
223,93,223Np,,30660,80,,130,11.0,4.0
238,93,238Np,,47454.6,1.1,26.4266,145,11.0,19.0
224,93,224Np,,32032,29,,131,11.0,5.0
225,93,225Np,,31620,90,,132,11.0,6.0
243,93,243Np,, 59810.0,  30.0,76.0,150,11.0,24.0
235,93,235Np,,41043,1.4,34.23,142,11.0,16.0
238,93,238Np,m, 49760.0, 200.0,,145,11.0,19.0
244,93,244Np,, 63240.0, 100.0,,151,11.0,25.0
239,93,239Np,,49311,1.3,31.1309,146,11.0,20.0
240,93,240Np,,52316,17,,147,11.0,21.0
243,93,243Np,p,59926,10,,150,11.0,24.0
220,93,220Np,,30480,30,,127,11.0,1.0
245,93,245Np,, 65850.0, 200.0,,152,11.0,26.0
230,93,230Np,,35240,60,,137,11.0,11.0
228,93,228Np,, 33830.0, 100.0,,135,11.0,9.0
227,93,227Np,,32580,80,,134,11.0,8.0
232,93,232Np,, 37360.0, 100.0,50.0,139,11.0,13.0
241,93,241Np,,54320,100,,148,11.0,22.0
240,93,240Np,m,52334,13,,147,11.0,21.0
221,93,221Np,, 29910.0, 200.0,,128,11.0,2.0
231,93,231Np,,35620,50,,138,11.0,12.0
242,93,242Np,,57420,200,55.58,149,11.0,23.0
233,93,233Np,p, 38000.0,  60.0,34.4,140,11.0,14.0
222,93,222Np,,31270,40,,129,11.0,3.0
242,93,242Np,m, 57470.0, 210.0,,149,11.0,23.0
229,93,229Np,p, 33960.0, 110.0,,136,11.0,10.0
229,93,229Np,,33800,100,,136,11.0,10.0
226,93,226Np,,32820,100,,133,11.0,7.0
234,93,234Np,,39955,8,,141,11.0,15.0
219,93,219Np,,29440,90,,126,11.0,0.0
233,93,233Np,,37950,50,,140,11.0,14.0
241,94,241Pu,,52955.1,1.1,41.9722,147,12.0,21.0
241,94,241Pu,n,55160,200,,147,12.0,21.0
241,94,241Pu,m,53116.8,1.1,,147,12.0,21.0
238,94,238Pu,,46163.1,1.1,44.065,144,12.0,18.0
239,94,239Pu,m,48979.8,1.1,7.861000000000001,145,12.0,19.0
245,94,245Pu,,63178,14,194.1,151,12.0,25.0
245,94,245Pu,m,63443,14,,151,12.0,25.0
245,94,245Pu,n,65180,400,,151,12.0,25.0
239,94,239Pu,n,51690,200,,145,12.0,19.0
240,94,240Pu,m,51434,1.1,42.824,146,12.0,20.0
240,94,240Pu,,50125.3,1.1,,146,12.0,20.0
246,94,246Pu,,65395,15,46.7,152,12.0,26.0
243,94,243Pu,m,58138.2,2.5,58.13,149,12.0,23.0
242,94,242Pu,,54716.9,1.2,44.54,148,12.0,22.0
244,94,244Pu,,59806,2.3,44.2,150,12.0,24.0
239,94,239Pu,,48588.2,1.1,,145,12.0,19.0
244,94,244Pu,m,61022,2.4,,150,12.0,24.0
247,94,247Pu,, 69210.0, 200.0,,153,12.0,27.0
224,94,224Pu,, 35280.0, 300.0,,130,12.0,4.0
243,94,243Pu,,57754.6,2.5,,149,12.0,23.0
233,94,233Pu,,40050,50,,139,12.0,13.0
231,94,231Pu,,38309,22,,137,12.0,11.0
230,94,230Pu,,36932,14,,136,12.0,10.0
229,94,229Pu,,37390,60,,135,12.0,9.0
228,94,228Pu,,36108,23,,134,12.0,8.0
234,94,234Pu,,40350,7,4170.0,140,12.0,14.0
235,94,235Pu,,42182,21,41.9,141,12.0,15.0
232,94,232Pu,,38361,17,,138,12.0,12.0
227,94,227Pu,, 36770.0, 100.0,,133,12.0,7.0
236,94,236Pu,,42901.5,1.8,44.63,142,12.0,16.0
221,94,221Pu,, 35930.0, 300.0,,127,12.0,1.0
226,94,226Pu,, 35630.0, 200.0,,132,12.0,6.0
237,94,237Pu,n,47990,250,47.71,143,12.0,17.0
236,94,236Pu,m,44087,1.8,,142,12.0,16.0
222,94,222Pu,, 35060.0, 300.0,,128,12.0,2.0
225,94,225Pu,, 36300.0, 300.0,,131,12.0,5.0
223,94,223Pu,, 36120.0, 300.0,,129,12.0,3.0
237,94,237Pu,m,45237.2,1.7,,143,12.0,17.0
237,94,237Pu,,45091.7,1.7,,143,12.0,17.0
242,95,242Am,m,55516.6,1.1,44.092,147,13.0,21.0
245,95,245Am,,61900.4,1.9,19.2,150,13.0,24.0
231,95,231Am,, 42410.0, 300.0,,136,13.0,10.0
225,95,225Am,, 42390.0, 400.0,,130,13.0,4.0
230,95,230Am,, 42870.0, 140.0,,135,13.0,9.0
223,95,223Am,, 42700.0, 300.0,,128,13.0,2.0
229,95,229Am,p, 42440.0, 230.0,,134,13.0,8.0
229,95,229Am,,42180,110,,134,13.0,8.0
228,95,228Am,, 42850.0, 200.0,,133,13.0,7.0
241,95,241Am,,52934.3,1.1,41.176,146,13.0,20.0
241,95,241Am,m,55130,200,,146,13.0,20.0
243,95,243Am,,57175,1.4,42.2,148,13.0,22.0
244,95,244Am,p, 62080.0, 200.0,89.5,149,13.0,23.0
244,95,244Am,n, 61880.0, 200.0,,149,13.0,23.0
244,95,244Am,m,59968.4,1.4,,149,13.0,23.0
243,95,243Am,m,59480,200,,148,13.0,22.0
227,95,227Am,, 42180.0, 200.0,,132,13.0,6.0
242,95,242Am,n,57670,80,,147,13.0,21.0
226,95,226Am,, 42970.0, 300.0,,131,13.0,5.0
242,95,242Am,,55468,1.1,,147,13.0,21.0
244,95,244Am,,59879.1,1.5,,149,13.0,23.0
237,95,237Am,, 46570.0,  60.0,,142,13.0,16.0
232,95,232Am,, 43420.0, 300.0,,137,13.0,11.0
247,95,247Am,, 67150.0, 100.0,,152,13.0,26.0
248,95,248Am,, 70560.0, 200.0,,153,13.0,27.0
236,95,236Am,m, 46090.0, 130.0,,141,13.0,15.0
236,95,236Am,, 46040.0, 120.0,,141,13.0,15.0
238,95,238Am,,48420,60,2500.0,143,13.0,17.0
238,95,238Am,m, 50920.0, 210.0,,143,13.0,17.0
246,95,246Am,n, 66990.0, 800.0,,151,13.0,25.0
240,95,240Am,m,54510,200,41.0,145,13.0,19.0
249,95,249Am,, 73100.0, 300.0,,154,13.0,28.0
224,95,224Am,, 43260.0, 400.0,,129,13.0,3.0
234,95,234Am,, 44460.0, 160.0,,139,13.0,13.0
235,95,235Am,,44620,50,,140,13.0,14.0
245,95,245Am,m, 64300.0, 400.0,,150,13.0,24.0
233,95,233Am,, 43290.0, 110.0,,138,13.0,12.0
239,95,239Am,,49390.4,2,40.7,144,13.0,18.0
246,95,246Am,, 64994.0,  18.0,,151,13.0,25.0
240,95,240Am,,51510,14,,145,13.0,19.0
239,95,239Am,m,51890,200,,144,13.0,18.0
246,95,246Am,m,65024,15,,151,13.0,25.0
247,96,247Cm,m,65760,4,61.67,151,14.0,25.0
247,96,247Cm,,65533,4,,151,14.0,25.0
251,96,251Cm,,76648,23,,155,14.0,29.0
252,96,252Cm,, 79060.0, 300.0,,156,14.0,30.0
247,96,247Cm,n,65938,4,,151,14.0,25.0
243,96,243Cm,,57181.9,1.5,42.0,147,14.0,21.0
243,96,243Cm,m,57269.3,1.5,,147,14.0,21.0
243,96,243Cm,p,57285,15,,147,14.0,21.0
250,96,250Cm,,72990,10,43.0,154,14.0,28.0
244,96,244Cm,m,59492,1.1,42.957,148,14.0,22.0
244,96,244Cm,,58451.8,1.1,,148,14.0,22.0
245,96,245Cm,,61004.5,1.1,54.788999999999994,149,14.0,23.0
246,96,246Cm,m,63796.6,1.5,42.852,150,14.0,24.0
246,96,246Cm,,62616.9,1.5,,150,14.0,24.0
245,96,245Cm,m,61360.4,1.1,,149,14.0,23.0
248,96,248Cm,,67392.7,2.4,43.4,152,14.0,26.0
248,96,248Cm,m,68850.8,2.6,,152,14.0,26.0
249,96,249Cm,,70750.7,2.4,26.236,153,14.0,27.0
249,96,249Cm,m,70799.5,2.4,,153,14.0,27.0
244,96,244Cm,n, 59550.0, 900.0,,148,14.0,22.0
234,96,234Cm,,46722,17,,138,14.0,12.0
237,96,237Cm,p, 49450.0, 170.0,194.0,141,14.0,15.0
231,96,231Cm,, 47270.0, 300.0,,135,14.0,9.0
237,96,237Cm,,49250,70,,141,14.0,15.0
238,96,238Cm,,49445,12,35.0,142,14.0,16.0
236,96,236Cm,,47853,18,45.0,140,14.0,14.0
239,96,239Cm,,51150,150,242.0,143,14.0,17.0
239,96,239Cm,p, 51390.0, 180.0,,143,14.0,17.0
240,96,240Cm,,51724.2,1.9,38.0,144,14.0,18.0
235,96,235Cm,, 48010.0, 100.0,50.0,139,14.0,13.0
241,96,241Cm,,53701.8,1.6,5.5,145,14.0,19.0
233,96,233Cm,,47290,80,,137,14.0,11.0
242,96,242Cm,m,57600,100,42.13,146,14.0,20.0
242,96,242Cm,,54803.7,1.1,,146,14.0,20.0
232,96,232Cm,, 46330.0, 200.0,,136,14.0,10.0
245,97,245Bk,,61813.8,1.8,,148,15.0,22.0
250,97,250Bk,p,73163.8,2.9,34.47,153,15.0,27.0
240,97,240Bk,, 55660.0, 150.0,240.0,143,15.0,17.0
239,97,239Bk,p, 54290.0, 210.0,47.0,142,15.0,16.0
245,97,245Bk,p, 61860.0,  30.0,,148,15.0,22.0
249,97,249Bk,,69846.3,1.2,8.777000000000001,152,15.0,26.0
236,97,236Bk,, 53540.0, 360.0,102.0,139,15.0,13.0
253,97,253Bk,, 80930.0, 360.0,,156,15.0,30.0
240,97,240Bk,p, 55900.0, 180.0,,143,15.0,17.0
252,97,252Bk,, 78540.0, 200.0,,155,15.0,29.0
237,97,237Bk,, 53210.0, 230.0,,140,15.0,14.0
239,97,239Bk,, 54250.0, 210.0,,142,15.0,16.0
238,97,238Bk,, 54220.0, 260.0,,141,15.0,15.0
246,97,246Bk,,63970,60,,149,15.0,23.0
247,97,247Bk,,65490,5,29.88,150,15.0,24.0
250,97,250Bk,n,73038,3,,153,15.0,27.0
250,97,250Bk,m,72987.6,2.9,,153,15.0,27.0
251,97,251Bk,,75228,11,32.5,154,15.0,28.0
233,97,233Bk,, 52770.0, 230.0,,136,15.0,10.0
242,97,242Bk,p,57900,90,250.0,145,15.0,19.0
242,97,242Bk,m, 59750.0, 240.0,,145,15.0,19.0
242,97,242Bk,, 57750.0, 140.0,,145,15.0,19.0
243,97,243Bk,,58690,5,18.0,146,15.0,20.0
243,97,243Bk,p,58710,19,,146,15.0,20.0
234,97,234Bk,, 53400.0, 150.0,,137,15.0,11.0
249,97,249Bk,m,69855.1,1.2,,152,15.0,26.0
254,97,254Bk,, 84390.0, 300.0,,157,15.0,31.0
248,97,248Bk,p, 68180.0,  70.0,,151,15.0,25.0
251,97,251Bk,m,75264,11,,154,15.0,28.0
248,97,248Bk,,68130,50,,151,15.0,25.0
241,97,241Bk,p, 56030.0, 170.0,51.0,144,15.0,18.0
241,97,241Bk,, 55980.0, 170.0,,144,15.0,18.0
244,97,244Bk,,60714,14,140.0,147,15.0,21.0
244,97,244Bk,m, 62210.0, 500.0,,147,15.0,21.0
244,97,244Bk,p, 60850.0,  50.0,,147,15.0,21.0
235,97,235Bk,, 52770.0, 400.0,,138,15.0,12.0
250,97,250Bk,,72952,2.9,,153,15.0,27.0
248,97,248Bk,m,68108,21,,151,15.0,25.0
249,98,249Cf,m,69867.7,1.2,62.48,151,16.0,25.0
249,98,249Cf,,69722.7,1.2,,151,16.0,25.0
247,98,247Cf,,66109,14,55.0,149,16.0,23.0
237,98,237Cf,,57940,100,,139,16.0,13.0
250,98,250Cf,,71170.3,1.5,42.721000000000004,152,16.0,26.0
248,98,248Cf,,67238,5,41.53,150,16.0,24.0
252,98,252Cf,,76034.6,2.4,45.72,154,16.0,28.0
251,98,251Cf,m,74505,4,24.826,153,16.0,27.0
241,98,241Cf,, 59330.0, 170.0,155.0,143,16.0,17.0
244,98,244Cf,,61478.1,2.6,37.0,146,16.0,20.0
255,98,255Cf,, 84810.0, 200.0,,157,16.0,31.0
251,98,251Cf,,74135,4,,153,16.0,27.0
254,98,254Cf,,81341,11,50.0,156,16.0,30.0
240,98,240Cf,,57989,18,,142,16.0,16.0
239,98,239Cf,, 58200.0, 120.0,,141,16.0,15.0
241,98,241Cf,p, 59480.0, 200.0,,143,16.0,17.0
256,98,256Cf,, 87040.0, 310.0,,158,16.0,32.0
245,98,245Cf,p,63442,5,5.0,147,16.0,21.0
253,98,253Cf,,79302,4,61.61,155,16.0,29.0
243,98,243Cf,, 60990.0, 180.0,7.0,145,16.0,19.0
238,98,238Cf,, 57280.0, 300.0,,140,16.0,14.0
246,98,246Cf,,64090.2,1.5,44.0,148,16.0,22.0
242,98,242Cf,,59387,13,,144,16.0,18.0
245,98,245Cf,,63385.2,2.4,,147,16.0,21.0
258,99,258Es,, 92700.0, 400.0,,159,17.0,33.0
249,99,249Es,, 71180.0,  30.0,353.2,150,17.0,24.0
257,99,257Es,, 89400.0, 410.0,,158,17.0,32.0
256,99,256Es,, 87190.0, 100.0,,157,17.0,31.0
256,99,256Es,m, 87190.0, 140.0,,157,17.0,31.0
254,99,254Es,,81994.2,2.9,80.1,155,17.0,29.0
254,99,254Es,m,82074.5,2.7,,155,17.0,29.0
253,99,253Es,m,79117,4,46.3,154,17.0,28.0
250,99,250Es,m, 73430.0, 180.0,,151,17.0,25.0
253,99,253Es,,79010.5,1.2,,154,17.0,28.0
252,99,252Es,,77290,50,35.0,153,17.0,27.0
251,99,251Es,m,74520,5,8.4,152,17.0,26.0
251,99,251Es,,74512,5,,152,17.0,26.0
255,99,255Es,,84089,11,,156,17.0,30.0
242,99,242Es,, 64800.0, 260.0,,143,17.0,17.0
250,99,250Es,, 73230.0, 100.0,,151,17.0,25.0
246,99,246Es,,67820,90,,147,17.0,21.0
246,99,246Es,p,68010,100,,147,17.0,21.0
246,99,246Es,q,68200,90,,147,17.0,21.0
243,99,243Es,m, 64800.0, 220.0,,144,17.0,18.0
243,99,243Es,, 64750.0, 210.0,,144,17.0,18.0
240,99,240Es,, 64230.0, 370.0,,141,17.0,15.0
245,99,245Es,q, 66640.0, 190.0,,146,17.0,20.0
247,99,247Es,,68578,19,,148,17.0,22.0
247,99,247Es,m, 68630.0,  50.0,,148,17.0,22.0
241,99,241Es,p, 64120.0, 250.0,,142,17.0,16.0
244,99,244Es,, 66030.0, 180.0,200.0,145,17.0,19.0
239,99,239Es,, 63630.0, 300.0,,140,17.0,14.0
248,99,248Es,, 70300.0,  50.0,,149,17.0,23.0
245,99,245Es,, 66320.0, 170.0,,146,17.0,20.0
241,99,241Es,, 63890.0, 230.0,,142,17.0,16.0
245,99,245Es,p,66600,160,,146,17.0,20.0
245,99,245Es,m, 66350.0, 170.0,,146,17.0,20.0
243,100,243Fm,, 69320.0, 130.0,,143,18.0,17.0
253,100,253Fm,,79345.5,1.5,22.3,153,18.0,27.0
244,100,244Fm,, 68960.0, 200.0,,144,18.0,18.0
258,100,258Fm,, 90430.0, 200.0,,158,18.0,32.0
245,100,245Fm,, 70190.0, 200.0,,145,18.0,19.0
252,100,252Fm,,76817,5,42.1,152,18.0,26.0
259,100,259Fm,, 93700.0, 280.0,,159,18.0,33.0
254,100,254Fm,,80902.5,1.8,44.992,154,18.0,28.0
241,100,241Fm,, 69220.0, 300.0,,141,18.0,15.0
256,100,256Fm,,85485,3,48.12,156,18.0,30.0
251,100,251Fm,m,76159,14,63.9,151,18.0,25.0
253,100,253Fm,n,79697,6,,153,18.0,27.0
250,100,250Fm,,74072,8,,150,18.0,24.0
253,100,253Fm,m,79486,6,,153,18.0,27.0
246,100,246Fm,,70191,14,,146,18.0,20.0
248,100,248Fm,m, 73100.0, 100.0,46.0,148,18.0,22.0
242,100,242Fm,, 68400.0, 400.0,,142,18.0,16.0
248,100,248Fm,,71898,8,,148,18.0,22.0
249,100,249Fm,,73519,6,58.0,149,18.0,23.0
257,100,257Fm,,88590,4,,157,18.0,31.0
255,100,255Fm,p,84031,4,61.6,155,18.0,29.0
260,100,260Fm,, 95770.0, 440.0,,160,18.0,34.0
255,100,255Fm,,83800,4,,155,18.0,29.0
250,100,250Fm,m,75271,8,,150,18.0,24.0
251,100,251Fm,,75959,14,,151,18.0,25.0
247,100,247Fm,, 71670.0, 180.0,45.0,147,18.0,21.0
247,100,247Fm,m, 71720.0, 180.0,,147,18.0,21.0
253,101,253Md,p, 81230.0,  40.0,60.0,152,19.0,26.0
254,101,254Md,, 83450.0, 100.0,,153,19.0,27.0
262,101,262Md,,101670.0, 450.0,,161,19.0,35.0
260,101,260Md,, 96550.0, 320.0,,159,19.0,33.0
259,101,259Md,, 93560.0, 100.0,,158,19.0,32.0
244,101,244Md,m, 75800.0, 400.0,,143,19.0,17.0
244,101,244Md,, 75600.0, 370.0,,143,19.0,17.0
254,101,254Md,m, 83500.0, 140.0,,153,19.0,27.0
261,101,261Md,, 98580.0, 510.0,,160,19.0,34.0
248,101,248Md,, 76950.0, 180.0,45.0,147,19.0,21.0
252,101,252Md,p,80550,80,49.0,151,19.0,25.0
256,101,256Md,, 87460.0, 120.0,240.0,155,19.0,29.0
249,101,249Md,,77180,160,,148,19.0,22.0
249,101,249Md,m, 77280.0, 190.0,,148,19.0,22.0
247,101,247Md,m, 76200.0, 210.0,,146,19.0,20.0
247,101,247Md,, 75940.0, 210.0,,146,19.0,20.0
257,101,257Md,,88992.5,1.6,,156,19.0,30.0
250,101,250Md,,78400,90,250.0,149,19.0,23.0
250,101,250Md,m,78520,90,,149,19.0,23.0
246,101,246Md,m, 76170.0, 260.0,,145,19.0,19.0
246,101,246Md,, 76120.0, 260.0,,145,19.0,19.0
253,101,253Md,, 81170.0,  30.0,,152,19.0,26.0
251,101,251Md,,78967,19,55.0,150,19.0,24.0
245,101,245Md,m, 75430.0, 280.0,300.0,144,19.0,18.0
258,101,258Md,,91690,3,,157,19.0,31.0
256,101,256Md,m,87620,70,,155,19.0,29.0
256,101,256Md,p, 87700.0, 120.0,,155,19.0,29.0
255,101,255Md,,84842,6,12.0,154,19.0,28.0
251,101,251Md,p,79020,18,,150,19.0,24.0
252,101,252Md,,80470,90,,151,19.0,25.0
255,101,255Md,p, 84850.0,  70.0,,154,19.0,28.0
258,101,258Md,m, 91690.0, 200.0,,157,19.0,31.0
245,101,245Md,, 75330.0, 260.0,,144,19.0,18.0
260,102,260No,, 95610.0, 200.0,,158,20.0,32.0
259,102,259No,,94079,6,,157,20.0,31.0
259,102,259No,p, 94310.0, 150.0,,157,20.0,31.0
255,102,255No,m, 87020.0, 100.0,,153,20.0,27.0
256,102,256No,,87823,8,,154,20.0,28.0
257,102,257No,,90247,6,,155,20.0,29.0
258,102,258No,, 91480.0, 100.0,,156,20.0,30.0
255,102,255No,p, 86910.0,  70.0,,153,20.0,27.0
253,102,253No,p,85620,110,64.0,151,20.0,25.0
264,102,264No,,105010.0, 590.0,,162,20.0,36.0
252,102,252No,,82871,9,46.4,150,20.0,24.0
252,102,252No,m,84125,9,,150,20.0,24.0
251,102,251No,, 82850.0, 180.0,60.7,149,20.0,23.0
255,102,255No,,86812,14,,153,20.0,27.0
253,102,253No,,84359,7,,151,20.0,25.0
253,102,253No,m,84527,7,,151,20.0,25.0
253,102,253No,n,85560,110,,151,20.0,25.0
248,102,248No,, 80690.0, 220.0,,146,20.0,20.0
251,102,251No,m, 82960.0, 180.0,,149,20.0,23.0
250,102,250No,m, 82620.0, 280.0,1050.0,148,20.0,22.0
250,102,250No,, 81570.0, 200.0,,148,20.0,22.0
262,102,262No,,100100.0, 360.0,,160,20.0,34.0
257,102,257No,p, 90550.0, 120.0,,155,20.0,29.0
254,102,254No,,84723,10,44.2,152,20.0,26.0
254,102,254No,m,86019,10,,152,20.0,26.0
254,102,254No,n, 87940.0, 300.0,,152,20.0,26.0
249,102,249No,, 81790.0, 280.0,,147,20.0,21.0
261,102,261No,, 98460.0, 200.0,,159,20.0,33.0
263,102,263No,,103130.0, 490.0,,161,20.0,35.0
251,102,251No,n, 83980.0, 180.0,,149,20.0,23.0
257,103,257Lr,p, 92820.0, 110.0,,154,21.0,28.0
260,103,260Lr,, 98280.0, 130.0,,157,21.0,31.0
265,103,265Lr,,108230.0, 550.0,,162,21.0,36.0
258,103,258Lr,, 94780.0, 100.0,,155,21.0,29.0
264,103,264Lr,,106380.0, 440.0,,161,21.0,35.0
258,103,258Lr,p, 95020.0, 140.0,,155,21.0,29.0
263,103,263Lr,,103670.0, 220.0,,160,21.0,34.0
262,103,262Lr,,102110.0, 200.0,,159,21.0,33.0
259,103,259Lr,, 95850.0,  70.0,,156,21.0,30.0
261,103,261Lr,, 99560.0, 200.0,,158,21.0,32.0
266,103,266Lr,,111660.0, 540.0,,163,21.0,37.0
257,103,257Lr,m, 92770.0,  60.0,,154,21.0,28.0
259,103,259Lr,p, 96200.0, 170.0,,156,21.0,30.0
253,103,253Lr,m, 88560.0, 190.0,,150,21.0,24.0
255,103,255Lr,,89947,18,38.0,152,21.0,26.0
255,103,255Lr,p,91412,22,,152,21.0,26.0
254,103,254Lr,m,89750,90,,151,21.0,25.0
254,103,254Lr,,89650,90,,151,21.0,25.0
255,103,255Lr,m,89988,19,,152,21.0,26.0
253,103,253Lr,,88520,160,,150,21.0,24.0
256,103,256Lr,,91750,80,236.0,153,21.0,27.0
256,103,256Lr,p, 91980.0,  90.0,,153,21.0,27.0
255,103,255Lr,n,90743,22,,152,21.0,26.0
252,103,252Lr,, 88540.0, 190.0,120.0,149,21.0,23.0
257,103,257Lr,, 92670.0,  40.0,,154,21.0,28.0
251,103,251Lr,, 87830.0, 200.0,,148,21.0,22.0
252,103,252Lr,p, 88710.0, 190.0,,149,21.0,23.0
267,104,267Rf,p,113520.0, 580.0,,163,22.0,37.0
254,104,254Rf,n, 95200.0, 570.0,,150,22.0,24.0
260,104,260Rf,, 99150.0, 200.0,,156,22.0,30.0
254,104,254Rf,m, 94500.0, 340.0,,150,22.0,24.0
254,104,254Rf,, 93200.0, 280.0,,150,22.0,24.0
267,104,267Rf,,113440.0, 580.0,,163,22.0,37.0
266,104,266Rf,,110140.0, 410.0,,162,22.0,36.0
261,104,261Rf,,101320,70,,157,22.0,31.0
261,104,261Rf,p,101550.0, 120.0,,157,22.0,31.0
253,104,253Rf,m, 93840.0, 440.0,,149,22.0,23.0
262,104,262Rf,,102390.0, 220.0,254.0,158,22.0,32.0
262,104,262Rf,m,103390.0, 460.0,,158,22.0,32.0
265,104,265Rf,,108690.0, 360.0,,161,22.0,35.0
263,104,263Rf,,104760.0, 150.0,,159,22.0,33.0
263,104,263Rf,p,105060.0, 250.0,,159,22.0,33.0
264,104,264Rf,,106080.0, 360.0,,160,22.0,34.0
261,104,261Rf,m,101390.0, 120.0,,157,22.0,31.0
253,104,253Rf,, 93640.0, 410.0,,149,22.0,23.0
268,104,268Rf,,115480.0, 660.0,,164,22.0,38.0
256,104,256Rf,p, 96620.0, 200.0,44.0,152,22.0,26.0
258,104,258Rf,m, 97540.0, 300.0,,154,22.0,28.0
258,104,258Rf,,96344,16,,154,22.0,28.0
257,104,257Rf,m,95940,10,50.0,153,22.0,27.0
257,104,257Rf,,95866,11,,153,22.0,27.0
257,104,257Rf,n,97022,10,,153,22.0,27.0
258,104,258Rf,n, 97840.0, 500.0,,154,22.0,28.0
255,104,255Rf,n, 95380.0, 200.0,63.0,151,22.0,25.0
255,104,255Rf,m, 94480.0, 180.0,,151,22.0,25.0
255,104,255Rf,p, 95630.0, 200.0,,151,22.0,25.0
259,104,259Rf,, 98370.0,  70.0,,155,22.0,29.0
259,104,259Rf,p, 98430.0, 100.0,,155,22.0,29.0
256,104,256Rf,,94222,18,,152,22.0,26.0
256,104,256Rf,m, 95340.0, 100.0,,152,22.0,26.0
256,104,256Rf,n, 95620.0, 100.0,,152,22.0,26.0
259,104,259Rf,q, 98570.0, 110.0,,155,22.0,29.0
255,104,255Rf,, 94330.0, 180.0,,151,22.0,25.0
270,105,270Db,,122400.0, 580.0,,165,21.0,39.0
257,105,257Db,,100150,160,250.0,152,21.0,26.0
266,105,266Db,,112740.0, 280.0,,161,21.0,35.0
263,105,263Db,p,107370.0, 260.0,,158,21.0,32.0
264,105,264Db,,109260.0, 240.0,,159,21.0,33.0
263,105,263Db,,107110.0, 170.0,,158,21.0,32.0
255,105,255Db,m, 99700.0, 300.0,,150,21.0,24.0
265,105,265Db,,110380.0, 220.0,,160,21.0,34.0
269,105,269Db,,119150.0, 620.0,,164,21.0,38.0
