AAA,ZZZi,AEl,Mass,dMass,FirstExc,NNNi,DeltaZ,DeltaN,Zshell,Nshell,DeltaSum,A^2/3,Z(Z-1)/A^1/3,(N-Z)^2/A,ZEO,NEO
167,65,167Tb,-55683,6,,102,15.0,20.0,,,35.0,30.32571022328558,755.4188893944195,8.197604790419161,1.0,0.0
161,65,161Tb,-67461.8,1.2,0.056289,96,15.0,14.0,,,29.0,29.59492547535442,764.6887576240647,5.968944099378882,1.0,0.0
156,65,156Tb,-69990.0,  50.0,,91,15.0,9.0,,,24.0,28.978978026935593,772.7727473849494,4.333333333333333,1.0,1.0
141,65,141Tb,-54540.0, 230.0,,76,15.0,6.0,,,21.0,27.09023308756464,799.2579407394961,0.8581560283687943,1.0,0.0
141,65,141Tb,-54540,110,,76,15.0,6.0,,,21.0,27.09023308756464,799.2579407394961,0.8581560283687943,1.0,0.0
149,65,149Tb,-71489,4,0.03578,84,15.0,2.0,,,17.0,28.105469568479982,784.6896201669582,2.422818791946309,1.0,0.0
162,65,162Tb,-65879.5,2,0.0391,97,15.0,15.0,,,30.0,29.717345240051635,763.1120753000915,6.320987654320987,1.0,1.0
149,65,149Tb,-71453,4,,84,15.0,2.0,,,17.0,28.105469568479982,784.6896201669582,2.422818791946309,1.0,0.0
164,65,164Tb,-61960,12,,99,15.0,17.0,,,32.0,29.96143191950181,759.99729747029,7.048780487804878,1.0,1.0
138,65,138Tb,-43600.0, 300.0,,73,15.0,9.0,,,24.0,26.70459879545431,805.0081955731157,0.463768115942029,1.0,1.0
164,65,164Tb,-62105,1.9,,99,15.0,17.0,,,32.0,29.96143191950181,759.99729747029,7.048780487804878,1.0,1.0
174,65,174Tb,-31970.0, 500.0,,109,15.0,17.0,,,32.0,31.167322789559027,745.1497862331356,11.126436781609195,1.0,1.0
162,65,162Tb,-65594,2.5,,97,15.0,15.0,,,30.0,29.717345240051635,763.1120753000915,6.320987654320987,1.0,1.0
158,65,158Tb,-69082.5,1.3,,93,15.0,11.0,,,26.0,29.226135354653636,769.4982473123997,4.962025316455696,1.0,1.0
163,65,163Tb,-64596,4,0.054,98,15.0,16.0,,,31.0,29.839513369337435,761.5483166652992,6.680981595092025,1.0,0.0
160,65,160Tb,-67836.5,1.1,0.0636856,95,15.0,13.0,,,28.0,29.472251989123087,766.2785517172005,5.625,1.0,1.0
152,65,152Tb,-70220,40,0.23539,87,15.0,5.0,,,20.0,28.48146943560797,779.4928477113763,3.1842105263157894,1.0,1.0
150,65,150Tb,-70645,26,0.3972,85,15.0,3.0,,,18.0,28.23108086643085,782.9419760290158,2.6666666666666665,1.0,1.0
152,65,152Tb,-70380,40,,87,15.0,5.0,,,20.0,28.48146943560797,779.4928477113763,3.1842105263157894,1.0,1.0
150,65,150Tb,-71106,7,,85,15.0,3.0,,,18.0,28.23108086643085,782.9419760290158,2.6666666666666665,1.0,1.0
152,65,152Tb,-70720,40,,87,15.0,5.0,,,20.0,28.48146943560797,779.4928477113763,3.1842105263157894,1.0,1.0
140,65,140Tb,-50480,800,,75,15.0,7.0,,,22.0,26.9619949977585,801.1564227905385,0.7142857142857143,1.0,1.0
144,65,144Tb,-61824,28,,79,15.0,3.0,,,18.0,27.47314182127996,793.6685415036435,1.3611111111111112,1.0,1.0
151,65,151Tb,-71624,4,0.022922,86,15.0,4.0,,,19.0,28.356413335678806,781.2097978571117,2.9205298013245033,1.0,0.0
148,65,148Tb,-70537,12,0.0901,83,15.0,1.0,,,16.0,27.97957694388431,786.4529735578295,2.189189189189189,1.0,1.0
148,65,148Tb,-70447,12,,83,15.0,1.0,,,16.0,27.97957694388431,786.4529735578295,2.189189189189189,1.0,1.0
148,65,148Tb,-61918,12,,83,15.0,1.0,,,16.0,27.97957694388431,786.4529735578295,2.189189189189189,1.0,1.0
156,65,156Tb,-70003,4,,91,15.0,9.0,,,24.0,28.978978026935593,772.7727473849494,4.333333333333333,1.0,1.0
139,65,139Tb,-48130.0, 300.0,,74,15.0,8.0,,,23.0,26.833451212355452,803.073072254667,0.5827338129496403,1.0,0.0
159,65,159Tb,-69532.6,1.1,0.057996400000000004,94,15.0,12.0,,,27.0,29.34932266478004,767.8816495942453,5.289308176100629,1.0,0.0
142,65,142Tb,-56560,700,,77,15.0,5.0,,,20.0,27.218168369146653,797.3773268707754,1.0140845070422535,1.0,1.0
151,65,151Tb,-71524,4,,86,15.0,4.0,,,19.0,28.356413335678806,781.2097978571117,2.9205298013245033,1.0,0.0
165,65,165Tb,-60382,5,,100,15.0,18.0,,,33.0,30.08310291760778,758.4588371954449,7.424242424242424,1.0,0.0
165,65,165Tb,-60588.8,1.5,,100,15.0,18.0,,,33.0,30.08310291760778,758.4588371954449,7.424242424242424,1.0,0.0
153,65,153Tb,-71151,4,0.08072,88,15.0,6.0,,,21.0,28.606251587889357,777.7908928471879,3.457516339869281,1.0,0.0
153,65,153Tb,-71314,4,,88,15.0,6.0,,,21.0,28.606251587889357,777.7908928471879,3.457516339869281,1.0,0.0
173,65,173Tb,-36510.0, 500.0,,108,15.0,18.0,,,33.0,31.047793084354215,746.5827701208877,10.6878612716763,1.0,0.0
142,65,142Tb,-56280,700,,77,15.0,5.0,,,20.0,27.218168369146653,797.3773268707754,1.0140845070422535,1.0,1.0
161,66,161Dy,-68055.5,0.7,0.02565136,95,16.0,13.0,,,29.0,29.59492547535442,788.5852812998168,5.22360248447205,0.0,1.0
162,66,162Dy,-65993.1,0.8,0.080661,96,16.0,14.0,,,30.0,29.717345240051635,786.9593276532194,5.555555555555555,0.0,0.0
169,66,169Dy,-55600,300,,103,16.0,21.0,,,37.0,30.567350940369842,775.9404469478501,8.100591715976332,0.0,1.0
162,66,162Dy,-68181.2,0.7,,96,16.0,14.0,,,30.0,29.717345240051635,786.9593276532194,5.555555555555555,0.0,0.0
156,66,156Dy,-70529.4,1,0.13777,90,16.0,8.0,,,24.0,28.978978026935593,796.921895740729,3.6923076923076925,0.0,0.0
161,66,161Dy,-67569.9,0.7,,95,16.0,13.0,,,29.0,29.59492547535442,788.5852812998168,5.22360248447205,0.0,1.0
175,66,175Dy,-36730.0, 500.0,,109,16.0,17.0,,,33.0,31.286623728379862,766.969233112855,10.565714285714286,0.0,1.0
169,66,169Dy,-55430,300,,103,16.0,21.0,,,37.0,30.567350940369842,775.9404469478501,8.100591715976332,0.0,1.0
170,66,170Dy,-53710.0, 200.0,0.07147,104,16.0,22.0,,,38.0,30.687813601627905,774.4160020646102,8.494117647058824,0.0,0.0
158,66,158Dy,-70407.2,2.3,0.098918,92,16.0,10.0,,,26.0,29.226135354653636,793.5450675409122,4.2784810126582276,0.0,0.0
168,66,168Dy,-57180,140,,102,16.0,20.0,,,36.0,30.446650444080973,777.476966697068,7.714285714285714,0.0,0.0
166,66,166Dy,-62584.5,0.8,0.076587,100,16.0,18.0,,,34.0,30.20452836208127,780.5869076706548,6.963855421686747,0.0,0.0
172,66,172Dy,-47760.0, 300.0,,106,16.0,20.0,,,36.0,30.92803284791408,771.402679753206,9.30232558139535,0.0,0.0
172,66,172Dy,-46480.0, 300.0,,106,16.0,20.0,,,36.0,30.92803284791408,771.402679753206,9.30232558139535,0.0,0.0
165,66,165Dy,-63504.1,0.7,0.0833942,99,16.0,17.0,,,33.0,30.08310291760778,782.1606758578025,6.6,0.0,1.0
159,66,159Dy,-69167.2,1.4,0.056625999999999996,93,16.0,11.0,,,27.0,29.34932266478004,791.8779511440655,4.584905660377358,0.0,1.0
159,66,159Dy,-68814.4,1.4,,93,16.0,11.0,,,27.0,29.34932266478004,791.8779511440655,4.584905660377358,0.0,1.0
165,66,165Dy,-63612.3,0.7,,99,16.0,17.0,,,33.0,30.08310291760778,782.1606758578025,6.6,0.0,1.0
173,66,173Dy,-43740.0, 400.0,,107,16.0,19.0,,,35.0,31.047793084354215,769.9134816871655,9.716763005780347,0.0,1.0
170,66,170Dy,-52070.0, 200.0,,104,16.0,22.0,,,38.0,30.687813601627905,774.4160020646102,8.494117647058824,0.0,0.0
164,66,164Dy,-65967.6,0.7,0.073393,98,16.0,16.0,,,32.0,29.96143191950181,783.7472130162366,6.2439024390243905,0.0,0.0
171,66,171Dy,-50010.0, 200.0,,105,16.0,21.0,,,37.0,30.808040291421886,772.9034669602335,8.894736842105264,0.0,1.0
157,66,157Dy,-69226,5,0.061141,91,16.0,9.0,,,25.0,29.102687879321483,795.2263121164916,3.9808917197452227,0.0,1.0
174,66,174Dy,-41130.0, 500.0,,108,16.0,18.0,,,34.0,31.167322789559027,768.4357170529211,10.137931034482758,0.0,0.0
160,66,160Dy,-69672.4,0.7,0.0867877,94,16.0,12.0,,,28.0,29.472251989123087,790.224756458363,4.9,0.0,0.0
176,66,176Dy,-33610.0, 500.0,,110,16.0,16.0,,,32.0,31.405697642158753,765.5138800276198,11.0,0.0,0.0
157,66,157Dy,-69263,5,,91,16.0,9.0,,,25.0,29.102687879321483,795.2263121164916,3.9808917197452227,0.0,1.0
157,66,157Dy,-69425,5,,91,16.0,9.0,,,25.0,29.102687879321483,795.2263121164916,3.9808917197452227,0.0,1.0
168,66,168Dy,-58560,140,,102,16.0,20.0,,,36.0,30.446650444080973,777.476966697068,7.714285714285714,0.0,0.0
167,66,167Dy,-59911,4,0.0572,101,16.0,19.0,,,35.0,30.32571022328558,779.0257296879951,7.335329341317365,0.0,1.0
163,66,163Dy,-66380.9,0.7,0.0734448,97,16.0,15.0,,,31.0,29.839513369337435,785.3467015610898,5.895705521472393,0.0,1.0
144,66,144Dy,-56570,7,0.4925,78,16.0,4.0,,,20.0,27.47314182127996,818.4706834256324,1.0,0.0,0.0
146,66,146Dy,-59621,7,0.68262,80,16.0,2.0,,,18.0,27.7269375249599,814.7161779594384,1.3424657534246576,0.0,0.0
140,66,140Dy,-40660.0, 400.0,0.2022,74,16.0,8.0,,,24.0,26.9619949977585,826.1925610027428,0.45714285714285713,0.0,0.0
155,66,155Dy,-68922,10,0.039384,89,16.0,7.0,,,23.0,28.855003552528782,798.6320338087,3.412903225806452,0.0,1.0
155,66,155Dy,-69156,10,,89,16.0,7.0,,,23.0,28.855003552528782,798.6320338087,3.412903225806452,0.0,1.0
140,66,140Dy,-42830.0, 400.0,,74,16.0,8.0,,,24.0,26.9619949977585,826.1925610027428,0.45714285714285713,0.0,0.0
150,66,150Dy,-69310,4,0.80364,84,16.0,2.0,,,18.0,28.23108086643085,807.4089127799225,2.16,0.0,0.0
148,66,148Dy,-67859,9,1.6773,82,16.0,0.0,,,16.0,27.97957694388431,811.0296289815117,1.7297297297297298,0.0,0.0
151,66,151Dy,-68752,3,0.20957,85,16.0,3.0,,,19.0,28.356413335678806,805.6226040401464,2.390728476821192,0.0,1.0
143,66,143Dy,-51763,13,0.06670000000000001,77,16.0,5.0,,,21.0,27.34580368248674,820.3741104746024,0.8461538461538461,0.0,1.0
143,66,143Dy,-51858,13,,77,16.0,5.0,,,21.0,27.34580368248674,820.3741104746024,0.8461538461538461,0.0,1.0
143,66,143Dy,-52169,13,,77,16.0,5.0,,,21.0,27.34580368248674,820.3741104746024,0.8461538461538461,0.0,1.0
146,66,146Dy,-62555,7,,80,16.0,2.0,,,18.0,27.7269375249599,814.7161779594384,1.3424657534246576,0.0,0.0
148,66,148Dy,-64940,9,,82,16.0,0.0,,,16.0,27.97957694388431,811.0296289815117,1.7297297297297298,0.0,0.0
149,66,149Dy,-65033,9,1.0346,83,16.0,1.0,,,17.0,28.105469568479982,809.2111707971756,1.9395973154362416,0.0,1.0
154,66,154Dy,-70394,7,0.33433999999999997,88,16.0,6.0,,,22.0,28.730762177301624,800.3569463676884,3.142857142857143,0.0,0.0
149,66,149Dy,-67694,9,,83,16.0,1.0,,,17.0,28.105469568479982,809.2111707971756,1.9395973154362416,0.0,1.0
142,66,142Dy,-50120.0, 730.0,0.31589999999999996,76,16.0,6.0,,,22.0,27.218168369146653,822.2953683354872,0.704225352112676,0.0,0.0
147,66,147Dy,-64196,9,0.07204,81,16.0,1.0,,,17.0,27.853400455274738,812.8645438988344,1.530612244897959,0.0,1.0
141,66,141Dy,-45380.0, 300.0,,75,16.0,7.0,,,23.0,27.09023308756464,824.2347513876053,0.574468085106383,0.0,1.0
153,66,153Dy,-69143,4,0.10884,87,16.0,5.0,,,21.0,28.606251587889357,802.0968582486626,2.8823529411764706,0.0,1.0
152,66,152Dy,-70118,5,0.61383,86,16.0,4.0,,,20.0,28.48146943560797,803.8519992023568,2.6315789473684212,0.0,0.0
139,66,139Dy,-37700.0, 500.0,,73,16.0,9.0,,,25.0,26.833451212355452,828.1691057626253,0.35251798561151076,0.0,1.0
147,66,147Dy,-63446,9,,81,16.0,1.0,,,17.0,27.853400455274738,812.8645438988344,1.530612244897959,0.0,1.0
147,66,147Dy,-60789,9,,81,16.0,1.0,,,17.0,27.853400455274738,812.8645438988344,1.530612244897959,0.0,1.0
145,66,145Dy,-58243,7,0.0663,79,16.0,3.0,,,19.0,27.600185534004485,816.5847995922709,1.1655172413793105,0.0,1.0
138,66,138Dy,-34930.0, 500.0,,72,16.0,10.0,,,26.0,26.70459879545431,830.1647016847755,0.2608695652173913,0.0,0.0
145,66,145Dy,-58125,7,,79,16.0,3.0,,,19.0,27.600185534004485,816.5847995922709,1.1655172413793105,0.0,1.0
165,67,165Ho,-64536.3,0.8,0.0947,98,15.0,16.0,,,31.0,30.08310291760778,806.2271581918887,5.824242424242424,1.0,0.0
162,67,162Ho,-66041,3,0.038340000000000006,95,15.0,13.0,,,28.0,29.717345240051635,811.1734608117799,4.839506172839506,1.0,1.0
167,67,167Ho,-62020,5,0.098,100,15.0,18.0,,,33.0,30.32571022328558,802.9957521399334,6.520958083832335,1.0,0.0
176,67,176Ho,-39390.0, 500.0,,109,15.0,17.0,,,32.0,31.405697642158753,789.0681532592389,10.022727272727273,1.0,1.0
164,67,164Ho,-64840.7,1.4,0.037341,97,15.0,15.0,,,30.0,29.96143191950181,807.8625118782746,5.487804878048781,1.0,1.0
165,67,165Ho,-64898,0.8,,98,15.0,16.0,,,31.0,30.08310291760778,806.2271581918887,5.824242424242424,1.0,0.0
166,67,166Ho,-63070.3,0.8,0.005969,99,15.0,17.0,,,32.0,30.20452836208127,804.6049663682134,6.168674698795181,1.0,1.0
166,67,166Ho,-63064.3,0.8,,99,15.0,17.0,,,32.0,30.20452836208127,804.6049663682134,6.168674698795181,1.0,1.0
173,67,173Ho,-48950.0, 300.0,,106,15.0,20.0,,,35.0,31.047793084354215,793.6031272775398,8.791907514450868,1.0,0.0
173,67,173Ho,-49350.0, 300.0,,106,15.0,20.0,,,35.0,31.047793084354215,793.6031272775398,8.791907514450868,1.0,0.0
147,67,147Ho,-55757,5,0.58496,80,15.0,2.0,,,17.0,27.853400455274738,837.8757606341833,1.1496598639455782,1.0,0.0
166,67,166Ho,-62879.4,0.8,,99,15.0,17.0,,,32.0,30.20452836208127,804.6049663682134,6.168674698795181,1.0,1.0
174,67,174Ho,-45870.0, 300.0,,107,15.0,19.0,,,34.0,31.167322789559027,792.0798929622417,9.195402298850574,1.0,1.0
162,67,162Ho,-65935,3,,95,15.0,13.0,,,28.0,29.717345240051635,811.1734608117799,4.839506172839506,1.0,1.0
167,67,167Ho,-62279,5,,100,15.0,18.0,,,33.0,30.32571022328558,802.9957521399334,6.520958083832335,1.0,0.0
160,67,160Ho,-66382,15,0.05998,93,15.0,11.0,,,26.0,29.472251989123087,814.5393643493895,4.225,1.0,1.0
151,67,151Ho,-63623,8,0.041,84,15.0,2.0,,,17.0,28.356413335678806,830.4109918567663,1.913907284768212,1.0,0.0
175,67,175Ho,-43300.0, 400.0,,108,15.0,18.0,,,33.0,31.286623728379862,790.5682864394045,9.605714285714285,1.0,0.0
152,67,152Ho,-63445,13,0.16,85,15.0,3.0,,,18.0,28.48146943560797,828.5859068701216,2.1315789473684212,1.0,1.0
177,67,177Ho,-36280.0, 500.0,,110,15.0,16.0,,,31.0,31.524546249173255,787.5793418861253,10.44632768361582,1.0,0.0
160,67,160Ho,-66322,15,,93,15.0,11.0,,,26.0,29.472251989123087,814.5393643493895,4.225,1.0,1.0
148,67,148Ho,-57050.0, 130.0,,81,15.0,1.0,,,16.0,27.97957694388431,835.9843867963274,1.3243243243243243,1.0,1.0
153,67,153Ho,-64943,5,0.0687,86,15.0,4.0,,,19.0,28.606251587889357,826.7767615793906,2.3594771241830066,1.0,0.0
160,67,160Ho,-66185,22,,93,15.0,11.0,,,26.0,29.472251989123087,814.5393643493895,4.225,1.0,1.0
142,67,142Ho,-37250.0, 400.0,,75,15.0,7.0,,,22.0,27.218168369146653,847.5967642842713,0.4507042253521127,1.0,1.0
153,67,153Ho,-65012,5,,86,15.0,4.0,,,19.0,28.606251587889357,826.7767615793906,2.3594771241830066,1.0,0.0
141,67,141Ho,-34360.0, 400.0,0.066,74,15.0,8.0,,,23.0,27.09023308756464,849.5958206610701,0.3475177304964539,1.0,0.0
148,67,148Ho,-57990,80,,81,15.0,1.0,,,16.0,27.97957694388431,835.9843867963274,1.3243243243243243,1.0,1.0
159,67,159Ho,-67124,3,0.09745000000000001,92,15.0,10.0,,,25.0,29.34932266478004,816.243426563883,3.930817610062893,1.0,0.0
159,67,159Ho,-67330,3,,92,15.0,10.0,,,25.0,29.34932266478004,816.243426563883,3.930817610062893,1.0,0.0
153,67,153Ho,-62240,5,,86,15.0,4.0,,,19.0,28.606251587889357,826.7767615793906,2.3594771241830066,1.0,0.0
147,67,147Ho,-53070,5,,80,15.0,2.0,,,17.0,27.853400455274738,837.8757606341833,1.1496598639455782,1.0,0.0
151,67,151Ho,-63582,8,,84,15.0,2.0,,,17.0,28.356413335678806,830.4109918567663,1.913907284768212,1.0,0.0
164,67,164Ho,-64980.5,1.4,,97,15.0,15.0,,,30.0,29.96143191950181,807.8625118782746,5.487804878048781,1.0,1.0
141,67,141Ho,-34290.0, 400.0,,74,15.0,8.0,,,23.0,27.09023308756464,849.5958206610701,0.3475177304964539,1.0,0.0
156,67,156Ho,-65540,40,0.05237,89,15.0,7.0,,,22.0,28.978978026935593,821.4425694558284,3.1025641025641026,1.0,1.0
146,67,146Ho,-51238,7,,79,15.0,3.0,,,18.0,27.7269375249599,839.7843680504981,0.9863013698630136,1.0,1.0
157,67,157Ho,-66833,23,0.053048000000000005,90,15.0,8.0,,,23.0,29.102687879321483,819.6948140277683,3.3694267515923566,1.0,0.0
155,67,155Ho,-66040,17,0.11014,88,15.0,6.0,,,21.0,28.855003552528782,823.20532715666,2.8451612903225807,1.0,0.0
155,67,155Ho,-65898,17,,88,15.0,6.0,,,21.0,28.855003552528782,823.20532715666,2.8451612903225807,1.0,0.0
170,67,170Ho,-56240,50,0.12,103,15.0,21.0,,,36.0,30.687813601627905,798.2441867435213,7.623529411764705,1.0,1.0
140,67,140Ho,-29320.0, 500.0,,73,15.0,9.0,,,24.0,26.9619949977585,851.613870572058,0.2571428571428571,1.0,1.0
161,67,161Ho,-66985.2,2.2,0.09963,94,15.0,12.0,,,27.0,29.59492547535442,812.8494438013496,4.527950310559007,1.0,0.0
145,67,145Ho,-49020.0, 100.0,0.4869,78,15.0,4.0,,,19.0,27.600185534004485,841.7104857335715,0.8344827586206897,1.0,0.0
145,67,145Ho,-49120,7,,78,15.0,4.0,,,19.0,27.600185534004485,841.7104857335715,0.8344827586206897,1.0,0.0
163,67,163Ho,-66378,0.7,0.10003000000000001,96,15.0,14.0,,,29.0,29.839513369337435,809.5112154552772,5.159509202453988,1.0,0.0
163,67,163Ho,-66080.1,0.7,,96,15.0,14.0,,,29.0,29.839513369337435,809.5112154552772,5.159509202453988,1.0,0.0
163,67,163Ho,-64268.6,0.8,,96,15.0,14.0,,,29.0,29.839513369337435,809.5112154552772,5.159509202453988,1.0,0.0
161,67,161Ho,-67196.3,2.2,,94,15.0,12.0,,,27.0,29.59492547535442,812.8494438013496,4.527950310559007,1.0,0.0
144,67,144Ho,-44345,8,0.0606,77,15.0,5.0,,,20.0,27.47314182127996,843.6543967618056,0.6944444444444444,1.0,1.0
144,67,144Ho,-44610,8,,77,15.0,5.0,,,20.0,27.47314182127996,843.6543967618056,0.6944444444444444,1.0,1.0
169,67,169Ho,-58796,20,0.097,102,15.0,20.0,,,35.0,30.567350940369842,799.8155376231686,7.2485207100591715,1.0,0.0
169,67,169Ho,-57410,20,,102,15.0,20.0,,,35.0,30.567350940369842,799.8155376231686,7.2485207100591715,1.0,0.0
165,67,165Ho,-64182.7,0.8,,98,15.0,16.0,,,31.0,30.08310291760778,806.2271581918887,5.824242424242424,1.0,0.0
156,67,156Ho,-65304,28,,89,15.0,7.0,,,22.0,28.978978026935593,821.4425694558284,3.1025641025641026,1.0,1.0
156,67,156Ho,-65490,40,,89,15.0,7.0,,,22.0,28.978978026935593,821.4425694558284,3.1025641025641026,1.0,1.0
150,67,150Ho,-61946,14,,83,15.0,1.0,,,16.0,28.23108086643085,832.2522639423817,1.7066666666666668,1.0,1.0
171,67,171Ho,-54520,600,,104,15.0,22.0,,,37.0,30.808040291421886,796.6851120974715,8.005847953216374,1.0,0.0
150,67,150Ho,-61950,50,,83,15.0,1.0,,,16.0,28.23108086643085,832.2522639423817,1.7066666666666668,1.0,1.0
168,67,168Ho,-59870,30,0.059,101,15.0,19.0,,,34.0,30.446650444080973,801.3993349031316,6.880952380952381,1.0,1.0
158,67,158Ho,-66010.0,  80.0,0.06720000000000001,91,15.0,9.0,,,24.0,29.226135354653636,817.9618388498633,3.6455696202531644,1.0,1.0
158,67,158Ho,-66095,27,,91,15.0,9.0,,,24.0,29.226135354653636,817.9618388498633,3.6455696202531644,1.0,1.0
158,67,158Ho,-66120,27,,91,15.0,9.0,,,24.0,29.226135354653636,817.9618388498633,3.6455696202531644,1.0,1.0
158,67,158Ho,-66187,27,,91,15.0,9.0,,,24.0,29.226135354653636,817.9618388498633,3.6455696202531644,1.0,1.0
148,67,148Ho,-57740.0, 130.0,,81,15.0,1.0,,,16.0,27.97957694388431,835.9843867963274,1.3243243243243243,1.0,1.0
152,67,152Ho,-63605,13,,85,15.0,3.0,,,18.0,28.48146943560797,828.5859068701216,2.1315789473684212,1.0,1.0
154,67,154Ho,-64639,8,0.0269,87,15.0,5.0,,,20.0,28.730762177301624,824.9833139482326,2.5974025974025974,1.0,1.0
150,67,150Ho,-54050,50,,83,15.0,1.0,,,16.0,28.23108086643085,832.2522639423817,1.7066666666666668,1.0,1.0
149,67,149Ho,-61646,12,0.048799999999999996,82,15.0,0.0,,,15.0,28.105469568479982,834.1099760524734,1.5100671140939597,1.0,0.0
154,67,154Ho,-64397,27,,87,15.0,5.0,,,20.0,28.730762177301624,824.9833139482326,2.5974025974025974,1.0,1.0
170,67,170Ho,-56140,60,,103,15.0,21.0,,,36.0,30.687813601627905,798.2441867435213,7.623529411764705,1.0,1.0
143,67,143Ho,-42050.0, 300.0,0.318,76,15.0,6.0,,,21.0,27.34580368248674,845.6163907968979,0.5664335664335665,1.0,0.0
168,67,168Ho,-60060,30,,101,15.0,19.0,,,34.0,30.446650444080973,801.3993349031316,6.880952380952381,1.0,1.0
178,67,178Ho,-32130.0, 500.0,,111,15.0,15.0,,,30.0,31.6431712450704,786.1017036275357,10.876404494382022,1.0,1.0
172,67,172Ho,-51480.0, 200.0,,105,15.0,21.0,,,36.0,30.92803284791408,795.1381468225354,8.395348837209303,1.0,1.0
168,67,168Ho,-60000,30,,101,15.0,19.0,,,34.0,30.446650444080973,801.3993349031316,6.880952380952381,1.0,1.0
168,67,168Ho,-59920,30,,101,15.0,19.0,,,34.0,30.446650444080973,801.3993349031316,6.880952380952381,1.0,1.0
149,67,149Ho,-61597,12,,82,15.0,0.0,,,15.0,28.105469568479982,834.1099760524734,1.5100671140939597,1.0,0.0
152,67,152Ho,-60585,13,,85,15.0,3.0,,,18.0,28.48146943560797,828.5859068701216,2.1315789473684212,1.0,1.0
161,68,161Er,-65201,9,0.059501,93,14.0,11.0,,,25.0,29.59492547535442,837.4812451286632,3.8819875776397517,0.0,1.0
161,68,161Er,-64805,9,,93,14.0,11.0,,,25.0,29.59492547535442,837.4812451286632,3.8819875776397517,0.0,1.0
165,68,165Er,-64521.4,0.9,0.047159,97,14.0,15.0,,,29.0,30.08310291760778,830.6582841977036,5.096969696969697,0.0,1.0
164,68,164Er,-65942.6,0.7,0.09137999999999999,96,14.0,14.0,,,28.0,29.96143191950181,832.3431940564042,4.780487804878049,0.0,0.0
175,68,175Er,-48650.0, 400.0,,107,14.0,19.0,,,33.0,31.286623728379862,814.5249011799924,8.691428571428572,0.0,1.0
174,68,174Er,-51950.0, 300.0,,106,14.0,20.0,,,34.0,31.167322789559027,816.0823139610975,8.298850574712644,0.0,0.0
149,68,149Er,-50440,30,0.1113,81,14.0,1.0,,,15.0,28.105469568479982,859.3860359328513,1.1342281879194631,0.0,1.0
149,68,149Er,-51131,28,,81,14.0,1.0,,,15.0,28.105469568479982,859.3860359328513,1.1342281879194631,0.0,1.0
163,68,163Er,-64722,5,0.06923,95,14.0,13.0,,,27.0,29.839513369337435,834.0418583478613,4.47239263803681,0.0,1.0
163,68,163Er,-65167,5,,95,14.0,13.0,,,27.0,29.839513369337435,834.0418583478613,4.47239263803681,0.0,1.0
149,68,149Er,-53000,28,,81,14.0,1.0,,,15.0,28.105469568479982,859.3860359328513,1.1342281879194631,0.0,1.0
150,68,150Er,-57831,17,1.57833,82,14.0,0.0,,,14.0,28.23108086643085,857.4720295163933,1.3066666666666666,0.0,0.0
174,68,174Er,-50840.0, 300.0,,106,14.0,20.0,,,34.0,31.167322789559027,816.0823139610975,8.298850574712644,0.0,0.0
149,68,149Er,-53742,28,,81,14.0,1.0,,,15.0,28.105469568479982,859.3860359328513,1.1342281879194631,0.0,1.0
180,68,180Er,-33180.0, 500.0,,112,14.0,14.0,,,28.0,31.879757075478327,806.9120735326628,10.755555555555556,0.0,0.0
165,68,165Er,-63970.1,1.1,,97,14.0,15.0,,,29.0,30.08310291760778,830.6582841977036,5.096969696969697,0.0,1.0
162,68,162Er,-64308.2,0.8,0.10204,94,14.0,12.0,,,26.0,29.717345240051635,835.7544747757734,4.172839506172839,0.0,0.0
162,68,162Er,-66334.2,0.8,,94,14.0,12.0,,,26.0,29.717345240051635,835.7544747757734,4.172839506172839,0.0,0.0
150,68,150Er,-55035,17,,82,14.0,0.0,,,14.0,28.23108086643085,857.4720295163933,1.3066666666666666,0.0,0.0
173,68,173Er,-53650.0, 200.0,,105,14.0,21.0,,,35.0,31.047793084354215,817.6517068920107,7.913294797687861,0.0,1.0
151,68,151Er,-58266,16,0.80152,83,14.0,1.0,,,15.0,28.356413335678806,855.5749613069713,1.490066225165563,0.0,1.0
151,68,151Er,-55680,16,,83,14.0,1.0,,,15.0,28.356413335678806,855.5749613069713,1.490066225165563,0.0,1.0
148,68,148Er,-48566,10,0.64589,80,14.0,2.0,,,16.0,27.97957694388431,861.3172470022768,0.972972972972973,0.0,0.0
151,68,151Er,-47979,16,,83,14.0,1.0,,,15.0,28.356413335678806,855.5749613069713,1.490066225165563,0.0,1.0
148,68,148Er,-51479,10,,80,14.0,2.0,,,16.0,27.97957694388431,861.3172470022768,0.972972972972973,0.0,0.0
165,68,165Er,-62698.4,1.1,,97,14.0,15.0,,,29.0,30.08310291760778,830.6582841977036,5.096969696969697,0.0,1.0
166,68,166Er,-64924.1,0.3,0.0805776,98,14.0,16.0,,,30.0,30.20452836208127,828.9869350460381,5.421686746987952,0.0,0.0
167,68,167Er,-63289.26,0.29,0.0793221,99,14.0,17.0,,,31.0,30.32571022328558,827.3289567502344,5.754491017964072,0.0,1.0
159,68,159Er,-64561,4,0.059249,91,14.0,9.0,,,23.0,29.34932266478004,840.9780758536975,3.3270440251572326,0.0,1.0
