AAA,ZZZi,AEl,Mass,dMass,FirstExc,NNNi,DeltaZ,DeltaN,Zshell,Nshell,DeltaSum,A^2/3,Z(Z-1)/A^1/3,(N-Z)^2/A,ZEO,NEO
86,41,86Nb,-68980.0, 100.0,,45,9.0,5.0,,,14.0,19.483439808463515,371.54466611488573,0.18604651162790697,1.0,1.0
100,41,100Nb,-79791,8,,59,9.0,9.0,,,18.0,21.544346900318832,353.327289165229,3.24,1.0,1.0
112,41,112Nb,-44070.0, 300.0,,71,9.0,11.0,,,20.0,23.235142934254814,340.2288786801598,8.035714285714286,1.0,1.0
98,41,98Nb,-83525,5,0.084,57,9.0,7.0,,,16.0,21.256122803129635,355.71470813400623,2.6122448979591835,1.0,1.0
109,41,109Nb,-56690,430,0.1167,68,9.0,14.0,,,23.0,22.818354974292443,343.32203814531755,6.6880733944954125,1.0,0.0
100,41,100Nb,-79444,11,,59,9.0,9.0,,,18.0,21.544346900318832,353.327289165229,3.24,1.0,1.0
98,41,98Nb,-83441,6,,57,9.0,7.0,,,16.0,21.256122803129635,355.71470813400623,2.6122448979591835,1.0,1.0
81,41,81Nb,-46360.0, 400.0,,40,9.0,10.0,,,19.0,18.720754407467133,379.0374966450137,0.012345679012345678,1.0,0.0
113,41,113Nb,-40210.0, 400.0,,72,9.0,10.0,,,19.0,23.373242358808824,339.2222784818273,8.504424778761061,1.0,0.0
84,41,84Nb,-61193.8,0.4,0.048,43,9.0,7.0,,,16.0,19.180187896644355,374.4703351249613,0.047619047619047616,1.0,1.0
84,41,84Nb,-61145.8,1.1,,43,9.0,7.0,,,16.0,19.180187896644355,374.4703351249613,0.047619047619047616,1.0,1.0
84,41,84Nb,-60856.1,0.6,,43,9.0,7.0,,,16.0,19.180187896644355,374.4703351249613,0.047619047619047616,1.0,1.0
102,41,102Nb,-76204,8,,61,9.0,11.0,,,20.0,21.830655745813875,351.00270022681144,3.9215686274509802,1.0,1.0
102,41,102Nb,-76298.3,2.5,,61,9.0,11.0,,,20.0,21.830655745813875,351.00270022681144,3.9215686274509802,1.0,1.0
83,41,83Nb,-57610,160,0.12952000000000002,42,9.0,8.0,,,17.0,19.027660542766455,375.968232411289,0.012048192771084338,1.0,0.0
109,41,109Nb,-56380,430,,68,9.0,14.0,,,23.0,22.818354974292443,343.32203814531755,6.6880733944954125,1.0,0.0
114,41,114Nb,-34960.0, 500.0,,73,9.0,9.0,,,18.0,23.510935004498354,338.22748602962554,8.982456140350877,1.0,1.0
97,41,97Nb,-84860,4,0.7433500000000001,56,9.0,6.0,,,15.0,21.111276288848163,356.93291869805154,2.3195876288659796,1.0,0.0
97,41,97Nb,-85603,4,,56,9.0,6.0,,,15.0,21.111276288848163,356.93291869805154,2.3195876288659796,1.0,0.0
85,41,85Nb,-66280,4,,44,9.0,6.0,,,15.0,19.3321111659706,372.99602720225636,0.10588235294117647,1.0,0.0
85,41,85Nb,-66130.0,  80.0,,44,9.0,6.0,,,15.0,19.3321111659706,372.99602720225636,0.10588235294117647,1.0,0.0
99,41,99Nb,-82335,12,0.36527,58,9.0,8.0,,,17.0,21.400477469184917,354.5129600955886,2.919191919191919,1.0,0.0
110,41,110Nb,-52210.0, 840.0,,69,9.0,13.0,,,22.0,22.957704246655545,342.27849967741,7.127272727272727,1.0,1.0
110,41,110Nb,-52310,840,,69,9.0,13.0,,,22.0,22.957704246655545,342.27849967741,7.127272727272727,1.0,1.0
99,41,99Nb,-81970,12,,58,9.0,8.0,,,17.0,21.400477469184917,354.5129600955886,2.919191919191919,1.0,0.0
100,41,100Nb,-79057,11,,59,9.0,9.0,,,18.0,21.544346900318832,353.327289165229,3.24,1.0,1.0
108,41,108Nb,-59545,8,0.0643,67,9.0,15.0,,,24.0,22.678578898107713,344.3784203045987,6.2592592592592595,1.0,1.0
108,41,108Nb,-59378,8,,67,9.0,15.0,,,24.0,22.678578898107713,344.3784203045987,6.2592592592592595,1.0,1.0
86,41,86Nb,-69134,5,,45,9.0,5.0,,,14.0,19.483439808463515,371.54466611488573,0.18604651162790697,1.0,1.0
93,41,93Nb,-87182,1.5,0.03077,52,9.0,2.0,,,11.0,20.526833787405323,361.97857431553484,1.3010752688172043,1.0,0.0
90,41,90Nb,-82537,3,0.12237,49,9.0,1.0,,,10.0,20.08298850246508,365.9566793782527,0.7111111111111111,1.0,1.0
90,41,90Nb,-82540,3,,49,9.0,1.0,,,10.0,20.08298850246508,365.9566793782527,0.7111111111111111,1.0,1.0
92,41,92Nb,-86227.5,1.8,0.1355,51,9.0,1.0,,,10.0,20.379423055219398,363.28536750608504,1.0869565217391304,1.0,1.0
92,41,92Nb,-86317.8,1.8,,51,9.0,1.0,,,10.0,20.379423055219398,363.28536750608504,1.0869565217391304,1.0,1.0
107,41,107Nb,-63724,8,,66,9.0,16.0,,,25.0,22.538370740628164,345.44792537037563,5.841121495327103,1.0,0.0
92,41,92Nb,-86453.3,1.8,,51,9.0,1.0,,,10.0,20.379423055219398,363.28536750608504,1.0869565217391304,1.0,1.0
91,41,91Nb,-86638,2.9,0.1046,50,9.0,0.0,,,9.0,20.231477245126285,364.6112382638144,0.8901098901098901,1.0,0.0
79,41,79Nb,-31650.0, 500.0,,38,9.0,10.0,,,19.0,18.41131157020244,382.20950601432924,0.11392405063291139,1.0,0.0
91,41,91Nb,-86533.4,2.9,,50,9.0,0.0,,,9.0,20.231477245126285,364.6112382638144,0.8901098901098901,1.0,0.0
90,41,90Nb,-82280,3,,49,9.0,1.0,,,10.0,20.08298850246508,365.9566793782527,0.7111111111111111,1.0,1.0
91,41,91Nb,-84603.6,2.9,,50,9.0,0.0,,,9.0,20.231477245126285,364.6112382638144,0.8901098901098901,1.0,0.0
94,41,94Nb,-86328.2,1.5,0.040892000000000005,53,9.0,3.0,,,12.0,20.673717099616514,360.69038344011796,1.5319148936170213,1.0,1.0
106,41,106Nb,-66202.7,1.4,0.10790000000000001,65,9.0,15.0,,,24.0,22.397725109111345,346.5308413107794,5.433962264150943,1.0,1.0
94,41,94Nb,-86369.1,1.5,,53,9.0,3.0,,,12.0,20.673717099616514,360.69038344011796,1.5319148936170213,1.0,1.0
88,41,88Nb,-76170,60,,47,9.0,3.0,,,12.0,19.7843497729948,368.7083366785396,0.4090909090909091,1.0,1.0
88,41,88Nb,-76040,100,,47,9.0,3.0,,,12.0,19.7843497729948,368.7083366785396,0.4090909090909091,1.0,1.0
90,41,90Nb,-82662,3,,49,9.0,1.0,,,10.0,20.08298850246508,365.9566793782527,0.7111111111111111,1.0,1.0
105,41,105Nb,-69916,4,0.1281,64,9.0,14.0,,,23.0,22.25663649191485,347.62746520705116,5.038095238095238,1.0,0.0
106,41,106Nb,-65997.9,1.5,,65,9.0,15.0,,,24.0,22.397725109111345,346.5308413107794,5.433962264150943,1.0,1.0
104,41,104Nb,-71811,1.8,0.0087,63,9.0,13.0,,,22.0,22.115099254715485,348.73810363205195,4.653846153846154,1.0,1.0
106,41,106Nb,-66100.0,  50.0,,65,9.0,15.0,,,24.0,22.397725109111345,346.5308413107794,5.433962264150943,1.0,1.0
90,41,90Nb,-80782,3,,49,9.0,1.0,,,10.0,20.08298850246508,365.9566793782527,0.7111111111111111,1.0,1.0
90,41,90Nb,-82491,3,,49,9.0,1.0,,,10.0,20.08298850246508,365.9566793782527,0.7111111111111111,1.0,1.0
104,41,104Nb,-71801.2,1.9,,63,9.0,13.0,,,22.0,22.115099254715485,348.73810363205195,4.653846153846154,1.0,1.0
95,41,95Nb,-86550.6,0.5,0.23569,54,9.0,4.0,,,13.0,20.820080460021323,359.42033636247345,1.7789473684210526,1.0,0.0
89,41,89Nb,-80626,24,0.035,48,9.0,2.0,,,11.0,19.93394876854618,367.32220202714313,0.550561797752809,1.0,0.0
93,41,93Nb,-87212.8,1.5,,52,9.0,2.0,,,11.0,20.526833787405323,361.97857431553484,1.3010752688172043,1.0,0.0
95,41,95Nb,-86786.3,0.5,,54,9.0,4.0,,,13.0,20.820080460021323,359.42033636247345,1.7789473684210526,1.0,0.0
92,41,92Nb,-84250,1.8,,51,9.0,1.0,,,10.0,20.379423055219398,363.28536750608504,1.0869565217391304,1.0,1.0
87,41,87Nb,-73874,7,0.0039,46,9.0,4.0,,,13.0,19.63418302571681,370.1156340479951,0.28735632183908044,1.0,0.0
87,41,87Nb,-73870,7,,46,9.0,4.0,,,13.0,19.63418302571681,370.1156340479951,0.28735632183908044,1.0,0.0
93,41,93Nb,-79753,17,,52,9.0,2.0,,,11.0,20.526833787405323,361.97857431553484,1.3010752688172043,1.0,0.0
89,41,89Nb,-80630.0,  40.0,,48,9.0,2.0,,,11.0,19.93394876854618,367.32220202714313,0.550561797752809,1.0,0.0
114,42,114Mo,-49680.0, 300.0,,72,8.0,10.0,,,18.0,23.510935004498354,355.13886033110686,7.894736842105263,0.0,0.0
99,42,99Mo,-85872.33,0.23,0.097785,57,8.0,7.0,,,15.0,21.400477469184917,372.2386081003681,2.272727272727273,0.0,1.0
82,42,82Mo,-40370.0, 400.0,,40,8.0,10.0,,,18.0,18.874519380186243,396.3649069839112,0.04878048780487805,0.0,0.0
99,42,99Mo,-85970.11,0.23,,57,8.0,7.0,,,15.0,21.400477469184917,372.2386081003681,2.272727272727273,0.0,1.0
99,42,99Mo,-85286.01,0.3,,57,8.0,7.0,,,15.0,21.400477469184917,372.2386081003681,2.272727272727273,0.0,1.0
89,42,89Mo,-74628,4,0.1188,47,8.0,3.0,,,11.0,19.93394876854618,385.6883121285003,0.2808988764044944,0.0,1.0
102,42,102Mo,-83561,8,0.29661000000000004,60,8.0,10.0,,,18.0,21.830655745813875,368.552835238152,3.176470588235294,0.0,0.0
83,42,83Mo,-46340.0, 400.0,,41,8.0,9.0,,,17.0,19.027660542766455,394.7666440318535,0.012048192771084338,0.0,1.0
89,42,89Mo,-75015,4,,47,8.0,3.0,,,11.0,19.93394876854618,385.6883121285003,0.2808988764044944,0.0,1.0
112,42,112Mo,-57480.0, 200.0,,70,8.0,12.0,,,20.0,23.235142934254814,357.24032261416784,7.0,0.0,0.0
93,42,93Mo,-77112,17,0.94328,51,8.0,1.0,,,9.0,20.526833787405323,380.07750303131155,0.8709677419354839,0.0,1.0
92,42,92Mo,-84048.07,0.21,1.50951,50,8.0,0.0,,,8.0,20.379423055219398,381.44963588138927,0.6956521739130435,0.0,0.0
93,42,93Mo,-84382.13,0.18,,51,8.0,1.0,,,9.0,20.526833787405323,380.07750303131155,0.8709677419354839,0.0,1.0
104,42,104Mo,-80344,9,0.19219,62,8.0,12.0,,,20.0,22.115099254715485,366.1750088136546,3.8461538461538463,0.0,0.0
92,42,92Mo,-86808.59,0.16,,50,8.0,0.0,,,8.0,20.379423055219398,381.44963588138927,0.6956521739130435,0.0,0.0
84,42,84Mo,-54170.0, 300.0,0.44389999999999996,42,8.0,8.0,,,16.0,19.180187896644355,393.19385188120935,0.0,0.0,0.0
111,42,111Mo,-59940,13,,69,8.0,13.0,,,21.0,23.09663188088886,358.3099108008165,6.5675675675675675,0.0,1.0
111,42,111Mo,-59840.0,  50.0,,69,8.0,13.0,,,21.0,23.09663188088886,358.3099108008165,6.5675675675675675,0.0,1.0
108,42,108Mo,-70749,9,0.19279,66,8.0,16.0,,,24.0,22.678578898107713,361.5973413198286,5.333333333333333,0.0,0.0
93,42,93Mo,-86807.08,0.18,,51,8.0,1.0,,,9.0,20.526833787405323,380.07750303131155,0.8709677419354839,0.0,1.0
113,42,113Mo,-52650.0, 300.0,,71,8.0,11.0,,,19.0,23.373242358808824,356.18339240591865,7.442477876106195,0.0,1.0
98,42,98Mo,-88115.98,0.17,0.73475,56,8.0,6.0,,,14.0,21.256122803129635,373.50044354070656,2.0,0.0,0.0
106,42,106Mo,-76128,9,0.171549,64,8.0,14.0,,,22.0,22.397725109111345,363.8573833763184,4.566037735849057,0.0,0.0
100,42,100Mo,-86193,0.3,0.53559,58,8.0,8.0,,,16.0,21.544346900318832,370.9936536234904,2.56,0.0,0.0
96,42,96Mo,-88794.89,0.12,0.778237,54,8.0,4.0,,,12.0,20.965931153671168,376.07639006897665,1.5,0.0,0.0
90,42,90Mo,-80173,3,0.94802,48,8.0,2.0,,,10.0,20.08298850246508,384.25451334716536,0.4,0.0,0.0
91,42,91Mo,-81556,6,0.65301,49,8.0,1.0,,,9.0,20.231477245126285,382.84180017700515,0.5384615384615384,0.0,1.0
109,42,109Mo,-66589,11,0.0697,67,8.0,15.0,,,23.0,22.818354974292443,360.48814005258345,5.73394495412844,0.0,1.0
86,42,86Mo,-64110.9,2.9,0.5666,44,8.0,6.0,,,14.0,19.483439808463515,390.12189942063003,0.046511627906976744,0.0,0.0
90,42,90Mo,-77298,3,,48,8.0,2.0,,,10.0,20.08298850246508,384.25451334716536,0.4,0.0,0.0
103,42,103Mo,-80954,9,0.10256100000000001,61,8.0,11.0,,,19.0,21.973107636570674,367.3562267007253,3.504854368932039,0.0,1.0
95,42,95Mo,-87711.87,0.12,0.0593,53,8.0,3.0,,,11.0,20.820080460021323,377.3913531805971,1.2736842105263158,0.0,1.0
117,42,117Mo,-35690.0, 500.0,,75,8.0,7.0,,,15.0,23.92161929806432,352.07716607920315,9.307692307692308,0.0,1.0
105,42,105Mo,-77331,9,0.09484999999999999,63,8.0,13.0,,,21.0,22.25663649191485,365.0088384674037,4.2,0.0,1.0
81,42,81Mo,-31460.0, 500.0,,39,8.0,11.0,,,19.0,18.720754407467133,397.9893714772644,0.1111111111111111,0.0,1.0
101,42,101Mo,-83520,0.3,0.013497,59,8.0,9.0,,,17.0,21.68773755577532,369.7651888222288,2.8613861386138613,0.0,1.0
101,42,101Mo,-83506.5,0.3,,59,8.0,9.0,,,17.0,21.68773755577532,369.7651888222288,2.8613861386138613,0.0,1.0
118,42,118Mo,-32370.0, 500.0,,76,8.0,6.0,,,14.0,24.057731387639894,351.07977499589754,9.796610169491526,0.0,0.0
101,42,101Mo,-83463,0.3,,59,8.0,9.0,,,17.0,21.68773755577532,369.7651888222288,2.8613861386138613,0.0,1.0
109,42,109Mo,-66659,11,,67,8.0,15.0,,,23.0,22.818354974292443,360.48814005258345,5.73394495412844,0.0,1.0
107,42,107Mo,-72480,9,0.0654,65,8.0,15.0,,,23.0,22.538370740628164,362.7203216388944,4.94392523364486,0.0,1.0
87,42,87Mo,-66884.8,2.9,0.03156,45,8.0,5.0,,,13.0,19.63418302571681,388.6214157503949,0.10344827586206896,0.0,1.0
85,42,85Mo,-57510,16,,43,8.0,7.0,,,15.0,19.3321111659706,391.64582856236916,0.011764705882352941,0.0,1.0
107,42,107Mo,-72545,9,,65,8.0,15.0,,,23.0,22.538370740628164,362.7203216388944,4.94392523364486,0.0,1.0
119,42,119Mo,-26580.0, 300.0,,77,8.0,5.0,,,13.0,24.193459516997326,350.0935906577261,10.294117647058824,0.0,1.0
110,42,110Mo,-64536,24,0.21377000000000002,68,8.0,14.0,,,22.0,22.957704246655545,359.39242466128053,6.1454545454545455,0.0,0.0
88,42,88Mo,-72687,4,0.74054,46,8.0,4.0,,,12.0,19.7843497729948,387.14375351246656,0.18181818181818182,0.0,0.0
115,42,115Mo,-44550.0, 400.0,,73,8.0,9.0,,,17.0,23.648225622144295,354.1064740985434,8.356521739130434,0.0,1.0
116,42,116Mo,-41210.0, 500.0,,74,8.0,8.0,,,16.0,23.785118866310174,353.08598868781144,8.827586206896552,0.0,0.0
94,42,94Mo,-88414.08,0.14,0.8710979999999999,52,8.0,2.0,,,10.0,20.673717099616514,378.72490261212386,1.0638297872340425,0.0,0.0
91,42,91Mo,-82209,6,,49,8.0,1.0,,,9.0,20.231477245126285,382.84180017700515,0.5384615384615384,0.0,1.0
97,42,97Mo,-87544.7,0.16,0.275,55,8.0,5.0,,,13.0,21.111276288848163,374.7795646329541,1.7422680412371134,0.0,1.0
91,43,91Tc,-75847.4,2.4,0.1393,48,7.0,2.0,,,9.0,20.231477245126285,401.5170099417371,0.27472527472527475,1.0,0.0
91,43,91Tc,-75986.7,2.4,,48,7.0,2.0,,,9.0,20.231477245126285,401.5170099417371,0.27472527472527475,1.0,0.0
101,43,101Tc,-86137,24,0.00932,58,7.0,8.0,,,15.0,21.68773755577532,387.80251510624,2.227722772277228,1.0,0.0
99,43,99Tc,-87327.9,0.9,0.140511,56,7.0,6.0,,,13.0,21.400477469184917,390.3965889833128,1.707070707070707,1.0,0.0
92,43,92Tc,-78397,3,0.21375,49,7.0,1.0,,,8.0,20.379423055219398,400.0569351926765,0.391304347826087,1.0,1.0
92,43,92Tc,-78215,3,,49,7.0,1.0,,,8.0,20.379423055219398,400.0569351926765,0.391304347826087,1.0,1.0
101,43,101Tc,-86345,24,,58,7.0,8.0,,,15.0,21.68773755577532,387.80251510624,2.227722772277228,1.0,0.0
100,43,100Tc,-85820.3,1.4,0.17215,57,7.0,7.0,,,14.0,21.544346900318832,389.0909050197582,1.96,1.0,1.0
111,43,111Tc,-69025,11,0.0673,68,7.0,14.0,,,21.0,23.09663188088886,375.7884430350027,5.63063063063063,1.0,0.0
100,43,100Tc,-85777.1,1.4,,57,7.0,7.0,,,14.0,21.544346900318832,389.0909050197582,1.96,1.0,1.0
99,43,99Tc,-87185.2,0.9,,56,7.0,6.0,,,13.0,21.400477469184917,390.3965889833128,1.707070707070707,1.0,0.0
92,43,92Tc,-78656,3,,49,7.0,1.0,,,8.0,20.379423055219398,400.0569351926765,0.391304347826087,1.0,1.0
92,43,92Tc,-78926,3,,49,7.0,1.0,,,8.0,20.379423055219398,400.0569351926765,0.391304347826087,1.0,1.0
89,43,89Tc,-67332,4,0.0626,46,7.0,4.0,,,11.0,19.93394876854618,404.5023761347686,0.10112359550561797,1.0,0.0
90,43,90Tc,-70724.7,1,0.1037,47,7.0,3.0,,,10.0,20.08298850246508,402.9986359494661,0.17777777777777778,1.0,1.0
89,43,89Tc,-67395,4,,46,7.0,4.0,,,11.0,19.93394876854618,404.5023761347686,0.10112359550561797,1.0,0.0
110,43,110Tc,-71035,9,0.0395,67,7.0,15.0,,,22.0,22.957704246655545,376.92376244963566,5.236363636363636,1.0,1.0
105,43,105Tc,-82290,40,0.07692,62,7.0,12.0,,,19.0,22.25663649191485,382.8141476609356,3.4380952380952383,1.0,0.0
100,43,100Tc,-86021,1.4,,57,7.0,7.0,,,14.0,21.544346900318832,389.0909050197582,1.96,1.0,1.0
95,43,95Tc,-85982,5,0.03890999999999999,52,7.0,2.0,,,9.0,20.820080460021323,395.80068748208964,0.8526315789473684,1.0,0.0
97,43,97Tc,-87224,4,0.09656999999999999,54,7.0,4.0,,,11.0,21.111276288848163,393.0614946150494,1.2474226804123711,1.0,0.0
88,43,88Tc,-61575,4,,45,7.0,5.0,,,12.0,19.7843497729948,406.0288146594161,0.045454545454545456,1.0,1.0
88,43,88Tc,-61600,5,,45,7.0,5.0,,,12.0,19.7843497729948,406.0288146594161,0.045454545454545456,1.0,1.0
88,43,88Tc,-61670,4,,45,7.0,5.0,,,12.0,19.7843497729948,406.0288146594161,0.045454545454545456,1.0,1.0
85,43,85Tc,-45850.0, 400.0,,42,7.0,8.0,,,15.0,19.3321111659706,410.7505031263872,0.011764705882352941,1.0,0.0
94,43,94Tc,-84158,4,0.076,51,7.0,1.0,,,8.0,20.673717099616514,397.1992881053982,0.6808510638297872,1.0,1.0
94,43,94Tc,-84082,5,,51,7.0,1.0,,,8.0,20.673717099616514,397.1992881053982,0.6808510638297872,1.0,1.0
120,43,120Tc,-35000.0, 500.0,,77,7.0,5.0,,,12.0,24.328807982293597,366.14856013351874,9.633333333333333,1.0,1.0
115,43,115Tc,-55800.0, 200.0,,72,7.0,10.0,,,17.0,23.648225622144295,371.37996063993575,7.3130434782608695,1.0,0.0
119,43,119Tc,-40170.0, 500.0,,76,7.0,6.0,,,13.0,24.193459516997326,367.1713267873713,9.15126050420168,1.0,0.0
116,43,116Tc,-51210.0, 300.0,,73,7.0,9.0,,,16.0,23.785118866310174,370.30969545307056,7.758620689655173,1.0,1.0
107,43,107Tc,-78750,9,,64,7.0,14.0,,,21.0,22.538370740628164,380.41399586518196,4.121495327102804,1.0,0.0
87,43,87Tc,-57619,4,0.712,44,7.0,6.0,,,13.0,19.63418302571681,407.5785579821214,0.011494252873563218,1.0,0.0
87,43,87Tc,-57683,4,,44,7.0,6.0,,,13.0,19.63418302571681,407.5785579821214,0.011494252873563218,1.0,0.0
96,43,96Tc,-85788,5,0.03423,53,7.0,3.0,,,10.0,20.965931153671168,394.42157982843895,1.0416666666666667,1.0,1.0
96,43,96Tc,-85822,5,,53,7.0,3.0,,,10.0,20.965931153671168,394.42157982843895,1.0416666666666667,1.0,1.0
87,43,87Tc,-57690,4,,44,7.0,6.0,,,13.0,19.63418302571681,407.5785579821214,0.011494252873563218,1.0,0.0
86,43,86Tc,-51570.0, 300.0,0.593,43,7.0,7.0,,,14.0,19.483439808463515,409.15223597773394,0.0,1.0,1.0
86,43,86Tc,-50050.0, 300.0,,43,7.0,7.0,,,14.0,19.483439808463515,409.15223597773394,0.0,1.0,1.0
117,43,117Tc,-48140.0, 400.0,,74,7.0,8.0,,,15.0,23.92161929806432,369.25166198550573,8.213675213675213,1.0,0.0
103,43,103Tc,-84604,10,0.04586,60,7.0,10.0,,,17.0,21.973107636570674,385.27604263734605,2.8058252427184467,1.0,0.0
118,43,118Tc,-43290.0, 400.0,,75,7.0,7.0,,,14.0,24.057731387639894,368.20561767862426,8.677966101694915,1.0,1.0
107,43,107Tc,-78684,9,,64,7.0,14.0,,,21.0,22.538370740628164,380.41399586518196,4.121495327102804,1.0,0.0
107,43,107Tc,-78720,9,,64,7.0,14.0,,,21.0,22.538370740628164,380.41399586518196,4.121495327102804,1.0,0.0
106,43,106Tc,-79776,12,0.053899999999999997,63,7.0,13.0,,,20.0,22.397725109111345,381.60652402882175,3.7735849056603774,1.0,1.0
97,43,97Tc,-87127,4,,54,7.0,4.0,,,11.0,21.111276288848163,393.0614946150494,1.2474226804123711,1.0,0.0
109,43,109Tc,-74283,10,0.007,66,7.0,16.0,,,23.0,22.818354974292443,378.07292737222167,4.853211009174312,1.0,0.0
114,43,114Tc,-58437,13,,71,7.0,11.0,,,18.0,23.510935004498354,372.4627071765267,6.87719298245614,1.0,1.0
122,43,122Tc,-26310.0, 300.0,,79,7.0,3.0,,,10.0,24.598382690509563,364.1367142545925,10.62295081967213,1.0,1.0
83,43,83Tc,-31320.0, 500.0,,40,7.0,10.0,,,17.0,19.027660542766455,414.02355349682193,0.10843373493975904,1.0,0.0
112,43,112Tc,-65259,6,0.258,69,7.0,13.0,,,20.0,23.235142934254814,374.666679814859,6.035714285714286,1.0,1.0
112,43,112Tc,-64907,6,,69,7.0,13.0,,,20.0,23.235142934254814,374.666679814859,6.035714285714286,1.0,1.0
113,43,113Tc,-62812,3,0.1144,70,7.0,12.0,,,19.0,23.373242358808824,373.55819203547566,6.451327433628318,1.0,0.0
102,43,102Tc,-84573,9,,59,7.0,9.0,,,16.0,21.830655745813875,386.5310223229399,2.5098039215686274,1.0,1.0
98,43,98Tc,-86341,3,0.0218,55,7.0,5.0,,,12.0,21.256122803129635,391.7199773719605,1.469387755102041,1.0,1.0
98,43,98Tc,-86432,3,,55,7.0,5.0,,,12.0,21.256122803129635,391.7199773719605,1.469387755102041,1.0,1.0
108,43,108Tc,-75923,9,,65,7.0,15.0,,,22.0,22.678578898107713,379.23623601835686,4.481481481481482,1.0,1.0
95,43,95Tc,-86021,5,,52,7.0,2.0,,,9.0,20.820080460021323,395.80068748208964,0.8526315789473684,1.0,0.0
93,43,93Tc,-83606.1,1,0.39183999999999997,50,7.0,0.0,,,7.0,20.526833787405323,398.61786903283894,0.5268817204301075,1.0,0.0
104,43,104Tc,-82393,25,0.0697,61,7.0,11.0,,,18.0,22.115099254715485,384.03720436554016,3.1153846153846154,1.0,1.0
93,43,93Tc,-81420.9,1,,50,7.0,0.0,,,7.0,20.526833787405323,398.61786903283894,0.5268817204301075,1.0,0.0
84,43,84Tc,-37700.0, 400.0,,41,7.0,9.0,,,16.0,19.180187896644355,412.3740397778537,0.047619047619047616,1.0,1.0
104,43,104Tc,-82429,25,,61,7.0,11.0,,,18.0,22.115099254715485,384.03720436554016,3.1153846153846154,1.0,1.0
104,43,104Tc,-82499,25,,61,7.0,11.0,,,18.0,22.115099254715485,384.03720436554016,3.1153846153846154,1.0,1.0
121,43,121Tc,-31540.0, 500.0,,78,7.0,4.0,,,11.0,24.463780996262468,365.1370948698349,10.12396694214876,1.0,0.0
113,43,113Tc,-62698,3,,70,7.0,12.0,,,19.0,23.373242358808824,373.55819203547566,6.451327433628318,1.0,0.0
102,43,102Tc,-84520.0,  50.0,,59,7.0,9.0,,,16.0,21.830655745813875,386.5310223229399,2.5098039215686274,1.0,1.0
114,43,114Tc,-58600,430,,71,7.0,11.0,,,18.0,23.510935004498354,372.4627071765267,6.87719298245614,1.0,1.0
93,43,93Tc,-83214.3,1,,50,7.0,0.0,,,7.0,20.526833787405323,398.61786903283894,0.5268817204301075,1.0,0.0
90,43,90Tc,-70580.7,1.3,,47,7.0,3.0,,,10.0,20.08298850246508,402.9986359494661,0.17777777777777778,1.0,1.0
108,44,108Ru,-83661,9,0.24223,64,6.0,14.0,,,20.0,22.678578898107713,397.2951044001834,3.7037037037037037,0.0,0.0
107,44,107Ru,-83863,9,0.102681,63,6.0,13.0,,,19.0,22.538370740628164,398.52894804923824,3.3738317757009346,0.0,1.0
102,44,102Ru,-89106.4,0.4,0.4750962,58,6.0,8.0,,,14.0,21.830655745813875,404.93726148117514,1.9215686274509804,0.0,0.0
105,44,105Ru,-85934.5,2.5,0.020606000000000003,61,6.0,11.0,,,17.0,22.25663649191485,401.0433927876468,2.7523809523809524,0.0,1.0
103,44,103Ru,-87267.2,0.4,0.00281,59,6.0,9.0,,,15.0,21.973107636570674,403.6225208581721,2.1844660194174756,0.0,1.0
104,44,104Ru,-88095.8,2.5,0.35802,60,6.0,10.0,,,16.0,22.115099254715485,402.32469028770873,2.4615384615384617,0.0,0.0
103,44,103Ru,-87029,0.8,,59,6.0,9.0,,,15.0,21.973107636570674,403.6225208581721,2.1844660194174756,0.0,1.0
106,44,106Ru,-86323,5,0.27007,62,6.0,12.0,,,18.0,22.397725109111345,399.77826326828944,3.056603773584906,0.0,0.0
90,44,90Ru,-64884,4,0.7381,46,6.0,4.0,,,10.0,20.08298850246508,422.18904718515495,0.044444444444444446,0.0,0.0
101,44,101Ru,-87430.5,0.4,0.127229,57,6.0,7.0,,,13.0,21.68773755577532,406.26930153987047,1.6732673267326732,0.0,1.0
86,44,86Ru,-39770.0, 400.0,,42,6.0,8.0,,,14.0,19.483439808463515,428.63567578619745,0.046511627906976744,0.0,0.0
117,44,117Ru,-59490,430,0.0577,73,6.0,9.0,,,15.0,23.92161929806432,386.835074461006,7.188034188034188,0.0,1.0
117,44,117Ru,-59310,430,,73,6.0,9.0,,,15.0,23.92161929806432,386.835074461006,7.188034188034188,0.0,1.0
109,44,109Ru,-80738,9,0.06875,65,6.0,15.0,,,21.0,22.818354974292443,396.0764001042322,4.045871559633028,0.0,1.0
118,44,118Ru,-57000.0, 200.0,0.3276,74,6.0,8.0,,,14.0,24.057731387639894,385.7392185204635,7.627118644067797,0.0,0.0
95,44,95Ru,-83458,10,0.7877000000000001,51,6.0,1.0,,,7.0,20.820080460021323,414.6483392669511,0.5157894736842106,0.0,1.0
87,44,87Ru,-45730.0, 400.0,,43,6.0,7.0,,,13.0,19.63418302571681,426.9870607431748,0.011494252873563218,0.0,1.0
119,44,119Ru,-52080.0, 300.0,0.1363,75,6.0,7.0,,,13.0,24.193459516997326,384.655675682008,8.07563025210084,0.0,1.0
119,44,119Ru,-51850.0, 300.0,,75,6.0,7.0,,,13.0,24.193459516997326,384.655675682008,8.07563025210084,0.0,1.0
