Z,N,A,MthFL,FirstExc,DeltaZ,DeltaN,DeltaSum,A^2/3,Z(Z-1)/A^1/3,(N-Z)^2/A,ZEO,NEO
38,46,84,-81.47,793.22,10.0,4.0,14.0,19.180187896644355,321.03981169859486,0.7619047619047619,0.0,0.0
38,47,85,-82.18,231.79,10.0,3.0,13.0,19.3321111659706,319.775862345349,0.9529411764705882,0.0,1.0
38,48,86,-85.55,1076.68,10.0,2.0,12.0,19.483439808463515,318.5315857058106,1.1627906976744187,0.0,0.0
38,49,87,-85.48,388.5287,10.0,1.0,11.0,19.63418302571681,317.30645211675676,1.3908045977011494,0.0,1.0
38,50,88,-87.89,1836.09,10.0,0.0,10.0,19.7843497729948,316.0999520548943,1.6363636363636365,0.0,0.0
38,51,89,-85.73,1032.0,10.0,1.0,11.0,19.93394876854618,314.9115951525386,1.898876404494382,0.0,1.0
38,52,90,-85.52,831.68,10.0,2.0,12.0,20.08298850246508,313.7409092718435,2.1777777777777776,0.0,0.0
38,53,91,-82.41,93.62799999999999,10.0,3.0,13.0,20.231477245126285,312.5874396334897,2.4725274725274726,0.0,1.0
38,54,92,-81.36,814.98,10.0,4.0,14.0,20.379423055219398,311.45074799607045,2.782608695652174,0.0,0.0
38,55,93,-78.08,213.43099999999998,10.0,5.0,15.0,20.526833787405323,310.3304118827085,3.10752688172043,0.0,1.0
38,56,94,-77.21,836.9,10.0,6.0,16.0,20.673717099616514,309.22602385171086,3.4468085106382977,0.0,0.0
38,57,95,-73.68,352.02,10.0,7.0,17.0,20.820080460021323,308.13719080831567,3.8,0.0,1.0
38,58,96,-72.56,814.93,10.0,8.0,18.0,20.965931153671168,307.06353335480907,4.166666666666667,0.0,0.0
38,59,97,-68.91,167.13,10.0,9.0,19.0,21.111276288848163,306.0046851765003,4.546391752577319,0.0,1.0
38,60,98,-67.42,144.7,10.0,10.0,20.0,21.256122803129635,304.9602924612273,4.938775510204081,0.0,0.0
38,61,99,-63.16,90.8,10.0,11.0,21.0,21.400477469184917,303.93001335024246,5.343434343434343,0.0,1.0
38,62,100,-60.92,129.18,10.0,12.0,22.0,21.544346900318832,302.9135174184829,5.76,0.0,0.0
38,63,101,-56.13,111.6,10.0,13.0,23.0,21.68773755577532,301.91048518237733,6.188118811881188,0.0,1.0
38,64,102,-53.33,126.0,10.0,14.0,24.0,21.830655745813875,300.9206076334737,6.627450980392157,0.0,0.0
39,40,79,-58.21,184.0,11.0,10.0,21.0,18.41131157020244,345.3868828739244,0.012658227848101266,1.0,0.0
39,41,80,-61.19,228.5,11.0,9.0,20.0,18.566355334451114,343.94173257070696,0.05,1.0,1.0
39,42,81,-65.96,113.28,11.0,8.0,19.0,18.720754407467133,342.5204695292136,0.1111111111111111,1.0,0.0
39,43,82,-68.14,142.34,11.0,7.0,18.0,18.874519380186243,341.12241123702466,0.1951219512195122,1.0,1.0
39,44,83,-72.67,62.04,11.0,6.0,17.0,19.027660542766455,339.74690270337214,0.30120481927710846,1.0,0.0
39,45,84,-74.75,16.8,11.0,5.0,16.0,19.180187896644355,338.39331503365406,0.42857142857142855,1.0,1.0
39,46,85,-78.96,19.68,11.0,4.0,15.0,19.3321111659706,337.06104409374626,0.5764705882352941,1.0,0.0
39,47,86,-80.46,208.04,11.0,3.0,14.0,19.483439808463515,335.749509257476,0.7441860465116279,1.0,1.0
39,48,87,-84.06,380.82,11.0,2.0,13.0,19.63418302571681,334.45815223117603,0.9310344827586207,1.0,0.0
39,49,88,-84.8,231.92700000000002,11.0,1.0,12.0,19.7843497729948,333.18643594975345,1.1363636363636365,1.0,1.0
39,50,89,-87.4,908.97,11.0,0.0,11.0,19.93394876854618,331.9338435391623,1.3595505617977528,1.0,0.0
39,51,90,-86.03,202.49599999999998,11.0,1.0,12.0,20.08298850246508,330.6998773405918,1.6,1.0,1.0
39,52,91,-85.96,555.58,11.0,2.0,13.0,20.231477245126285,329.4840579920567,1.8571428571428572,1.0,0.0
39,54,93,-82.6,590.22,11.0,4.0,15.0,20.526833787405323,327.1050287412333,2.4193548387096775,1.0,0.0
39,55,94,-80.05,432.3,11.0,5.0,16.0,20.673717099616514,325.94094405991143,2.723404255319149,1.0,1.0
39,56,95,-79.4,685.9,11.0,6.0,17.0,20.820080460021323,324.7932551763327,3.042105263157895,1.0,0.0
39,57,96,-76.65,122.29700000000001,11.0,7.0,18.0,20.965931153671168,323.66156218479875,3.375,1.0,1.0
39,58,97,-75.68,667.52,11.0,8.0,19.0,21.111276288848163,322.5454789698246,3.7216494845360826,1.0,0.0
39,59,98,-72.77,119.353,11.0,9.0,20.0,21.256122803129635,321.44463259426664,4.081632653061225,1.0,1.0
39,60,99,-71.41,125.12200000000001,11.0,10.0,21.0,21.400477469184917,320.35866272052584,4.454545454545454,1.0,0.0
39,61,100,-67.89,10.7,11.0,11.0,22.0,21.544346900318832,319.2872210627252,4.84,1.0,1.0
39,62,101,-65.81,128.31,11.0,12.0,23.0,21.68773755577532,318.2299708679112,5.237623762376238,1.0,0.0
40,40,80,-54.44,288.9,10.0,10.0,20.0,18.566355334451114,362.0439290217968,0.0,0.0,0.0
40,42,82,-63.23,407.0,10.0,8.0,18.0,18.874519380186243,359.07622235476276,0.04878048780487805,0.0,0.0
40,43,83,-65.93,52.72,10.0,7.0,17.0,19.027660542766455,357.6283186351286,0.10843373493975904,0.0,1.0
40,44,84,-71.37,539.92,10.0,6.0,16.0,19.180187896644355,356.20348950910954,0.19047619047619047,0.0,0.0
40,45,85,-73.58,50.12,10.0,5.0,15.0,19.3321111659706,354.8010990460487,0.29411764705882354,0.0,1.0
40,46,86,-78.65,751.75,10.0,4.0,14.0,19.483439808463515,353.4205360605011,0.4186046511627907,0.0,0.0
40,47,87,-80.34,200.91,10.0,3.0,13.0,19.63418302571681,352.06121287492215,0.5632183908045977,0.0,1.0
40,48,88,-84.76,1057.03,10.0,2.0,12.0,19.7843497729948,350.7225641576352,0.7272727272727273,0.0,0.0
40,49,89,-85.78,587.82,10.0,1.0,11.0,19.93394876854618,349.40404583069716,0.9101123595505618,0.0,1.0
40,50,90,-89.15,1760.74,10.0,0.0,10.0,20.08298850246508,348.1051340427282,1.1111111111111112,0.0,0.0
40,51,91,-87.92,1204.81,10.0,1.0,11.0,20.231477245126285,346.82532420216495,1.3296703296703296,0.0,1.0
40,52,92,-88.69,934.51,10.0,2.0,12.0,20.379423055219398,345.56413006676377,1.565217391304348,0.0,0.0
40,53,93,-86.46,266.82,10.0,3.0,13.0,20.526833787405323,344.3210828855087,1.8172043010752688,0.0,1.0
40,54,94,-86.08,918.75,10.0,4.0,14.0,20.673717099616514,343.0957305893805,2.0851063829787235,0.0,0.0
40,55,95,-83.87,953.97,10.0,5.0,15.0,20.820080460021323,341.88763702771865,2.3684210526315788,0.0,1.0
40,56,96,-83.91,1581.64,10.0,6.0,16.0,20.965931153671168,340.6963812471566,2.6666666666666665,0.0,0.0
40,57,97,-81.09,1103.13,10.0,7.0,17.0,21.111276288848163,339.5215568103417,2.979381443298969,0.0,1.0
40,58,98,-80.72,854.06,10.0,8.0,18.0,21.256122803129635,338.3627711518596,3.306122448979592,0.0,0.0
40,59,99,-77.85,121.74,10.0,9.0,19.0,21.400477469184917,337.21964496897454,3.6464646464646466,0.0,1.0
40,60,100,-77.24,212.61,10.0,10.0,20.0,21.544346900318832,336.0918116449739,4.0,0.0,0.0
40,61,101,-73.89,98.16,10.0,11.0,21.0,21.68773755577532,334.97891670306444,4.366336633663367,0.0,1.0
40,62,102,-72.53,151.78,10.0,12.0,22.0,21.830655745813875,333.8806172889182,4.745098039215686,0.0,0.0
40,63,103,-68.58,109.1,10.0,13.0,23.0,21.973107636570674,332.7965816800996,5.135922330097087,0.0,1.0
40,64,104,-66.66,139.3,10.0,14.0,24.0,22.115099254715485,331.72648882073236,5.538461538461538,0.0,0.0
40,65,105,-62.28,124.0,10.0,15.0,25.0,22.25663649191485,330.6700278798779,5.9523809523809526,0.0,1.0
40,66,106,-59.9,152.1,10.0,16.0,26.0,22.397725109111345,329.6268978322048,6.377358490566038,0.0,0.0
40,68,108,-52.46,174.3,10.0,14.0,24.0,22.678578898107713,327.579472972667,7.2592592592592595,0.0,0.0
41,41,82,-50.83,418.0,9.0,9.0,18.0,18.874519380186243,377.49038760372497,0.0,1.0,1.0
41,42,83,-57.21,129.52,9.0,8.0,17.0,19.027660542766455,375.968232411289,0.012048192771084338,1.0,0.0
41,43,84,-60.96,48.0,9.0,7.0,16.0,19.180187896644355,374.4703351249613,0.047619047619047616,1.0,1.0
41,46,87,-74.6,3.9,9.0,4.0,13.0,19.63418302571681,370.1156340479951,0.28735632183908044,1.0,0.0
41,48,89,-81.7,35.0,9.0,2.0,11.0,19.93394876854618,367.32220202714313,0.550561797752809,1.0,0.0
41,49,90,-83.48,122.37,9.0,1.0,10.0,20.08298850246508,365.9566793782527,0.7111111111111111,1.0,1.0
41,50,91,-87.09,104.6,9.0,0.0,9.0,20.231477245126285,364.6112382638144,0.8901098901098901,1.0,0.0
41,51,92,-86.59,135.5,9.0,1.0,10.0,20.379423055219398,363.28536750608504,1.0869565217391304,1.0,1.0
41,52,93,-87.57,30.77,9.0,2.0,11.0,20.526833787405323,361.97857431553484,1.3010752688172043,1.0,0.0
41,53,94,-86.12,40.891999999999996,9.0,3.0,12.0,20.673717099616514,360.69038344011796,1.5319148936170213,1.0,1.0
41,54,95,-86.16,235.69,9.0,4.0,13.0,20.820080460021323,359.42033636247345,1.7789473684210526,1.0,0.0
41,55,96,-84.49,44.19,9.0,5.0,14.0,20.965931153671168,358.16799054188255,2.0416666666666665,1.0,1.0
41,56,97,-84.57,743.35,9.0,6.0,15.0,21.111276288848163,356.93291869805154,2.3195876288659796,1.0,0.0
41,57,98,-82.59,84.0,9.0,7.0,16.0,21.256122803129635,355.71470813400623,2.6122448979591835,1.0,1.0
41,58,99,-82.41,365.27,9.0,8.0,17.0,21.400477469184917,354.5129600955886,2.919191919191919,1.0,0.0
41,59,100,-79.82,67.4,9.0,9.0,18.0,21.544346900318832,353.327289165229,3.24,1.0,1.0
41,60,101,-79.4,119.41,9.0,10.0,19.0,21.68773755577532,352.157322687837,3.5742574257425743,1.0,0.0
41,62,103,-75.59,126.42,9.0,12.0,21.0,21.973107636570674,349.86307304830984,4.281553398058253,1.0,0.0
41,63,104,-72.36,8.7,9.0,13.0,22.0,22.115099254715485,348.73810363205195,4.653846153846154,1.0,1.0
41,64,105,-70.48,128.1,9.0,14.0,23.0,22.25663649191485,347.62746520705116,5.038095238095238,1.0,0.0
41,65,106,-66.64,107.9,9.0,15.0,24.0,22.397725109111345,346.5308413107794,5.433962264150943,1.0,1.0
41,67,108,-60.38,64.3,9.0,15.0,24.0,22.678578898107713,344.3784203045987,6.2592592592592595,1.0,1.0
41,68,109,-57.79,116.7,9.0,14.0,23.0,22.818354974292443,343.32203814531755,6.6880733944954125,1.0,0.0
42,42,84,-53.47,443.9,8.0,8.0,16.0,19.180187896644355,393.19385188120935,0.0,0.0,0.0
42,44,86,-63.91,566.6,8.0,6.0,14.0,19.483439808463515,390.12189942063003,0.046511627906976744,0.0,0.0
42,45,87,-67.04,31.56,8.0,5.0,13.0,19.63418302571681,388.6214157503949,0.10344827586206896,0.0,1.0
42,46,88,-72.94,740.54,8.0,4.0,12.0,19.7843497729948,387.14375351246656,0.18181818181818182,0.0,0.0
42,47,89,-75.63,118.8,8.0,3.0,11.0,19.93394876854618,385.6883121285003,0.2808988764044944,0.0,1.0
42,48,90,-81.05,948.02,8.0,2.0,10.0,20.08298850246508,384.25451334716536,0.4,0.0,0.0
42,49,91,-83.0,653.01,8.0,1.0,9.0,20.231477245126285,382.84180017700515,0.5384615384615384,0.0,1.0
42,50,92,-87.46,1509.51,8.0,0.0,8.0,20.379423055219398,381.44963588138927,0.6956521739130435,0.0,0.0
42,51,93,-87.22,943.28,8.0,1.0,9.0,20.526833787405323,380.07750303131155,0.8709677419354839,0.0,1.0
42,52,94,-88.94,871.0980000000001,8.0,2.0,10.0,20.673717099616514,378.72490261212386,1.0638297872340425,0.0,0.0
42,53,95,-87.68,59.3,8.0,3.0,11.0,20.820080460021323,377.3913531805971,1.2736842105263158,0.0,1.0
42,54,96,-88.36,778.237,8.0,4.0,12.0,20.965931153671168,376.07639006897665,1.5,0.0,0.0
42,55,97,-86.92,275.0,8.0,5.0,13.0,21.111276288848163,374.7795646329541,1.7422680412371134,0.0,1.0
42,56,98,-87.64,734.75,8.0,6.0,14.0,21.256122803129635,373.50044354070656,2.0,0.0,0.0
42,57,99,-85.61,97.785,8.0,7.0,15.0,21.400477469184917,372.2386081003681,2.272727272727273,0.0,1.0
42,58,100,-85.94,535.59,8.0,8.0,16.0,21.544346900318832,370.9936536234904,2.56,0.0,0.0
42,59,101,-83.71,13.497,8.0,9.0,17.0,21.68773755577532,369.7651888222288,2.8613861386138613,0.0,1.0
42,60,102,-83.78,296.61,8.0,10.0,18.0,21.830655745813875,368.552835238152,3.176470588235294,0.0,0.0
42,61,103,-81.23,102.561,8.0,11.0,19.0,21.973107636570674,367.3562267007253,3.504854368932039,0.0,1.0
42,62,104,-80.69,192.19,8.0,12.0,20.0,22.115099254715485,366.1750088136546,3.8461538461538463,0.0,0.0
42,63,105,-77.35,94.85,8.0,13.0,21.0,22.25663649191485,365.0088384674037,4.2,0.0,1.0
42,64,106,-76.23,171.549,8.0,14.0,22.0,22.397725109111345,363.8573833763184,4.566037735849057,0.0,0.0
42,65,107,-72.66,65.4,8.0,15.0,23.0,22.538370740628164,362.7203216388944,4.94392523364486,0.0,1.0
42,66,108,-71.12,192.79,8.0,16.0,24.0,22.678578898107713,361.5973413198286,5.333333333333333,0.0,0.0
42,67,109,-67.11,69.7,8.0,15.0,23.0,22.818354974292443,360.48814005258345,5.73394495412844,0.0,1.0
42,68,110,-65.34,213.77,8.0,14.0,22.0,22.957704246655545,359.39242466128053,6.1454545454545455,0.0,0.0
43,43,86,-50.78,593.0,7.0,7.0,14.0,19.483439808463515,409.15223597773394,0.0,1.0,1.0
43,44,87,-57.79,712.0,7.0,6.0,13.0,19.63418302571681,407.5785579821214,0.011494252873563218,1.0,0.0
43,46,89,-67.72,62.6,7.0,4.0,11.0,19.93394876854618,404.5023761347686,0.10112359550561797,1.0,0.0
43,47,90,-71.17,103.7,7.0,3.0,10.0,20.08298850246508,402.9986359494661,0.17777777777777778,1.0,1.0
43,48,91,-76.77,139.3,7.0,2.0,9.0,20.231477245126285,401.5170099417371,0.27472527472527475,1.0,0.0
43,49,92,-79.53,213.75,7.0,1.0,8.0,20.379423055219398,400.0569351926765,0.391304347826087,1.0,1.0
43,50,93,-84.15,391.84,7.0,0.0,7.0,20.526833787405323,398.61786903283894,0.5268817204301075,1.0,0.0
43,51,94,-84.58,76.0,7.0,1.0,8.0,20.673717099616514,397.1992881053982,0.6808510638297872,1.0,1.0
43,52,95,-86.47,38.91,7.0,2.0,9.0,20.820080460021323,395.80068748208964,0.8526315789473684,1.0,0.0
43,53,96,-85.45,34.23,7.0,3.0,10.0,20.965931153671168,394.42157982843895,1.0416666666666667,1.0,1.0
43,54,97,-86.96,96.57,7.0,4.0,11.0,21.111276288848163,393.0614946150494,1.2474226804123711,1.0,0.0
43,55,98,-86.3,21.8,7.0,5.0,12.0,21.256122803129635,391.7199773719605,1.469387755102041,1.0,1.0
43,56,99,-87.16,140.511,7.0,6.0,13.0,21.400477469184917,390.3965889833128,1.707070707070707,1.0,0.0
43,57,100,-85.8,172.15,7.0,7.0,14.0,21.544346900318832,389.0909050197582,1.96,1.0,1.0
43,58,101,-86.28,9.32,7.0,8.0,15.0,21.68773755577532,387.80251510624,2.227722772277228,1.0,0.0
43,60,103,-84.64,45.86,7.0,10.0,17.0,21.973107636570674,385.27604263734605,2.8058252427184467,1.0,0.0
43,61,104,-82.62,69.7,7.0,11.0,18.0,22.115099254715485,384.03720436554016,3.1153846153846154,1.0,1.0
43,62,105,-82.21,76.92,7.0,12.0,19.0,22.25663649191485,382.8141476609356,3.4380952380952383,1.0,0.0
43,63,106,-79.79,53.9,7.0,13.0,20.0,22.397725109111345,381.60652402882175,3.7735849056603774,1.0,1.0
43,66,109,-74.6,7.0,7.0,16.0,23.0,22.818354974292443,378.07292737222167,4.853211009174312,1.0,0.0
43,67,110,-71.17,39.5,7.0,15.0,22.0,22.957704246655545,376.92376244963566,5.236363636363636,1.0,1.0
43,68,111,-69.19,67.3,7.0,14.0,21.0,23.09663188088886,375.7884430350027,5.63063063063063,1.0,0.0
43,69,112,-65.58,258.0,7.0,13.0,20.0,23.235142934254814,374.666679814859,6.035714285714286,1.0,1.0
43,70,113,-63.24,114.4,7.0,12.0,19.0,23.373242358808824,373.55819203547566,6.451327433628318,1.0,0.0
44,44,88,-53.36,616.2,6.0,6.0,12.0,19.7843497729948,425.36352011938834,0.0,0.0,0.0
44,45,89,-57.43,863.7,6.0,5.0,11.0,19.93394876854618,423.76439404594805,0.011235955056179775,0.0,1.0
44,46,90,-64.86,738.1,6.0,4.0,10.0,20.08298850246508,422.18904718515495,0.044444444444444446,0.0,0.0
44,48,92,-74.97,865.7,6.0,2.0,8.0,20.379423055219398,419.10726543994684,0.17391304347826086,0.0,0.0
44,49,93,-77.88,734.4,6.0,1.0,7.0,20.526833787405323,417.599672320117,0.26881720430107525,0.0,1.0
44,50,94,-83.28,1430.71,6.0,0.0,6.0,20.673717099616514,416.11353991994093,0.3829787234042553,0.0,0.0
44,51,95,-83.92,787.7,6.0,1.0,7.0,20.820080460021323,414.6483392669511,0.5157894736842106,0.0,1.0
44,52,96,-86.59,832.56,6.0,2.0,8.0,20.965931153671168,413.2035598202694,0.6666666666666666,0.0,0.0
44,53,97,-85.7,189.22,6.0,3.0,9.0,21.111276288848163,411.7787086443375,0.8350515463917526,0.0,1.0
44,54,98,-87.66,652.46,6.0,4.0,10.0,21.256122803129635,410.37330962776815,1.0204081632653061,0.0,0.0
44,55,99,-87.0,89.57,6.0,5.0,11.0,21.400477469184917,408.986902744423,1.2222222222222223,0.0,1.0
44,56,100,-89.0,539.5103,6.0,6.0,12.0,21.544346900318832,407.61904335403244,1.44,0.0,0.0
44,57,101,-87.65,127.229,6.0,7.0,13.0,21.68773755577532,406.26930153987047,1.6732673267326732,0.0,1.0
44,58,102,-88.69,475.0962,6.0,8.0,14.0,21.830655745813875,404.93726148117514,1.9215686274509804,0.0,0.0
44,59,103,-87.12,2.81,6.0,9.0,15.0,21.973107636570674,403.6225208581721,2.1844660194174756,0.0,1.0
44,60,104,-87.83,358.02,6.0,10.0,16.0,22.115099254715485,402.32469028770873,2.4615384615384617,0.0,0.0
44,61,105,-85.94,20.605999999999998,6.0,11.0,17.0,22.25663649191485,401.0433927876468,2.7523809523809524,0.0,1.0
44,62,106,-86.14,270.07,6.0,12.0,18.0,22.397725109111345,399.77826326828944,3.056603773584906,0.0,0.0
44,63,107,-83.81,102.681,6.0,13.0,19.0,22.538370740628164,398.52894804923824,3.3738317757009346,0.0,1.0
44,64,108,-83.59,242.23,6.0,14.0,20.0,22.678578898107713,397.2951044001834,3.7037037037037037,0.0,0.0
44,65,109,-80.78,68.75,6.0,15.0,21.0,22.818354974292443,396.0764001042322,4.045871559633028,0.0,1.0
44,66,110,-80.1,240.73,6.0,16.0,22.0,22.957704246655545,394.8725130424755,4.4,0.0,0.0
44,67,111,-76.88,9.7,6.0,15.0,21.0,23.09663188088886,393.68313079857427,4.7657657657657655,0.0,1.0
44,68,112,-75.62,236.69,6.0,14.0,20.0,23.235142934254814,392.5079502822332,5.142857142857143,0.0,0.0
44,69,113,-72.1,98.4,6.0,13.0,19.0,23.373242358808824,391.3466773704983,5.530973451327434,0.0,1.0
44,70,114,-70.51,265.19,6.0,12.0,18.0,23.510935004498354,390.1990265658851,5.9298245614035086,0.0,0.0
44,71,115,-66.53,61.7,6.0,11.0,17.0,23.648225622144295,389.0647206704089,6.339130434782609,0.0,1.0
44,72,116,-64.47,292.43,6.0,10.0,16.0,23.785118866310174,387.94349047464533,6.758620689655173,0.0,0.0
44,73,117,-60.16,57.7,6.0,9.0,15.0,23.92161929806432,386.835074461006,7.188034188034188,0.0,1.0
44,74,118,-57.78,327.6,6.0,8.0,14.0,24.057731387639894,385.7392185204635,7.627118644067797,0.0,0.0
44,75,119,-53.31,136.3,6.0,7.0,13.0,24.193459516997326,384.655675682008,8.07563025210084,0.0,1.0
45,46,91,-58.43,172.9,5.0,4.0,9.0,20.231477245126285,440.2013730258247,0.01098901098901099,1.0,0.0
45,48,93,-69.61,240.1,5.0,2.0,7.0,20.526833787405323,437.0229128931457,0.0967741935483871,1.0,0.0
45,49,94,-73.31,54.6,5.0,1.0,6.0,20.673717099616514,435.46765805575217,0.1702127659574468,1.0,1.0
45,50,95,-78.87,543.3,5.0,0.0,5.0,20.820080460021323,433.93430853518134,0.2631578947368421,1.0,0.0
45,51,96,-80.1,51.98,5.0,1.0,6.0,20.965931153671168,432.4223300444679,0.375,1.0,1.0
45,52,97,-82.96,258.76,5.0,2.0,7.0,21.111276288848163,430.9312067208183,0.5051546391752577,1.0,0.0
45,53,98,-83.06,48.5,5.0,3.0,8.0,21.256122803129635,429.4604403081295,0.6530612244897959,1.0,1.0
45,54,99,-85.11,64.4,5.0,4.0,9.0,21.400477469184917,428.00954938369847,0.8181818181818182,1.0,0.0
45,55,100,-85.21,32.686,5.0,5.0,10.0,21.544346900318832,426.57806862631304,1.0,1.0,1.0
45,56,101,-87.38,157.32,5.0,6.0,11.0,21.68773755577532,425.1655481231203,1.198019801980198,1.0,0.0
45,57,102,-86.91,41.94,5.0,7.0,12.0,21.830655745813875,423.77155271285767,1.411764705882353,1.0,1.0
45,58,103,-88.07,39.753,5.0,8.0,13.0,21.973107636570674,422.3956613632033,1.6407766990291262,1.0,0.0
45,59,104,-86.82,51.42324,5.0,9.0,14.0,22.115099254715485,421.0374665801603,1.8846153846153846,1.0,1.0
45,60,105,-87.64,129.74200000000002,5.0,10.0,15.0,22.25663649191485,419.69657384753737,2.142857142857143,1.0,0.0
45,61,106,-86.32,137.0,5.0,11.0,16.0,22.397725109111345,418.3726010947215,2.4150943396226414,1.0,1.0
45,62,107,-86.74,194.048,5.0,12.0,17.0,22.538370740628164,417.0651781910633,2.7009345794392523,1.0,0.0
45,63,108,-85.0,14.54,5.0,13.0,18.0,22.678578898107713,415.7739464653082,3.0,1.0,1.0
45,64,109,-84.96,206.25,5.0,14.0,19.0,22.818354974292443,414.4985582486151,3.311926605504587,1.0,0.0
45,66,111,-82.23,211.53,5.0,16.0,21.0,23.09663188088886,411.9939740915312,3.972972972972973,1.0,0.0
45,67,112,-79.75,82.27,5.0,15.0,20.0,23.235142934254814,410.76413401629054,4.321428571428571,1.0,1.0
45,68,113,-78.67,211.72,5.0,14.0,19.0,23.373242358808824,409.5488484109866,4.68141592920354,1.0,0.0
45,69,114,-75.74,127.0,5.0,13.0,18.0,23.510935004498354,408.3478184991821,5.052631578947368,1.0,1.0
45,70,115,-74.3,213.31,5.0,12.0,17.0,23.648225622144295,407.1607541899628,5.434782608695652,1.0,0.0
45,71,116,-70.95,150.0,5.0,11.0,16.0,23.785118866310174,405.9873737525358,5.827586206896552,1.0,1.0
45,75,120,-59.08,98.1,5.0,7.0,12.0,24.328807982293597,401.42533170784446,7.5,1.0,1.0
45,77,122,-52.41,207.1,5.0,5.0,10.0,24.598382690509563,399.2196535017127,8.39344262295082,1.0,1.0
46,46,92,-54.45,873.6,4.0,4.0,8.0,20.379423055219398,458.53701874243654,0.0,0.0,0.0
46,47,93,-59.07,983.5,4.0,3.0,7.0,20.526833787405323,456.887590751925,0.010752688172043012,0.0,1.0
46,48,94,-66.49,813.8,4.0,2.0,6.0,20.673717099616514,455.26164251283177,0.0425531914893617,0.0,0.0
46,49,95,-70.35,1261.8,4.0,1.0,5.0,20.820080460021323,453.6585952867805,0.09473684210526316,0.0,1.0
46,50,96,-76.73,1415.31,4.0,0.0,4.0,20.965931153671168,452.0778905010347,0.16666666666666666,0.0,0.0
46,51,97,-78.23,686.62,4.0,1.0,5.0,21.111276288848163,450.51898884449184,0.25773195876288657,0.0,1.0
46,52,98,-81.79,862.69,4.0,2.0,6.0,21.256122803129635,448.98136941304443,0.3673469387755102,0.0,0.0
46,53,99,-81.88,219.89,4.0,3.0,7.0,21.400477469184917,447.4645289011393,0.494949494949495,0.0,1.0
46,54,100,-84.71,665.49,4.0,4.0,8.0,21.544346900318832,445.96798083659996,0.64,0.0,0.0
46,55,101,-84.91,80.3,4.0,5.0,9.0,21.68773755577532,444.4912548559894,0.801980198019802,0.0,1.0
46,56,102,-87.35,556.44,4.0,6.0,10.0,21.830655745813875,443.0338960179876,0.9803921568627451,0.0,0.0
46,57,103,-86.97,118.736,4.0,7.0,11.0,21.973107636570674,441.59546415243983,1.174757281553398,0.0,1.0
46,58,104,-89.18,555.81,4.0,8.0,12.0,22.115099254715485,440.17553324289486,1.3846153846153846,0.0,0.0
46,59,105,-88.23,280.62,4.0,9.0,13.0,22.25663649191485,438.77369084060723,1.6095238095238096,0.0,1.0
46,60,106,-89.65,511.85,4.0,10.0,14.0,22.397725109111345,437.38953750811794,1.849056603773585,0.0,0.0
46,61,107,-88.09,115.74,4.0,11.0,15.0,22.538370740628164,436.0226862906571,2.102803738317757,0.0,1.0
46,62,108,-89.16,433.93800000000005,4.0,12.0,16.0,22.678578898107713,434.6727622137313,2.3703703703703702,0.0,0.0
46,63,109,-87.54,113.4,4.0,13.0,17.0,22.818354974292443,433.33940180537036,2.6513761467889907,0.0,1.0
46,64,110,-88.17,373.8,4.0,14.0,18.0,22.957704246655545,432.022252641609,2.9454545454545453,0.0,0.0
46,65,111,-86.07,72.2,4.0,15.0,19.0,23.09663188088886,430.72097291387354,3.2522522522522523,0.0,1.0
46,66,112,-86.18,348.66,4.0,16.0,20.0,23.235142934254814,429.435231017031,3.5714285714285716,0.0,0.0
46,67,113,-83.78,35.08,4.0,15.0,19.0,23.373242358808824,428.1647051569405,3.9026548672566372,0.0,1.0
46,68,114,-83.6,332.61,4.0,14.0,18.0,23.510935004498354,426.9090829764176,4.245614035087719,0.0,0.0
46,69,115,-80.74,89.21,4.0,13.0,17.0,23.648225622144295,425.66806119859746,4.6,0.0,1.0
46,70,116,-79.93,340.26,4.0,12.0,16.0,23.785118866310174,424.441345286742,4.9655172413793105,0.0,0.0
46,71,117,-76.65,34.64,4.0,11.0,15.0,23.92161929806432,423.2286491195996,5.3418803418803416,0.0,1.0
46,72,118,-75.42,378.6,4.0,10.0,14.0,24.057731387639894,422.0296946814796,5.728813559322034,0.0,0.0
46,74,120,-70.18,438.0,4.0,8.0,12.0,24.328807982293597,419.67193769456463,6.533333333333333,0.0,0.0
46,75,121,-66.39,135.0,4.0,7.0,11.0,24.463780996262468,418.5126170434985,6.950413223140496,0.0,1.0
46,76,122,-64.74,499.0,4.0,6.0,10.0,24.598382690509563,417.3660013881542,7.377049180327869,0.0,0.0
46,78,124,-58.65,590.0,4.0,4.0,8.0,24.8664882538245,415.10992488239305,8.258064516129032,0.0,0.0
46,80,126,-52.86,693.3,4.0,2.0,6.0,25.133156184720164,412.9018516061171,9.174603174603174,0.0,0.0
46,82,128,-46.21,1311.4,4.0,0.0,4.0,25.398416831491186,410.7400221967717,10.125,0.0,0.0
47,48,95,-60.06,77.4,3.0,2.0,5.0,20.820080460021323,473.82119952174855,0.010526315789473684,1.0,0.0
47,50,97,-71.35,1289.91,3.0,0.0,3.0,21.111276288848163,470.5420550153582,0.09278350515463918,1.0,0.0
47,51,98,-73.55,107.28,3.0,1.0,4.0,21.256122803129635,468.9360969425131,0.16326530612244897,1.0,1.0
