index,Z,N,A,MthFL,DeltaZ,DeltaN,DeltaSum,A^2/3,Z(Z-1)/A^1/3,(N-Z)^2/A,ZEO,NEO
2832,54,53,107,-34.05,4.0,3.0,7.0,22.538370740628164,602.8487575670824,0.009345794392523364,0.0,1.0
2876,54,97,151,-24.12,4.0,15.0,19.0,28.356413335678806,537.4573176603494,12.245033112582782,0.0,1.0
2877,54,98,152,-20.01,4.0,16.0,20.0,28.48146943560797,536.2760889783555,12.736842105263158,0.0,0.0
2878,54,99,153,-13.89,4.0,17.0,21.0,28.606251587889357,535.1051767616951,13.235294117647058,0.0,1.0
2879,54,100,154,-9.45,4.0,18.0,22.0,28.730762177301624,533.9444243599823,13.74025974025974,0.0,0.0
2880,54,101,155,-3.23,4.0,19.0,23.0,28.855003552528782,532.793678498951,14.251612903225807,0.0,1.0
2881,54,102,156,1.54,4.0,20.0,24.0,28.978978026935593,531.6527891864724,14.76923076923077,0.0,0.0
2882,54,103,157,8.06,4.0,21.0,25.0,29.102687879321483,530.5216096217714,15.292993630573248,0.0,1.0
2883,54,104,158,13.02,4.0,22.0,26.0,29.226135354653636,529.3999961077135,15.822784810126583,0.0,0.0
2884,54,105,159,19.96,4.0,21.0,25.0,29.34932266478004,528.2878079660409,16.358490566037737,0.0,1.0
2885,54,106,160,25.19,4.0,20.0,24.0,29.472251989123087,527.1849074554393,16.9,0.0,0.0
2886,54,107,161,32.38,4.0,19.0,23.0,29.59492547535442,526.0911596923253,17.4472049689441,0.0,1.0
2887,54,108,162,37.89,4.0,18.0,22.0,29.717345240051635,525.0064325742457,18.0,0.0,0.0
2888,54,109,163,45.24,4.0,17.0,21.0,29.839513369337435,523.93059670579,18.558282208588956,0.0,1.0
2889,54,110,164,50.93,4.0,16.0,20.0,29.96143191950181,522.8635253269159,19.121951219512194,0.0,0.0
2890,54,111,165,58.43,4.0,15.0,19.0,30.08310291760778,521.805094243597,19.69090909090909,0.0,1.0
2891,54,112,166,64.42,4.0,14.0,18.0,30.20452836208127,520.7551817607025,20.265060240963855,0.0,0.0
2892,54,113,167,72.0,4.0,13.0,17.0,30.32571022328558,519.7136686170261,20.84431137724551,0.0,1.0
2893,54,114,168,78.08,4.0,12.0,16.0,30.446650444080973,518.6804379223796,21.428571428571427,0.0,0.0
2894,54,115,169,85.96,4.0,11.0,15.0,30.567350940369842,517.6553750966776,22.01775147928994,0.0,1.0
2895,54,116,170,92.07,4.0,10.0,14.0,30.687813601627905,516.6383678109357,22.611764705882354,0.0,0.0
2896,54,117,171,99.82,4.0,9.0,13.0,30.808040291421882,515.6293059301138,23.210526315789473,0.0,1.0
2897,54,118,172,105.76,4.0,8.0,12.0,30.92803284791408,514.6280814577333,23.813953488372093,0.0,0.0
2898,54,119,173,113.68,4.0,7.0,11.0,31.047793084354215,513.6345884822069,24.421965317919074,0.0,1.0
2899,54,120,174,120.15,4.0,6.0,10.0,31.167322789559027,512.6487231248159,25.03448275862069,0.0,0.0
2900,54,121,175,128.06,4.0,5.0,9.0,31.286623728379862,511.6703834892753,25.65142857142857,0.0,1.0
2901,54,122,176,134.29,4.0,4.0,8.0,31.405697642158753,510.6994696128317,26.272727272727273,0.0,0.0
2902,54,123,177,142.14,4.0,3.0,7.0,31.524546249173255,509.7358834188355,26.89830508474576,0.0,1.0
2903,54,124,178,148.67,4.0,2.0,6.0,31.6431712450704,508.77952867073884,27.528089887640448,0.0,0.0
2904,54,125,179,156.66,4.0,1.0,5.0,31.7615743032901,507.83031092746535,28.162011173184357,0.0,1.0
2905,54,126,180,163.44,4.0,0.0,4.0,31.879757075478327,506.88813750010553,28.8,0.0,0.0
2906,54,127,181,173.72,4.0,1.0,5.0,31.997721191890314,505.95291740989006,29.441988950276244,0.0,1.0
2907,54,128,182,182.42,4.0,2.0,6.0,32.11546826178415,505.0245613473971,30.087912087912088,0.0,0.0
2908,55,51,106,-9.38,5.0,1.0,6.0,22.397725109111345,627.5589016420822,0.1509433962264151,1.0,1.0
2909,55,52,107,-17.51,5.0,2.0,7.0,22.538370740628164,625.597767286595,0.08411214953271028,1.0,0.0
2910,55,53,108,-23.19,5.0,3.0,8.0,22.678578898107713,623.6609196979623,0.037037037037037035,1.0,1.0
2911,55,54,109,-30.68,5.0,4.0,9.0,22.818354974292443,621.7478373729226,0.009174311926605505,1.0,0.0
2912,55,55,110,-36.04,5.0,5.0,10.0,22.957704246655545,619.8580146596998,0.0,1.0,1.0
2955,55,98,153,-25.83,5.0,16.0,21.0,28.606251587889357,555.2978249413817,12.084967320261438,1.0,0.0
2956,55,99,154,-20.26,5.0,17.0,22.0,28.730762177301624,554.0932705622458,12.571428571428571,1.0,1.0
2957,55,100,155,-15.89,5.0,18.0,23.0,28.855003552528782,552.8991003291001,13.064516129032258,1.0,0.0
2958,55,101,156,-10.24,5.0,19.0,24.0,28.978978026935593,551.7151585897356,13.564102564102564,1.0,1.0
2959,55,102,157,-5.63,5.0,20.0,25.0,29.102687879321483,550.541293003725,14.070063694267516,1.0,0.0
2960,55,103,158,0.52,5.0,21.0,26.0,29.226135354653636,549.3773544514007,14.582278481012658,1.0,1.0
2961,55,104,159,5.41,5.0,22.0,27.0,29.34932266478004,548.2231969458915,15.10062893081761,1.0,0.0
2962,55,105,160,11.87,5.0,21.0,26.0,29.472251989123087,547.0786775480975,15.625,1.0,1.0
2963,55,106,161,17.08,5.0,20.0,25.0,29.59492547535442,545.9436562844885,16.15527950310559,1.0,0.0
2964,55,107,162,23.77,5.0,19.0,24.0,29.717345240051635,544.8179960676134,16.691358024691358,1.0,1.0
2965,55,108,163,29.22,5.0,18.0,23.0,29.839513369337435,543.701562619216,17.233128834355828,1.0,0.0
2966,55,109,164,36.1,5.0,17.0,22.0,29.96143191950181,542.5942243958561,17.78048780487805,1.0,1.0
2967,55,110,165,41.8,5.0,16.0,21.0,30.08310291760778,541.4958525169402,18.333333333333332,1.0,0.0
2968,55,111,166,48.84,5.0,15.0,20.0,30.20452836208127,540.4063206950686,18.89156626506024,1.0,1.0
2969,55,112,167,54.74,5.0,14.0,19.0,30.32571022328558,539.325505168612,19.45508982035928,1.0,0.0
2970,55,113,168,62.0,5.0,13.0,18.0,30.446650444080973,538.2532846364317,20.023809523809526,1.0,1.0
2971,55,114,169,68.02,5.0,12.0,17.0,30.567350940369842,537.1895401946655,20.597633136094675,1.0,0.0
2972,55,115,170,75.49,5.0,11.0,16.0,30.687813601627905,536.1341552754993,21.176470588235293,1.0,1.0
2973,55,116,171,81.57,5.0,10.0,15.0,30.808040291421882,535.087015587854,21.760233918128655,1.0,0.0
2974,55,117,172,88.94,5.0,9.0,14.0,30.92803284791408,534.0480090599119,22.348837209302324,1.0,1.0
2975,55,118,173,94.98,5.0,8.0,13.0,31.047793084354215,533.0170257834222,22.942196531791907,1.0,0.0
2976,55,119,174,102.46,5.0,7.0,12.0,31.167322789559027,531.9939579597146,23.54022988505747,1.0,1.0
2977,55,120,175,109.06,5.0,6.0,11.0,31.286623728379862,530.9786998473612,24.142857142857142,1.0,0.0
2978,55,121,176,116.48,5.0,5.0,10.0,31.405697642158753,529.9711477114291,24.75,1.0,1.0
2979,55,122,177,122.71,5.0,4.0,9.0,31.524546249173255,528.9711997742633,25.361581920903955,1.0,0.0
2980,55,123,178,130.15,5.0,3.0,8.0,31.6431712450704,527.9787561677479,25.97752808988764,1.0,1.0
2981,55,124,179,136.64,5.0,2.0,7.0,31.7615743032901,526.9937188869924,26.59776536312849,1.0,0.0
2982,55,125,180,144.21,5.0,1.0,6.0,31.879757075478327,526.0159917453925,27.22222222222222,1.0,1.0
2983,55,126,181,151.02,5.0,0.0,5.0,31.997721191890314,525.045480331018,27.85082872928177,1.0,0.0
2984,55,127,182,160.82,5.0,1.0,6.0,32.11546826178415,524.0820919642799,28.483516483516482,1.0,1.0
2985,55,128,183,169.5,5.0,2.0,7.0,32.232999873805014,523.1257356568356,29.120218579234972,1.0,0.0
2986,55,129,184,179.68,5.0,3.0,8.0,32.35031759636025,522.1763220716847,29.76086956521739,1.0,1.0
2987,55,130,185,188.61,5.0,4.0,9.0,32.46742297798574,521.2337634844199,30.405405405405407,1.0,0.0
2988,56,52,108,-7.76,6.0,2.0,8.0,22.678578898107713,646.7594722793683,0.14814814814814814,0.0,0.0
2989,56,53,109,-13.73,6.0,3.0,9.0,22.818354974292443,644.7755350534013,0.08256880733944955,0.0,1.0
2990,56,54,110,-22.49,6.0,4.0,10.0,22.957704246655545,642.8157189063554,0.03636363636363636,0.0,0.0
2991,56,55,111,-27.8,6.0,5.0,11.0,23.09663188088886,640.879515253493,0.009009009009009009,0.0,1.0
2992,56,56,112,-35.19,6.0,6.0,12.0,23.235142934254814,638.9664306920075,0.0,0.0,0.0
3035,56,99,155,-28.18,6.0,17.0,23.0,28.855003552528782,573.3768447857334,11.929032258064517,0.0,1.0
3036,56,100,156,-24.39,6.0,18.0,24.0,28.978978026935593,572.1490533523183,12.41025641025641,0.0,0.0
3037,56,101,157,-18.71,6.0,19.0,25.0,29.102687879321483,570.9317112631222,12.898089171974522,0.0,1.0
3038,56,102,158,-14.59,6.0,20.0,26.0,29.226135354653636,569.7246638755267,13.39240506329114,0.0,0.0
3039,56,103,159,-8.64,6.0,21.0,27.0,29.34932266478004,568.5277597957394,13.89308176100629,0.0,1.0
3040,56,104,160,-4.08,6.0,22.0,28.0,29.472251989123087,567.3408507906196,14.4,0.0,0.0
3041,56,105,161,2.22,6.0,21.0,27.0,29.59492547535442,566.1637917024326,14.91304347826087,0.0,1.0
3042,56,106,162,7.08,6.0,20.0,26.0,29.717345240051635,564.9964403664139,15.432098765432098,0.0,0.0
3043,56,107,163,13.69,6.0,19.0,25.0,29.839513369337435,563.8386575310388,15.957055214723926,0.0,1.0
3044,56,108,164,18.82,6.0,18.0,24.0,29.96143191950181,562.6903067808878,16.48780487804878,0.0,0.0
3045,56,109,165,25.61,6.0,17.0,23.0,30.08310291760778,561.551254462012,17.024242424242424,0.0,1.0
3046,56,110,166,30.91,6.0,16.0,22.0,30.20452836208127,560.4213696097008,17.566265060240966,0.0,0.0
3047,56,111,167,37.94,6.0,15.0,21.0,30.32571022328558,559.3005238785606,18.11377245508982,0.0,1.0
3048,56,112,168,43.47,6.0,14.0,20.0,30.446650444080973,558.188591474818,18.666666666666668,0.0,0.0
3049,56,113,169,50.63,6.0,13.0,19.0,30.567350940369842,557.0854490907642,19.224852071005916,0.0,1.0
3050,56,114,170,56.28,6.0,12.0,18.0,30.687813601627905,555.9909758412587,19.788235294117648,0.0,0.0
3051,56,115,171,63.85,6.0,11.0,17.0,30.808040291421882,554.9050532022189,20.35672514619883,0.0,1.0
3052,56,116,172,69.43,6.0,10.0,16.0,30.92803284791408,553.8275649510197,20.930232558139537,0.0,0.0
3053,56,117,173,76.75,6.0,9.0,15.0,31.047793084354215,552.7583971087342,21.508670520231213,0.0,1.0
3054,56,118,174,82.54,6.0,8.0,14.0,31.167322789559027,551.6974378841485,22.091954022988507,0.0,0.0
3055,56,119,175,90.02,6.0,7.0,13.0,31.286623728379862,550.6445776194856,22.68,0.0,1.0
3056,56,120,176,96.18,6.0,6.0,12.0,31.405697642158753,549.5997087377783,23.272727272727273,0.0,0.0
3057,56,121,177,103.6,6.0,5.0,11.0,31.524546249173255,548.5627256918286,23.870056497175142,0.0,1.0
3058,56,122,178,109.63,6.0,4.0,10.0,31.6431712450704,547.5335249147015,24.471910112359552,0.0,0.0
3059,56,123,179,116.84,6.0,3.0,9.0,31.7615743032901,546.5120047716957,25.078212290502794,0.0,1.0
3060,56,124,180,122.92,6.0,2.0,8.0,31.879757075478327,545.4980655137405,25.68888888888889,0.0,0.0
3061,56,125,181,130.56,6.0,1.0,7.0,31.997721191890314,544.4916092321669,26.303867403314918,0.0,1.0
3062,56,126,182,136.94,6.0,0.0,6.0,32.11546826178415,543.4925398148089,26.923076923076923,0.0,0.0
3063,56,127,183,146.67,6.0,1.0,7.0,32.232999873805014,542.5007629033851,27.546448087431695,0.0,1.0
3064,56,128,184,154.98,6.0,2.0,8.0,32.35031759636025,541.5161858521175,28.17391304347826,0.0,0.0
3065,56,129,185,165.12,6.0,3.0,9.0,32.46742297798574,540.5387176875465,28.805405405405406,0.0,1.0
3066,56,130,186,173.64,6.0,4.0,10.0,32.584317547703584,539.5682690695004,29.440860215053764,0.0,0.0
3067,56,131,187,183.37,6.0,5.0,11.0,32.70100281537152,538.604752253178,30.080213903743317,0.0,1.0
3068,56,132,188,191.57,6.0,6.0,12.0,32.817480272024206,537.6480810523116,30.72340425531915,0.0,0.0
3069,56,133,189,201.14,6.0,7.0,13.0,32.93375139020674,536.6981708033692,31.37037037037037,0.0,1.0
3070,57,53,110,-2.27,7.0,3.0,10.0,22.957704246655545,666.1908359574956,0.14545454545454545,1.0,1.0
3071,57,54,111,-10.78,7.0,4.0,11.0,23.09663188088886,664.1842248990745,0.08108108108108109,1.0,0.0
3072,57,55,112,-16.89,7.0,5.0,12.0,23.235142934254814,662.2015736262623,0.03571428571428571,1.0,1.0
3073,57,56,113,-24.59,7.0,6.0,13.0,23.373242358808824,660.2423859231662,0.008849557522123894,1.0,0.0
3074,57,57,114,-29.48,7.0,7.0,14.0,23.510935004498354,658.3061801259541,0.0,1.0,1.0
3075,57,58,115,-36.21,7.0,8.0,15.0,23.648225622144295,656.3924885729098,0.008695652173913044,1.0,0.0
3118,57,101,158,-24.55,7.0,19.0,26.0,29.226135354653636,590.4419243800913,12.253164556962025,1.0,1.0
3119,57,102,159,-20.47,7.0,20.0,27.0,29.34932266478004,589.2014965155844,12.735849056603774,1.0,0.0
3120,57,103,160,-14.99,7.0,21.0,28.0,29.472251989123087,587.9714271830057,13.225,1.0,1.0
3121,57,104,161,-10.44,7.0,22.0,29.0,29.59492547535442,586.7515659461574,13.720496894409937,1.0,0.0
3122,57,105,162,-4.6,7.0,21.0,28.0,29.717345240051635,585.5417654706472,14.222222222222221,1.0,1.0
3123,57,106,163,0.23,7.0,20.0,27.0,29.839513369337435,584.3418814412585,14.730061349693251,1.0,0.0
3124,57,107,164,6.42,7.0,19.0,26.0,29.96143191950181,583.151772482011,15.24390243902439,1.0,1.0
3125,57,108,165,11.53,7.0,18.0,25.0,30.08310291760778,581.9713000788125,15.763636363636364,1.0,0.0
3126,57,109,166,17.94,7.0,17.0,24.0,30.20452836208127,580.8003285045991,16.289156626506024,1.0,1.0
3127,57,110,167,23.15,7.0,16.0,23.0,30.32571022328558,579.6387247468718,16.820359281437124,1.0,0.0
3128,57,111,168,29.75,7.0,15.0,22.0,30.446650444080973,578.4863584375387,17.357142857142858,1.0,1.0
3129,57,112,169,35.19,7.0,14.0,21.0,30.567350940369842,577.3431017849738,17.899408284023668,1.0,0.0
3130,57,113,170,41.83,7.0,13.0,20.0,30.687813601627905,576.2088295082135,18.44705882352941,1.0,1.0
3131,57,114,171,47.56,7.0,12.0,19.0,30.808040291421882,575.0834187732087,19.0,1.0,0.0
3132,57,115,172,54.57,7.0,11.0,18.0,30.92803284791408,573.9667491310568,19.558139534883722,1.0,1.0
3133,57,116,173,60.25,7.0,10.0,17.0,31.047793084354215,572.8587024581427,20.121387283236995,1.0,0.0
3134,57,117,174,67.1,7.0,9.0,16.0,31.167322789559027,571.7591628981176,20.689655172413794,1.0,1.0
3135,57,118,175,72.92,7.0,8.0,15.0,31.286623728379862,570.6680168056488,21.262857142857143,1.0,0.0
3136,57,119,176,80.01,7.0,7.0,14.0,31.405697642158753,569.5851526918793,21.84090909090909,1.0,1.0
3137,57,120,177,86.04,7.0,6.0,13.0,31.524546249173255,568.5104611715315,22.423728813559322,1.0,0.0
3138,57,121,178,93.14,7.0,5.0,12.0,31.6431712450704,567.4438349115997,23.01123595505618,1.0,1.0
3139,57,122,179,99.24,7.0,4.0,11.0,31.7615743032901,566.3851685815756,23.60335195530726,1.0,0.0
3140,57,123,180,106.0,7.0,3.0,10.0,31.879757075478327,565.3343588051491,24.2,1.0,1.0
3141,57,124,181,112.06,7.0,2.0,9.0,31.997721191890314,564.2913041133365,24.80110497237569,1.0,0.0
3142,57,125,182,119.31,7.0,1.0,8.0,32.11546826178415,563.2559048989838,25.406593406593405,1.0,1.0
3143,57,126,183,125.7,7.0,0.0,7.0,32.232999873805014,562.2280633725991,26.016393442622952,1.0,0.0
3144,57,127,184,134.96,7.0,1.0,8.0,32.35031759636025,561.2076835194672,26.630434782608695,1.0,1.0
3145,57,128,185,143.26,7.0,2.0,9.0,32.46742297798574,560.1946710580028,27.248648648648647,1.0,0.0
3146,57,129,186,152.96,7.0,3.0,10.0,32.584317547703584,559.1889333993004,27.870967741935484,1.0,1.0
3147,57,130,187,161.5,7.0,4.0,11.0,32.70100281537152,558.190379607839,28.497326203208555,1.0,0.0
3148,57,131,188,170.75,7.0,5.0,12.0,32.817480272024206,557.1989203633048,29.127659574468087,1.0,1.0
3149,57,132,189,178.89,7.0,6.0,13.0,32.93375139020674,556.2144679234917,29.761904761904763,1.0,0.0
3150,57,133,190,188.1,7.0,7.0,14.0,33.0498176243004,555.2369360882469,30.4,1.0,1.0
3151,57,134,191,196.38,7.0,8.0,15.0,33.16568041084109,554.2662401644229,31.041884816753928,1.0,0.0
3152,57,135,192,205.61,7.0,9.0,16.0,33.28134116883046,553.3022969318065,31.6875,1.0,1.0
3153,58,55,113,-7.33,8.0,5.0,13.0,23.373242358808824,683.8224711347079,0.07964601769911504,0.0,1.0
3154,58,56,114,-15.76,8.0,6.0,14.0,23.510935004498354,681.8171151304525,0.03508771929824561,0.0,0.0
3155,58,57,115,-21.27,8.0,7.0,15.0,23.648225622144295,679.8350774505136,0.008695652173913044,0.0,1.0
3156,58,58,116,-29.11,8.0,8.0,16.0,23.785118866310174,677.8758876898402,0.0,0.0,0.0
3157,58,59,117,-33.69,8.0,9.0,17.0,23.92161929806432,675.9390888837663,0.008547008547008548,0.0,1.0
3158,58,60,118,-40.43,8.0,10.0,18.0,24.057731387639894,674.0242370130297,0.03389830508474576,0.0,0.0
3200,58,102,160,-28.26,8.0,20.0,28.0,29.472251989123087,608.970406725256,12.1,0.0,0.0
3201,58,103,161,-22.84,8.0,21.0,29.0,29.59492547535442,607.706979015663,12.577639751552795,0.0,1.0
3202,58,104,162,-18.72,8.0,22.0,30.0,29.717345240051635,606.4539713803131,13.061728395061728,0.0,0.0
3203,58,105,163,-12.91,8.0,21.0,29.0,29.839513369337435,605.2112343498748,13.552147239263803,0.0,1.0
3204,58,106,164,-8.54,8.0,20.0,28.0,29.96143191950181,603.9786214992257,14.048780487804878,0.0,0.0
3205,58,107,165,-2.38,8.0,19.0,27.0,30.08310291760778,602.7559893673415,14.55151515151515,0.0,1.0
3206,58,108,166,2.2,8.0,18.0,26.0,30.20452836208127,601.5431973797633,15.060240963855422,0.0,0.0
3207,58,109,167,8.6,8.0,17.0,25.0,30.32571022328558,600.3401077735459,15.574850299401197,0.0,1.0
3208,58,110,168,13.48,8.0,16.0,24.0,30.446650444080973,599.1465855245937,16.095238095238095,0.0,0.0
3209,58,111,169,19.94,8.0,15.0,23.0,30.567350940369842,597.9624982772942,16.62130177514793,0.0,1.0
3210,58,112,170,25.04,8.0,14.0,22.0,30.687813601627905,596.787716276364,17.152941176470588,0.0,0.0
3211,58,113,171,31.68,8.0,13.0,21.0,30.808040291421882,595.6221123008233,17.690058479532162,0.0,1.0
3212,58,114,172,36.93,8.0,12.0,20.0,30.92803284791408,594.4655616000231,18.232558139534884,0.0,0.0
3213,58,115,173,43.78,8.0,11.0,19.0,31.047793084354215,593.3179418316478,18.78034682080925,0.0,1.0
3214,58,116,174,49.22,8.0,10.0,18.0,31.167322789559027,592.1791330016217,19.333333333333332,0.0,0.0
3215,58,117,175,56.05,8.0,9.0,17.0,31.286623728379862,591.0490174058506,19.89142857142857,0.0,1.0
3216,58,118,176,61.51,8.0,8.0,16.0,31.405697642158753,589.9274795737322,20.454545454545453,0.0,0.0
3217,58,119,177,68.74,8.0,7.0,15.0,31.524546249173255,588.8144062133719,21.0225988700565,0.0,1.0
3218,58,120,178,74.29,8.0,6.0,14.0,31.6431712450704,587.7096861584425,21.59550561797753,0.0,0.0
3219,58,121,179,81.47,8.0,5.0,13.0,31.7615743032901,586.6132103166319,22.1731843575419,0.0,1.0
3220,58,122,180,87.1,8.0,4.0,12.0,31.879757075478327,585.5248716196188,22.755555555555556,0.0,0.0
3221,58,123,181,93.84,8.0,3.0,11.0,31.997721191890314,584.4445649745271,23.34254143646409,0.0,1.0
3222,58,124,182,99.46,8.0,2.0,10.0,32.11546826178415,583.3721872168046,23.934065934065934,0.0,0.0
3223,58,125,183,106.67,8.0,1.0,9.0,32.232999873805014,582.3076370644776,24.530054644808743,0.0,1.0
3224,58,126,184,112.61,8.0,0.0,8.0,32.35031759636025,581.2508150737339,25.130434782608695,0.0,0.0
3225,58,127,185,121.94,8.0,1.0,9.0,32.46742297798574,580.2016235957886,25.735135135135135,0.0,1.0
3226,58,128,186,129.75,8.0,2.0,10.0,32.584317547703584,579.1599667349897,26.344086021505376,0.0,0.0
3227,58,129,187,139.47,8.0,3.0,11.0,32.70100281537152,578.125750308119,26.9572192513369,0.0,1.0
3228,58,130,188,147.57,8.0,4.0,12.0,32.817480272024206,577.0988818048513,27.574468085106382,0.0,0.0
3229,58,131,189,156.74,8.0,5.0,13.0,32.93375139020674,576.0792703493307,28.195767195767196,0.0,1.0
3230,58,132,190,164.54,8.0,6.0,14.0,33.0498176243004,575.0668266628271,28.821052631578947,0.0,0.0
3231,58,133,191,173.68,8.0,7.0,15.0,33.16568041084109,574.061463027438,29.45026178010471,0.0,1.0
3232,58,134,192,181.49,8.0,8.0,16.0,33.28134116883046,573.0630932507996,30.083333333333332,0.0,0.0
3233,58,135,193,190.8,8.0,9.0,17.0,33.39680130004011,572.0716326317753,30.72020725388601,0.0,1.0
3234,58,136,194,198.68,8.0,10.0,18.0,33.51206218930888,571.0869979270886,31.36082474226804,0.0,0.0
3235,58,137,195,207.75,8.0,11.0,19.0,33.62712520483358,570.109107318871,32.00512820512821,0.0,1.0
3236,59,56,115,-4.4,9.0,6.0,15.0,23.648225622144295,703.6889398171983,0.0782608695652174,1.0,0.0
3237,59,57,116,-10.77,9.0,7.0,16.0,23.785118866310174,701.6610065561503,0.034482758620689655,1.0,1.0
3238,59,58,117,-18.96,9.0,8.0,17.0,23.92161929806432,699.6562498972318,0.008547008547008548,1.0,0.0
3239,59,59,118,-24.52,9.0,9.0,18.0,24.057731387639894,697.6742102415571,0.0,1.0,1.0
3240,59,60,119,-31.61,9.0,10.0,19.0,24.193459516997326,695.7144409005451,0.008403361344537815,1.0,0.0
3241,59,61,120,-36.03,9.0,11.0,20.0,24.328807982293597,693.776507628406,0.03333333333333333,1.0,1.0
3283,59,103,162,-28.07,9.0,21.0,30.0,29.717345240051635,627.7330580954118,11.950617283950617,1.0,1.0
3284,59,104,163,-24.01,9.0,22.0,31.0,29.839513369337435,626.446716256888,12.423312883435583,1.0,0.0
3285,59,105,164,-18.59,9.0,21.0,30.0,29.96143191950181,625.1708538325319,12.902439024390244,1.0,1.0
3286,59,106,165,-14.23,9.0,20.0,29.0,30.08310291760778,623.9053223275992,13.387878787878789,1.0,0.0
3287,59,107,166,-8.55,9.0,19.0,28.0,30.20452836208127,622.6499762351937,13.879518072289157,1.0,1.0
3288,59,108,167,-3.96,9.0,18.0,27.0,30.32571022328558,621.4046729585825,14.377245508982035,1.0,0.0
3289,59,109,168,1.98,9.0,17.0,26.0,30.446650444080973,620.1692727359829,14.880952380952381,1.0,1.0
3290,59,110,169,6.88,9.0,16.0,25.0,30.567350940369842,618.9436385677257,15.390532544378699,1.0,0.0
3291,59,111,170,12.95,9.0,15.0,24.0,30.687813601627905,617.72763614571,15.905882352941177,1.0,1.0
3292,59,112,171,17.99,9.0,14.0,23.0,30.808040291421882,616.5211337850627,16.426900584795323,1.0,0.0
3293,59,113,172,24.2,9.0,13.0,22.0,30.92803284791408,615.3240023579186,16.953488372093023,1.0,1.0
3294,59,114,173,29.47,9.0,12.0,21.0,31.047793084354215,614.1361152292495,17.485549132947977,1.0,0.0
3295,59,115,174,35.72,9.0,11.0,20.0,31.167322789559027,612.9573481946611,18.022988505747126,1.0,1.0
3296,59,116,175,41.28,9.0,10.0,19.0,31.286623728379862,611.7875794200909,18.565714285714286,1.0,0.0
3297,59,117,176,47.56,9.0,9.0,18.0,31.405697642158753,610.6266893833368,19.113636363636363,1.0,1.0
3298,59,118,177,53.03,9.0,8.0,17.0,31.524546249173255,609.4745608173498,19.666666666666668,1.0,0.0
3299,59,119,178,59.9,9.0,7.0,16.0,31.6431712450704,608.33107865523,20.224719101123597,1.0,1.0
3300,59,120,179,65.49,9.0,6.0,15.0,31.7615743032901,607.1961299768645,20.787709497206706,1.0,0.0
3301,59,121,180,72.32,9.0,5.0,14.0,31.879757075478327,606.0696039571493,21.355555555555554,1.0,1.0
3302,59,122,181,77.87,9.0,4.0,13.0,31.997721191890314,604.9513918157386,21.92817679558011,1.0,0.0
3303,59,123,182,84.15,9.0,3.0,12.0,32.11546826178415,603.8413867682714,22.505494505494507,1.0,1.0
3304,59,124,183,89.76,9.0,2.0,11.0,32.232999873805014,602.7394839790206,23.08743169398907,1.0,0.0
3305,59,125,184,96.56,9.0,1.0,10.0,32.35031759636025,601.6455805149175,23.67391304347826,1.0,1.0
3306,59,126,185,102.54,9.0,0.0,9.0,32.46742297798574,600.559575300904,24.264864864864865,1.0,0.0
3307,59,127,186,111.4,9.0,1.0,10.0,32.584317547703584,599.4813690765683,24.86021505376344,1.0,1.0
3308,59,128,187,119.22,9.0,2.0,11.0,32.70100281537152,598.4108643540179,25.459893048128343,1.0,0.0
3309,59,129,188,128.46,9.0,3.0,12.0,32.817480272024206,597.3479653769514,26.06382978723404,1.0,1.0
3310,59,130,189,136.36,9.0,4.0,13.0,32.93375139020674,596.2925780808862,26.67195767195767,1.0,0.0
3311,59,131,190,145.17,9.0,5.0,14.0,33.0498176243004,595.2446100545053,27.28421052631579,1.0,1.0
3312,59,132,191,152.91,9.0,6.0,15.0,33.16568041084109,594.203970502085,27.900523560209425,1.0,0.0
3313,59,133,192,161.68,9.0,7.0,16.0,33.28134116883046,593.170570206968,28.520833333333332,1.0,1.0
3314,59,134,193,169.5,9.0,8.0,17.0,33.39680130004011,592.1443214960481,29.145077720207254,1.0,0.0
3315,59,135,194,178.35,9.0,9.0,18.0,33.51206218930888,591.1251382052321,29.77319587628866,1.0,1.0
3316,59,136,195,185.97,9.0,10.0,19.0,33.62712520483358,590.112935645849,30.405128205128204,1.0,0.0
3317,59,137,196,194.79,9.0,11.0,20.0,33.74199169845321,589.1076305719741,31.040816326530614,1.0,1.0
3318,59,138,197,202.55,9.0,12.0,21.0,33.856663005926926,588.1091411486394,31.68020304568528,1.0,0.0
3319,59,139,198,211.66,9.0,13.0,22.0,33.97114044720589,587.1173869209019,32.323232323232325,1.0,1.0
3320,60,58,118,-10.44,10.0,8.0,18.0,24.057731387639894,721.7319416291971,0.03389830508474576,0.0,0.0
3321,60,59,119,-16.43,10.0,9.0,19.0,24.193459516997326,719.7045940350467,0.008403361344537815,0.0,1.0
3322,60,60,120,-24.61,10.0,10.0,20.0,24.328807982293597,717.6998354776613,0.0,0.0,0.0
3323,60,61,121,-29.22,10.0,11.0,21.0,24.463780996262468,715.7172291468526,0.008264462809917356,0.0,1.0
3324,60,62,122,-35.74,10.0,12.0,22.0,24.598382690509563,713.7563502000318,0.03278688524590164,0.0,0.0
3325,60,63,123,-39.5,10.0,13.0,23.0,24.732617117726065,711.8167853394333,0.07317073170731707,0.0,1.0
3366,60,104,164,-31.13,10.0,22.0,32.0,29.96143191950181,646.7284694819294,11.804878048780488,0.0,0.0
