index,Z,N,A,MthFL,DeltaZ,DeltaN,DeltaSum,A^2/3,Z(Z-1)/A^1/3,(N-Z)^2/A,ZEO,NEO
4810,76,138,214,46.12,6.0,12.0,18.0,35.77743342332243,952.9503294997099,17.962616822429908,0.0,0.0
4811,76,139,215,52.08,6.0,13.0,19.0,35.8888029781218,951.4705905827644,18.46046511627907,0.0,1.0
4812,76,140,216,56.47,6.0,14.0,20.0,35.99999999999999,950.0000000000001,18.962962962962962,0.0,0.0
4813,76,141,217,62.28,6.0,15.0,21.0,36.1110255531613,948.5384592305044,19.47004608294931,0.0,1.0
4814,76,142,218,66.77,6.0,16.0,22.0,36.22188069037562,947.0858712621151,19.98165137614679,0.0,0.0
4815,76,143,219,72.89,6.0,17.0,23.0,36.33256645315319,945.6421405615217,20.49771689497717,0.0,1.0
4816,76,144,220,77.53,6.0,18.0,24.0,36.44308387191581,944.2071730450918,21.01818181818182,0.0,0.0
4817,76,145,221,83.77,6.0,19.0,25.0,36.553433966164725,942.7808760504028,21.542986425339368,0.0,1.0
4818,76,146,222,88.56,6.0,20.0,26.0,36.66361774464523,941.3631583084589,22.07207207207207,0.0,0.0
4819,76,147,223,94.81,6.0,21.0,27.0,36.77363620550805,939.9539299165737,22.605381165919283,0.0,1.0
4820,76,148,224,99.79,6.0,22.0,28.0,36.88349033646757,938.5531023118981,23.142857142857142,0.0,0.0
4821,76,149,225,106.25,6.0,23.0,29.0,36.993181114957046,937.1605882455788,23.684444444444445,0.0,1.0
4822,76,150,226,111.37,6.0,24.0,30.0,37.1027095082808,935.7763017575251,24.23008849557522,0.0,0.0
4823,76,151,227,118.02,6.0,25.0,31.0,37.21207647376352,934.4001581517714,24.779735682819382,0.0,1.0
4824,76,152,228,123.46,6.0,26.0,32.0,37.32128295889665,933.0320739724165,25.333333333333332,0.0,0.0
4825,76,153,229,130.5,6.0,27.0,33.0,37.43032990148211,931.6719669801226,25.890829694323145,0.0,1.0
4826,76,154,230,136.16,6.0,28.0,34.0,37.539218229773184,930.3197561291618,26.452173913043477,0.0,0.0
4827,76,155,231,143.39,6.0,29.0,35.0,37.64794886261285,928.9753615449926,27.017316017316016,0.0,1.0
4828,76,156,232,149.18,6.0,30.0,36.0,37.75652270956944,927.6387045023528,27.586206896551722,0.0,0.0
4829,76,157,233,156.41,6.0,31.0,37.0,37.86494067106982,926.3097074038542,28.158798283261802,0.0,1.0
4830,76,158,234,162.2,6.0,32.0,38.0,37.97320363853009,924.9882937590664,28.735042735042736,0.0,0.0
4831,76,159,235,169.49,6.0,33.0,39.0,38.081312494483804,923.6743881640755,29.314893617021276,0.0,1.0
4832,76,160,236,175.32,6.0,34.0,40.0,38.189268112707936,922.3679162815056,29.89830508474576,0.0,0.0
4833,76,161,237,182.67,6.0,35.0,41.0,38.29707135834644,921.0688048209907,30.485232067510548,0.0,1.0
4834,76,162,238,188.84,6.0,36.0,42.0,38.4047230880316,919.7769815200847,31.07563025210084,0.0,0.0
4835,76,163,239,196.69,6.0,37.0,43.0,38.51222415000313,918.492375125598,31.669456066945607,0.0,1.0
4836,76,164,240,203.39,6.0,38.0,44.0,38.61957538422518,917.2149153753484,32.266666666666666,0.0,0.0
4837,76,165,241,211.41,6.0,39.0,45.0,38.726777622501196,915.944532980319,32.86721991701245,0.0,1.0
4838,76,166,242,218.43,6.0,40.0,46.0,38.833831688586685,914.6811596072073,33.47107438016529,0.0,0.0
4839,76,167,243,226.58,6.0,41.0,47.0,38.94073839830002,913.4247278613587,34.07818930041152,0.0,1.0
4840,76,168,244,233.76,6.0,42.0,48.0,39.04749855963123,912.1751712700741,34.68852459016394,0.0,0.0
4841,76,169,245,242.09,6.0,43.0,49.0,39.15411297284888,910.9324242662803,35.30204081632653,0.0,1.0
4842,76,170,246,248.95,6.0,44.0,50.0,39.260582430605055,909.6964221725564,35.91869918699187,0.0,0.0
4843,76,171,247,257.25,6.0,45.0,51.0,39.36690771803848,908.4671011855038,36.53846153846154,0.0,1.0
4844,76,172,248,264.52,6.0,46.0,52.0,39.47308961287589,907.2443983604542,37.16129032258065,0.0,0.0
4845,76,173,249,272.9,6.0,47.0,53.0,39.57912888553151,906.0282515965049,37.78714859437751,0.0,1.0
4846,76,174,250,279.95,6.0,48.0,54.0,39.68502629920498,904.8185996218738,38.416,0.0,0.0
4847,76,175,251,289.21,6.0,49.0,55.0,39.7907826099774,903.6153819795667,39.04780876494024,0.0,1.0
4848,76,176,252,296.45,6.0,50.0,56.0,39.896398566905845,902.4185390133468,39.682539682539684,0.0,0.0
4849,76,177,253,304.92,6.0,51.0,57.0,40.001874912116236,901.2280118540023,40.3201581027668,0.0,1.0
4850,77,85,162,-1.72,5.0,3.0,8.0,29.717345240051635,1073.4932366961864,0.3950617283950617,1.0,1.0
4894,77,129,206,-1.27,5.0,3.0,8.0,34.880134177302764,990.8667242989118,13.12621359223301,1.0,1.0
4895,77,130,207,2.87,5.0,4.0,9.0,34.992923739494074,989.2685493889826,13.570048309178745,1.0,0.0
4896,77,131,208,8.5,5.0,5.0,10.0,35.105531821316504,987.6806356651165,14.01923076923077,1.0,1.0
4897,77,132,209,12.56,5.0,6.0,11.0,35.21795958518306,986.102868385126,14.473684210526315,1.0,0.0
4898,77,133,210,18.2,5.0,7.0,12.0,35.33020818053945,984.535134631033,14.933333333333334,1.0,1.0
4899,77,134,211,22.55,5.0,8.0,13.0,35.44227874406976,982.9773232715465,15.398104265402843,1.0,0.0
4900,77,135,212,28.04,5.0,9.0,14.0,35.55417239989791,981.429324925484,15.867924528301886,1.0,1.0
4901,77,136,213,32.33,5.0,10.0,15.0,35.665890259784945,979.8910319261107,16.342723004694836,1.0,0.0
4902,77,137,214,37.92,5.0,11.0,16.0,35.77743342332243,978.3623382863689,16.822429906542055,1.0,1.0
4903,77,138,215,42.28,5.0,12.0,17.0,35.8888029781218,976.8431396649714,17.306976744186045,1.0,0.0
4904,77,139,216,47.97,5.0,13.0,18.0,35.99999999999999,975.3333333333335,17.796296296296298,1.0,1.0
4905,77,140,217,52.38,5.0,14.0,19.0,36.1110255531613,973.8328181433178,18.29032258064516,1.0,0.0
4906,77,141,218,58.08,5.0,15.0,20.0,36.22188069037562,972.3414944957716,18.788990825688074,1.0,1.0
4907,77,142,219,62.41,5.0,16.0,21.0,36.33256645315319,970.859264309829,19.292237442922374,1.0,0.0
4908,77,143,220,68.15,5.0,17.0,22.0,36.44308387191581,969.386030992961,19.8,1.0,1.0
4909,77,144,221,72.8,5.0,18.0,23.0,36.553433966164725,967.9216994117469,20.312217194570135,1.0,0.0
4910,77,145,222,78.68,5.0,19.0,24.0,36.66361774464523,966.4661758633512,20.82882882882883,1.0,1.0
4911,77,146,223,83.52,5.0,20.0,25.0,36.77363620550805,965.0193680476823,21.349775784753362,1.0,0.0
4912,77,147,224,89.46,5.0,21.0,26.0,36.88349033646757,963.5811850402155,21.875,1.0,1.0
4913,77,148,225,94.38,5.0,22.0,27.0,36.993181114957046,962.1515372654609,22.404444444444444,1.0,0.0
4914,77,149,226,100.47,5.0,23.0,28.0,37.1027095082808,960.730336471059,22.938053097345133,1.0,1.0
4915,77,150,227,105.56,5.0,24.0,29.0,37.21207647376352,959.3174957024853,23.475770925110133,1.0,0.0
4916,77,151,228,111.86,5.0,25.0,30.0,37.32128295889665,957.9129292783476,24.017543859649123,1.0,1.0
4917,77,152,229,117.32,5.0,26.0,31.0,37.43032990148211,956.5165527662592,24.563318777292576,1.0,0.0
4918,77,153,230,123.97,5.0,27.0,32.0,37.539218229773184,955.1282829592727,25.11304347826087,1.0,1.0
4919,77,154,231,129.7,5.0,28.0,33.0,37.64794886261285,953.748037852859,25.666666666666668,1.0,0.0
4920,77,155,232,136.61,5.0,29.0,34.0,37.75652270956944,952.3757366224155,26.224137931034484,1.0,1.0
4921,77,156,233,142.42,5.0,30.0,35.0,37.86494067106982,951.0112996012904,26.78540772532189,1.0,0.0
4922,77,157,234,149.26,5.0,31.0,36.0,37.97320363853009,949.6546482593083,27.35042735042735,1.0,1.0
4923,77,158,235,155.17,5.0,32.0,37.0,38.081312494483804,948.3057051817842,27.919148936170213,1.0,0.0
4924,77,159,236,162.1,5.0,33.0,38.0,38.189268112707936,946.9643940490124,28.491525423728813,1.0,1.0
4925,77,160,237,168.02,5.0,34.0,39.0,38.29707135834644,945.6306396162172,29.067510548523206,1.0,0.0
4926,77,161,238,175.05,5.0,35.0,40.0,38.4047230880316,944.3043676939537,29.647058823529413,1.0,1.0
4927,77,162,239,181.2,5.0,36.0,41.0,38.51222415000313,942.9855051289472,30.230125523012553,1.0,0.0
4928,77,163,240,188.57,5.0,37.0,42.0,38.61957538422518,941.6739797853577,30.816666666666666,1.0,1.0
4929,77,164,241,195.16,5.0,38.0,43.0,38.726777622501196,940.3697205264608,31.406639004149376,1.0,0.0
4930,77,165,242,203.15,5.0,39.0,44.0,38.833831688586685,939.0726571967328,32.0,1.0,1.0
4931,77,166,243,209.88,5.0,40.0,45.0,38.94073839830002,937.7827206043283,32.59670781893004,1.0,0.0
4932,77,167,244,217.7,5.0,41.0,46.0,39.04749855963123,936.4998425039428,33.19672131147541,1.0,1.0
4933,77,168,245,224.66,5.0,42.0,47.0,39.15411297284888,935.2239555800478,33.8,1.0,0.0
4934,77,169,246,232.68,5.0,43.0,48.0,39.260582430605055,933.9549934304912,34.40650406504065,1.0,1.0
4935,77,170,247,239.72,5.0,44.0,49.0,39.36690771803848,932.6928905504506,35.016194331983804,1.0,0.0
4936,77,171,248,247.42,5.0,45.0,50.0,39.47308961287589,931.4375823167329,35.62903225806452,1.0,1.0
4937,77,172,249,254.39,5.0,46.0,51.0,39.57912888553151,930.1890049724117,36.24497991967871,1.0,0.0
4938,77,173,250,262.44,5.0,47.0,52.0,39.68502629920498,928.9470956117904,36.864,1.0,1.0
4939,77,174,251,269.98,5.0,48.0,53.0,39.7907826099774,927.7117921656885,37.48605577689243,1.0,0.0
4940,77,175,252,278.02,5.0,49.0,54.0,39.896398566905845,926.4830333870361,38.111111111111114,1.0,1.0
4941,77,176,253,285.25,5.0,50.0,55.0,40.001874912116236,925.2607588367757,38.73913043478261,1.0,0.0
4942,77,177,254,293.42,5.0,51.0,56.0,40.10721238089454,924.0449088700586,39.37007874015748,1.0,1.0
4943,77,178,255,300.84,5.0,52.0,57.0,40.212411701776524,922.8354246227306,40.003921568627455,1.0,0.0
4944,77,179,256,309.6,5.0,53.0,58.0,40.317473596635935,921.6322479980998,40.640625,1.0,1.0
4989,78,131,209,4.54,4.0,5.0,9.0,35.21795958518306,1012.0529438689451,13.440191387559809,0.0,1.0
4990,78,132,210,8.19,4.0,6.0,10.0,35.33020818053945,1010.4439539634286,13.885714285714286,0.0,0.0
4991,78,133,211,13.81,4.0,7.0,11.0,35.44227874406976,1008.8451475681661,14.336492890995261,0.0,1.0
4992,78,134,212,17.69,4.0,8.0,12.0,35.55417239989791,1007.2564124235231,14.79245283018868,0.0,0.0
4993,78,135,213,23.44,4.0,9.0,13.0,35.665890259784945,1005.6776380294294,15.253521126760564,0.0,1.0
4994,78,136,214,27.35,4.0,10.0,14.0,35.77743342332243,1004.1087156096944,15.719626168224298,0.0,0.0
4995,78,137,215,33.01,4.0,11.0,15.0,35.8888029781218,1002.5495380772076,16.190697674418605,0.0,1.0
4996,78,138,216,37.01,4.0,12.0,16.0,35.99999999999999,1001.0000000000001,16.666666666666668,0.0,0.0
4997,78,139,217,42.74,4.0,13.0,17.0,36.1110255531613,999.459997568142,17.147465437788018,0.0,1.0
4998,78,140,218,46.85,4.0,14.0,18.0,36.22188069037562,997.9294285614498,17.63302752293578,0.0,0.0
4999,78,141,219,52.59,4.0,15.0,19.0,36.33256645315319,996.4081923179823,18.123287671232877,0.0,1.0
5000,78,142,220,56.56,4.0,16.0,20.0,36.44308387191581,994.896189703302,18.618181818181817,0.0,0.0
5001,78,143,221,62.32,4.0,17.0,21.0,36.553433966164725,993.3933230804771,19.11764705882353,0.0,1.0
5002,78,144,222,66.61,4.0,18.0,22.0,36.66361774464523,991.8994962808077,19.62162162162162,0.0,0.0
5003,78,145,223,72.47,4.0,19.0,23.0,36.77363620550805,990.4146145752528,20.130044843049326,0.0,1.0
5004,78,146,224,76.95,4.0,20.0,24.0,36.88349033646757,988.9385846465369,20.642857142857142,0.0,0.0
5005,78,147,225,82.86,4.0,21.0,25.0,36.993181114957046,987.4713145619204,21.16,0.0,1.0
5006,78,148,226,87.42,4.0,22.0,26.0,37.1027095082808,986.0127137466133,21.68141592920354,0.0,0.0
5007,78,149,227,93.55,4.0,23.0,27.0,37.21207647376352,984.5626929578139,22.207048458149778,0.0,1.0
5008,78,150,228,98.31,4.0,24.0,28.0,37.32128295889665,983.1211642593568,22.736842105263158,0.0,0.0
5009,78,151,229,104.62,4.0,25.0,29.0,37.43032990148211,981.6880409969502,23.270742358078603,0.0,1.0
5010,78,152,230,109.71,4.0,26.0,30.0,37.539218229773184,980.2632377739905,23.808695652173913,0.0,0.0
5011,78,153,231,116.42,4.0,27.0,31.0,37.64794886261285,978.8466704279342,24.350649350649352,0.0,1.0
5012,78,154,232,121.77,4.0,28.0,32.0,37.75652270956944,977.438256007216,24.896551724137932,0.0,0.0
5013,78,155,233,128.66,4.0,29.0,33.0,37.86494067106982,976.0379127486927,25.446351931330472,0.0,1.0
5014,78,156,234,134.17,4.0,30.0,34.0,37.97320363853009,974.6455600556059,26.0,0.0,0.0
5015,78,157,235,141.06,4.0,31.0,35.0,38.081312494483804,973.2611184760417,26.557446808510637,0.0,1.0
5016,78,158,236,146.57,4.0,32.0,36.0,38.189268112707936,971.8845096818811,27.11864406779661,0.0,0.0
5017,78,159,237,153.5,4.0,33.0,37.0,38.29707135834644,970.5156564482229,27.68354430379747,0.0,1.0
5018,78,160,238,159.09,4.0,34.0,38.0,38.4047230880316,969.1544826332682,28.252100840336134,0.0,0.0
5019,78,161,239,166.12,4.0,35.0,39.0,38.51222415000313,967.8009131586564,28.824267782426777,0.0,1.0
5020,78,162,240,171.93,4.0,36.0,40.0,38.61957538422518,966.4548739902355,29.4,0.0,0.0
5021,78,163,241,179.42,4.0,37.0,41.0,38.726777622501196,965.1162921192624,29.979253112033195,0.0,1.0
5022,78,164,242,185.66,4.0,38.0,42.0,38.833831688586685,963.7850955440152,30.56198347107438,0.0,0.0
5023,78,165,243,193.59,4.0,39.0,43.0,38.94073839830002,962.4612132518107,31.14814814814815,0.0,1.0
5024,78,166,244,199.98,4.0,40.0,44.0,39.04749855963123,961.1445752014149,31.737704918032787,0.0,0.0
5025,78,167,245,207.72,4.0,41.0,45.0,39.15411297284888,959.8351123058385,32.33061224489796,0.0,1.0
5026,78,168,246,214.5,4.0,42.0,46.0,39.260582430605055,958.5327564155042,32.926829268292686,0.0,0.0
5027,78,169,247,222.26,4.0,43.0,47.0,39.36690771803848,957.2374403017782,33.526315789473685,0.0,1.0
5028,78,170,248,228.89,4.0,44.0,48.0,39.47308961287589,955.9490976408574,34.12903225806452,0.0,0.0
5029,78,171,249,236.64,4.0,45.0,49.0,39.57912888553151,954.6676629980014,34.734939759036145,0.0,1.0
5030,78,172,250,243.15,4.0,46.0,50.0,39.68502629920498,953.3930718121006,35.344,0.0,0.0
5031,78,173,251,250.98,4.0,47.0,51.0,39.7907826099774,952.125260380575,35.95617529880478,0.0,1.0
5032,78,174,252,257.7,4.0,48.0,52.0,39.896398566905845,950.8641658445897,36.57142857142857,0.0,0.0
5033,78,175,253,265.75,4.0,49.0,53.0,40.001874912116236,949.6097261745856,37.1897233201581,0.0,1.0
5034,78,176,254,272.52,4.0,50.0,54.0,40.10721238089454,948.3618801561128,37.811023622047244,0.0,0.0
5035,78,177,255,280.66,4.0,51.0,55.0,40.212411701776524,947.1205673759603,38.43529411764706,0.0,1.0
5036,78,178,256,287.8,4.0,52.0,56.0,40.317473596635935,945.8857282085761,39.0625,0.0,0.0
5037,78,179,257,296.51,4.0,53.0,57.0,40.42239878077115,944.6573038027688,39.69260700389105,0.0,1.0
5038,78,180,258,303.95,4.0,54.0,58.0,40.527187962990446,943.4352360686848,40.325581395348834,0.0,0.0
5039,78,181,259,312.7,4.0,55.0,59.0,40.63184184569578,942.2194676650538,40.96138996138996,0.0,1.0
5040,78,182,260,320.52,4.0,56.0,60.0,40.73636112496519,941.0099419866963,41.6,0.0,0.0
5041,79,88,167,4.26,3.0,6.0,9.0,30.32571022328558,1118.9642299154839,0.48502994011976047,1.0,0.0
5085,79,132,211,6.47,3.0,6.0,9.0,35.44227874406976,1035.0489176348717,13.312796208530806,1.0,0.0
5086,79,133,212,11.57,3.0,7.0,10.0,35.55417239989791,1033.418916642316,13.754716981132075,1.0,1.0
5087,79,134,213,15.44,3.0,8.0,11.0,35.665890259784945,1031.7991351211028,14.2018779342723,1.0,0.0
5088,79,135,214,20.87,3.0,9.0,12.0,35.77743342332243,1030.1894614696864,14.654205607476635,1.0,1.0
5089,79,136,215,24.79,3.0,10.0,13.0,35.8888029781218,1028.5897858194726,15.111627906976745,1.0,0.0
5090,79,137,216,30.14,3.0,11.0,14.0,35.99999999999999,1027.0000000000002,15.574074074074074,1.0,1.0
5091,79,138,217,34.14,3.0,12.0,15.0,36.1110255531613,1025.419997504977,16.04147465437788,1.0,0.0
5092,79,139,218,39.57,3.0,13.0,16.0,36.22188069037562,1023.8496734591498,16.513761467889907,1.0,1.0
5093,79,140,219,43.67,3.0,14.0,17.0,36.33256645315319,1022.2889245859818,16.990867579908677,1.0,0.0
5094,79,141,220,49.17,3.0,15.0,18.0,36.44308387191581,1020.737649176115,17.472727272727273,1.0,1.0
5095,79,142,221,53.34,3.0,16.0,19.0,36.553433966164725,1019.1957470565933,17.959276018099548,1.0,0.0
5096,79,143,222,58.58,3.0,17.0,20.0,36.66361774464523,1017.6631195608287,18.45045045045045,1.0,1.0
5097,79,144,223,62.88,3.0,18.0,21.0,36.77363620550805,1016.1396694992853,18.946188340807176,1.0,0.0
5098,79,145,224,68.37,3.0,19.0,22.0,36.88349033646757,1014.6253011308626,19.446428571428573,1.0,1.0
5099,79,146,225,72.85,3.0,20.0,23.0,36.993181114957046,1013.1199201349573,19.95111111111111,1.0,0.0
5100,79,147,226,78.51,3.0,21.0,24.0,37.1027095082808,1011.6234335841876,20.460176991150444,1.0,1.0
5101,79,148,227,83.03,3.0,22.0,25.0,37.21207647376352,1010.1357499177572,20.973568281938327,1.0,0.0
5102,79,149,228,88.75,3.0,23.0,26.0,37.32128295889665,1008.656778915444,21.49122807017544,1.0,1.0
5103,79,150,229,93.49,3.0,24.0,27.0,37.43032990148211,1007.1864316721957,22.013100436681224,1.0,0.0
5104,79,151,230,99.42,3.0,25.0,28.0,37.539218229773184,1005.7246205733148,22.53913043478261,1.0,1.0
5105,79,152,231,104.57,3.0,26.0,29.0,37.64794886261285,1004.2712592702183,23.06926406926407,1.0,0.0
5106,79,153,232,110.91,3.0,27.0,30.0,37.75652270956944,1002.826262656754,23.603448275862068,1.0,1.0
5107,79,154,233,116.28,3.0,28.0,31.0,37.86494067106982,1001.3895468460614,24.141630901287552,1.0,0.0
5108,79,155,234,122.83,3.0,29.0,32.0,37.97320363853009,999.9610291479593,24.683760683760685,1.0,1.0
5109,79,156,235,128.4,3.0,30.0,33.0,38.081312494483804,998.5406280468479,25.229787234042554,1.0,0.0
5110,79,157,236,134.93,3.0,31.0,34.0,38.189268112707936,997.1282631801117,25.779661016949152,1.0,1.0
5111,79,158,237,140.47,3.0,32.0,35.0,38.29707135834644,995.7238553170079,26.333333333333332,1.0,0.0
5112,79,159,238,147.04,3.0,33.0,36.0,38.4047230880316,994.3273263380285,26.89075630252101,1.0,1.0
5113,79,160,239,152.64,3.0,34.0,37.0,38.51222415000313,992.9385992147254,27.451882845188283,1.0,0.0
5114,79,161,240,159.42,3.0,35.0,38.0,38.61957538422518,991.5575979899819,28.016666666666666,1.0,1.0
5115,79,162,241,165.18,3.0,36.0,39.0,38.726777622501196,990.1842477587238,28.585062240663902,1.0,0.0
5116,79,163,242,172.29,3.0,37.0,40.0,38.833831688586685,988.8184746490546,29.15702479338843,1.0,1.0
5117,79,164,243,178.55,3.0,38.0,41.0,38.94073839830002,987.4602058038057,29.732510288065843,1.0,0.0
5118,79,165,244,186.15,3.0,39.0,42.0,39.04749855963123,986.1093693624906,30.311475409836067,1.0,1.0
5119,79,166,245,192.73,3.0,40.0,43.0,39.15411297284888,984.7658944436525,30.89387755102041,1.0,0.0
5120,79,167,246,200.05,3.0,41.0,44.0,39.260582430605055,983.4297111275952,31.479674796747968,1.0,1.0
5121,79,168,247,206.27,3.0,42.0,45.0,39.36690771803848,982.1007504394867,32.068825910931174,1.0,0.0
5122,79,169,248,213.52,3.0,43.0,46.0,39.47308961287589,980.7789443328278,32.66129032258065,1.0,1.0
5123,79,170,249,219.77,3.0,44.0,47.0,39.57912888553151,979.4642256732742,33.2570281124498,1.0,0.0
5124,79,171,250,227.2,3.0,45.0,48.0,39.68502629920498,978.1565282228046,33.856,1.0,1.0
5125,79,172,251,233.59,3.0,46.0,49.0,39.7907826099774,976.8557866242263,34.45816733067729,1.0,0.0
5126,79,173,252,241.19,3.0,47.0,50.0,39.896398566905845,975.5619363860076,35.06349206349206,1.0,1.0
5127,79,174,253,247.92,3.0,48.0,51.0,40.001874912116236,974.2749138674319,35.67193675889328,1.0,0.0
5128,79,175,254,255.55,3.0,49.0,52.0,40.10721238089454,972.9946562640638,36.28346456692913,1.0,1.0
5129,79,176,255,262.37,3.0,50.0,53.0,40.212411701776524,971.7211015935177,36.898039215686275,1.0,0.0
5130,79,177,256,270.19,3.0,51.0,54.0,40.317473596635935,970.4541886815261,37.515625,1.0,1.0
5131,79,178,257,277.34,3.0,52.0,55.0,40.42239878077115,969.1938571482953,38.13618677042802,1.0,0.0
5132,79,179,258,285.74,3.0,53.0,56.0,40.527187962990446,967.9400473951441,38.75968992248062,1.0,1.0
5133,79,180,259,293.12,3.0,54.0,57.0,40.63184184569578,966.6927005914189,39.38610038610039,1.0,0.0
5134,79,181,260,301.55,3.0,55.0,58.0,40.73636112496519,965.4517586616754,40.01538461538462,1.0,1.0
5135,79,182,261,309.27,3.0,56.0,59.0,40.84074649063382,964.2171642731251,40.64750957854406,1.0,0.0
5136,79,183,262,317.57,3.0,57.0,60.0,40.94499862637359,962.9888608233365,41.282442748091604,1.0,1.0
5137,79,184,263,325.29,3.0,58.0,61.0,41.049118209771585,961.7667924281848,41.92015209125475,1.0,0.0
5185,80,137,217,26.19,2.0,11.0,13.0,36.1110255531613,1051.7128179538224,14.972350230414747,0.0,1.0
5186,80,138,218,29.86,2.0,12.0,14.0,36.22188069037562,1050.1022291888717,15.431192660550458,0.0,0.0
5187,80,139,219,35.35,2.0,13.0,15.0,36.33256645315319,1048.5014611138276,15.894977168949772,0.0,1.0
5188,80,140,220,39.18,2.0,14.0,16.0,36.44308387191581,1046.9104094114,16.363636363636363,0.0,0.0
5189,80,141,221,44.67,2.0,15.0,17.0,36.553433966164725,1045.3289713400957,16.83710407239819,0.0,1.0
5190,80,142,222,48.28,2.0,16.0,18.0,36.66361774464523,1043.7570457034142,17.315315315315317,0.0,0.0
5191,80,143,223,53.7,2.0,17.0,19.0,36.77363620550805,1042.1945328197799,17.798206278026907,0.0,1.0
5192,80,144,224,57.65,2.0,18.0,20.0,36.88349033646757,1040.6413344931923,18.285714285714285,0.0,0.0
5193,80,145,225,63.16,2.0,19.0,21.0,36.993181114957046,1039.0973539845716,18.77777777777778,0.0,1.0
5194,80,146,226,67.28,2.0,20.0,22.0,37.1027095082808,1037.5624959837821,19.27433628318584,0.0,0.0
5195,80,147,227,72.88,2.0,21.0,23.0,37.21207647376352,1036.036666582315,19.77533039647577,0.0,1.0
5196,80,148,228,77.09,2.0,22.0,24.0,37.32128295889665,1034.5197732466092,20.280701754385966,0.0,0.0
5197,80,149,229,82.79,2.0,23.0,25.0,37.43032990148211,1033.0117247919957,20.790393013100438,0.0,1.0
5198,80,150,230,87.19,2.0,24.0,26.0,37.539218229773184,1031.512431357246,21.304347826086957,0.0,0.0
5199,80,151,231,93.14,2.0,25.0,27.0,37.64794886261285,1030.021804379711,21.82251082251082,0.0,1.0
5200,80,152,232,97.9,2.0,26.0,28.0,37.75652270956944,1028.5397565710298,22.344827586206897,0.0,0.0
5201,80,153,233,104.3,2.0,27.0,29.0,37.86494067106982,1027.0662018933963,22.871244635193133,0.0,1.0
5202,80,154,234,109.34,2.0,28.0,30.0,37.97320363853009,1025.6010555363684,23.4017094017094,0.0,0.0
5203,80,155,235,115.87,2.0,29.0,31.0,38.081312494483804,1024.1442338942031,23.93617021276596,0.0,1.0
5204,80,156,236,121.1,2.0,30.0,32.0,38.189268112707936,1022.6956545437043,24.47457627118644,0.0,0.0
5205,80,157,237,127.67,2.0,31.0,33.0,38.29707135834644,1021.2552362225722,25.0168776371308,0.0,1.0
5206,80,158,238,132.85,2.0,32.0,34.0,38.4047230880316,1019.8228988082343,25.563025210084035,0.0,0.0
5207,80,159,239,139.46,2.0,33.0,35.0,38.51222415000313,1018.3985632971543,26.11297071129707,0.0,1.0
5208,80,160,240,144.78,2.0,34.0,36.0,38.61957538422518,1016.9821517845968,26.666666666666668,0.0,0.0
5209,80,161,241,151.52,2.0,35.0,37.0,38.726777622501196,1015.573587444845,27.224066390041493,0.0,1.0
5210,80,162,242,157.01,2.0,36.0,38.0,38.833831688586685,1014.1727945118508,27.785123966942148,0.0,0.0
5211,80,163,243,164.07,2.0,37.0,39.0,38.94073839830002,1012.7796982603136,28.349794238683128,0.0,1.0
5212,80,164,244,170.0,2.0,38.0,40.0,39.04749855963123,1011.3942249871699,28.918032786885245,0.0,0.0
5213,80,165,245,177.54,2.0,39.0,41.0,39.15411297284888,1010.0163019934897,29.489795918367346,0.0,1.0
5214,80,166,246,183.34,2.0,40.0,42.0,39.260582430605055,1008.6458575667642,30.065040650406505,0.0,0.0
5215,80,167,247,190.49,2.0,41.0,43.0,39.36690771803848,1007.2828209635761,30.643724696356276,0.0,1.0
5216,80,168,248,196.26,2.0,42.0,44.0,39.47308961287589,1005.9271223926439,31.225806451612904,0.0,0.0
5217,80,169,249,203.51,2.0,43.0,45.0,39.57912888553151,1004.5786929982299,31.811244979919678,0.0,1.0
5218,80,170,250,209.42,2.0,44.0,46.0,39.68502629920498,1003.2374648439021,32.4,0.0,0.0
5219,80,171,251,216.85,2.0,45.0,47.0,39.7907826099774,1001.9033708966424,32.99203187250996,0.0,1.0
5220,80,172,252,222.95,2.0,46.0,48.0,39.896398566905845,1000.5763450112898,33.58730158730159,0.0,0.0
5221,80,173,253,230.52,2.0,47.0,49.0,40.001874912116236,999.2563219153149,34.18577075098814,0.0,1.0
5222,80,174,254,236.87,2.0,48.0,50.0,40.10721238089454,997.9432371939116,34.78740157480315,0.0,0.0
5223,80,175,255,244.48,2.0,49.0,51.0,40.212411701776524,996.6370272754028,35.3921568627451,0.0,1.0
5224,80,176,256,250.95,2.0,50.0,52.0,40.317473596635935,995.3376294169499,36.0,0.0,0.0
5225,80,177,257,258.77,2.0,51.0,53.0,40.42239878077115,994.0449816905592,36.61089494163424,0.0,1.0
5226,80,178,258,265.6,2.0,52.0,54.0,40.527187962990446,992.7590229693786,37.224806201550386,0.0,0.0
5227,80,179,259,273.97,2.0,53.0,55.0,40.63184184569578,991.4796929142757,37.84169884169884,0.0,1.0
5228,80,180,260,281.02,2.0,54.0,56.0,40.73636112496519,990.2069319606927,38.46153846153846,0.0,0.0
5229,80,181,261,289.65,2.0,55.0,57.0,40.84074649063382,988.9406813057693,39.08429118773947,0.0,1.0
5230,80,182,262,296.61,2.0,56.0,58.0,40.94499862637359,987.6808828957297,39.70992366412214,0.0,0.0
