AAA,ZZZi,AEl,s,Mass,dMass,FirstExc,NNNi,DeltaZ,DeltaN,DeltaSum,A^2/3,Z(Z-1)/A^1/3,(N-Z)^2/A,ZEO,NEO
77,31,77Ga,,-65992.4,2.4,105.66,46,3.0,4.0,7.0,18.099246023352887,218.60128313919728,2.9220779220779223,1.0,0.0
62,31,62Ga,j,-51415.8,0.6,571.2,31,3.0,3.0,6.0,15.664905993978548,234.97358990967828,0.0,1.0,1.0
67,31,67Ga,,-66879.2,1.2,166.98,36,3.0,8.0,11.0,16.496172972233907,228.97672931608264,0.373134328358209,1.0,0.0
70,31,70Ga,,-68910.2,1.2,508.17,39,3.0,11.0,14.0,16.984992522418104,225.6577577978406,0.9142857142857143,1.0,1.0
82,31,82Ga,m,-52790.0,2.4,34.5,51,3.0,1.0,4.0,18.874519380186243,214.0646710191855,4.878048780487805,1.0,1.0
68,31,68Ga,,-67086.1,1.4,175.017,37,3.0,9.0,12.0,16.659908371007916,227.84874683878476,0.5294117647058824,1.0,1.0
73,31,73Ga,,-69699.3,1.7,0.3,42,3.0,8.0,11.0,17.466876118408518,222.52321630301267,1.6575342465753424,1.0,0.0
81,31,81Ga,,-57628.0,3.0,351.1,50,3.0,0.0,3.0,18.720754407467133,214.94199504869678,4.45679012345679,1.0,0.0
66,31,66Ga,i,-59874.0,6.0,43.812,35,3.0,7.0,10.0,16.331620904278438,230.12738546937803,0.24242424242424243,1.0,1.0
71,31,71Ga,,-70139.1,0.8,389.94,40,3.0,10.0,13.0,17.146371633935342,224.5933185853503,1.1408450704225352,1.0,0.0
79,31,79Ga,,-62548.4,1.2,5.4,48,3.0,2.0,5.0,18.41131157020244,216.74075645934525,3.6582278481012658,1.0,0.0
75,31,75Ga,,-68460.6,0.7,22.39,44,3.0,6.0,9.0,17.784466522450312,220.5273848783839,2.2533333333333334,1.0,0.0
78,32,78Ge,,-71862.0,4.0,619.36,46,4.0,4.0,8.0,18.25561221028858,232.1739399052086,2.5128205128205128,0.0,0.0
74,32,74Ge,,-73422.451,0.013,595.85,42,4.0,8.0,12.0,17.626028979376553,236.28406415596683,1.3513513513513513,0.0,0.0
77,32,77Ge,m,-71053.16,0.08,159.71,45,4.0,5.0,9.0,18.099246023352887,233.17470201514377,2.1948051948051948,0.0,1.0
75,32,75Ge,,-71856.97,0.05,61.92,43,4.0,7.0,11.0,17.784466522450312,235.22921053694284,1.6133333333333333,0.0,1.0
62,32,62Ge,,-42140.0,140.0,964.0,30,4.0,2.0,6.0,15.664905993978548,250.63849590365683,0.06451612903225806,0.0,0.0
76,32,76Ge,,-73212.898,0.018000000000000002,562.93,44,4.0,6.0,10.0,17.942201436929967,234.19294507150698,1.894736842105263,0.0,0.0
79,32,79Ge,,-69530.0,40.0,185.95,47,4.0,3.0,7.0,18.41131157020244,231.1901402233016,2.848101265822785,0.0,1.0
81,32,81Ge,m,-65612.6,2.1,679.14,49,4.0,1.0,5.0,18.720754407467133,229.27146138527658,3.567901234567901,0.0,1.0
71,32,71Ge,,-69906.7,0.8,174.94299999999996,39,4.0,11.0,15.0,17.146371633935342,239.5662064910403,0.6901408450704225,0.0,1.0
66,32,66Ge,,-61607.0,2.4,956.94,34,4.0,6.0,10.0,16.331620904278438,245.46921116733657,0.06060606060606061,0.0,0.0
86,32,86Ge,,-49400.0,440.0,527.0,54,4.0,4.0,8.0,19.483439808463515,224.73921267436992,5.627906976744186,0.0,0.0
85,32,85Ge,,-53123.0,4.0,107.2,53,4.0,3.0,7.0,19.3321111659706,225.61710913697456,5.188235294117647,0.0,1.0
70,32,70Ge,,-70562.0,0.8,1039.506,38,4.0,10.0,14.0,16.984992522418104,240.70160831769664,0.5142857142857142,0.0,0.0
67,32,67Ge,,-62674.0,4.0,18.2,35,4.0,7.0,11.0,16.496172972233907,244.24184460382148,0.13432835820895522,0.0,1.0
68,32,68Ge,,-66978.8,1.9,1015.81,36,4.0,8.0,12.0,16.659908371007916,243.03866329470375,0.23529411764705882,0.0,0.0
82,32,82Ge,,-65415.1,2.2,1348.3,50,4.0,0.0,4.0,18.874519380186243,228.3356490871312,3.951219512195122,0.0,0.0
84,32,84Ge,,-58148.0,3.0,624.3,52,4.0,2.0,6.0,19.180187896644355,226.50888563656196,4.761904761904762,0.0,0.0
83,32,83Ge,,-60976.4,2.4,247.2,51,4.0,1.0,5.0,19.027660542766455,227.41493082438947,4.349397590361446,0.0,1.0
69,32,69Ge,n,-66702.8,1.3,86.76,37,4.0,9.0,13.0,16.82284307569508,241.85884537810904,0.36231884057971014,0.0,1.0
72,32,72Ge,m,-71894.48,0.09,691.43,40,4.0,10.0,14.0,17.306994843688898,238.45192895749153,0.8888888888888888,0.0,0.0
64,32,64Ge,,-54316.0,4.0,901.7,32,4.0,4.0,8.0,15.999999999999998,248.00000000000003,0.0,0.0,0.0
65,32,65Ge,,-56478.2,2.2,111.02,33,4.0,5.0,9.0,16.166235625781553,246.7216267811585,0.015384615384615385,0.0,1.0
73,32,73Ge,,-71297.53,0.06,13.2845,41,4.0,9.0,13.0,17.466876118408518,237.3580973898802,1.1095890410958904,0.0,1.0
80,32,80Ge,,-69535.3,2.1,659.15,48,4.0,2.0,6.0,18.566355334451114,230.22280614719386,3.2,0.0,0.0
76,33,76As,m,-72247.0,0.9,44.425,43,5.0,7.0,12.0,17.942201436929967,249.30216733418484,1.3157894736842106,1.0,1.0
82,33,82As,m,-69973.0,4.0,131.6,49,5.0,1.0,6.0,18.874519380186243,243.06698128630097,3.1219512195121952,1.0,1.0
78,33,78As,,-72817.0,10.0,184.5,45,5.0,5.0,10.0,18.25561221028858,247.1529037700608,1.8461538461538463,1.0,1.0
83,33,83As,,-69669.3,2.8,306.51,50,5.0,0.0,5.0,19.027660542766455,242.08686184531783,3.4819277108433737,1.0,0.0
77,33,77As,,-73916.3,1.7,194.71,44,5.0,6.0,11.0,18.099246023352887,248.2182311774111,1.5714285714285714,1.0,0.0
84,33,84As,,-65854.0,3.0,99.9,51,5.0,1.0,6.0,19.180187896644355,241.12236212924336,3.857142857142857,1.0,1.0
79,33,79As,m,-72863.0,5.0,100.45,46,5.0,4.0,9.0,18.41131157020244,246.10563314093395,2.1392405063291138,1.0,0.0
81,33,81As,,-72533.3,2.6,93.1,48,5.0,2.0,7.0,18.720754407467133,244.06316857142346,2.7777777777777777,1.0,0.0
80,33,80As,,-72215.0,3.0,243.0,47,5.0,3.0,8.0,18.566355334451114,245.07589041475475,2.45,1.0,1.0
75,33,75As,,-73034.2,0.9,198.6063,42,5.0,8.0,13.0,17.784466522450312,250.40528863610047,1.08,1.0,0.0
70,33,70As,,-64334.0,1.4,32.046,37,5.0,9.0,14.0,16.984992522418104,256.2307443381932,0.22857142857142856,1.0,1.0
66,33,66As,n,-49001.0,6.0,837.07,33,5.0,5.0,10.0,16.331620904278438,261.30593446845506,0.0,1.0,1.0
72,33,72As,,-68230.0,4.0,46.025,39,5.0,11.0,16.0,17.306994843688898,253.83592437410388,0.5,1.0,1.0
69,33,69As,,-63110.0,30.0,98.01,36,5.0,8.0,13.0,16.82284307569508,257.4626418541161,0.13043478260869565,1.0,0.0
74,33,74As,,-70860.1,1.7,173.135,41,5.0,9.0,14.0,17.626028979376553,251.52819732731953,0.8648648648648649,1.0,1.0
73,33,73As,m,-70525.0,4.0,67.035,40,5.0,10.0,15.0,17.466876118408518,252.67152302793696,0.6712328767123288,1.0,0.0
65,33,65As,,-46940.0,80.0,3420.0,32,5.0,4.0,9.0,16.166235625781553,262.6391510896204,0.015384615384615385,1.0,0.0
67,33,67As,,-56587.2,0.4,68.56,34,5.0,6.0,11.0,16.496172972233907,259.99938296535834,0.014925373134328358,1.0,0.0
68,33,68As,,-58894.5,1.8,158.1,35,5.0,7.0,12.0,16.659908371007916,258.71857705565236,0.058823529411764705,1.0,1.0
71,33,71As,,-67893.0,4.0,143.5,38,5.0,10.0,15.0,17.146371633935342,255.02209078078485,0.352112676056338,1.0,0.0
73,34,73Se,,-68227.0,7.0,25.71,39,6.0,11.0,17.0,17.466876118408518,268.46349321718304,0.3424657534246575,0.0,1.0
66,34,66Se,,-41660.0,200.0,929.0,32,6.0,4.0,10.0,16.331620904278438,277.6375553727335,0.06060606060606061,0.0,0.0
79,34,79Se,,-75917.47,0.22,95.77,45,6.0,5.0,11.0,18.41131157020244,261.48723521224235,1.5316455696202531,0.0,1.0
69,34,69Se,m,-56395.9,1.5,38.85,35,6.0,7.0,13.0,16.82284307569508,273.5540569699983,0.014492753623188406,0.0,1.0
70,34,70Se,,-61929.9,1.6,944.52,36,6.0,8.0,14.0,16.984992522418104,272.24516585933026,0.05714285714285714,0.0,0.0
85,34,85Se,,-72413.6,2.6,461.9,51,6.0,1.0,7.0,19.3321111659706,255.18386739081194,3.4,0.0,1.0
72,34,72Se,,-67868.2,2.0,862.07,38,6.0,10.0,16.0,17.306994843688898,269.70066964748537,0.2222222222222222,0.0,0.0
80,34,80Se,,-77759.5,0.9,666.27,46,6.0,4.0,10.0,18.566355334451114,260.3931335656769,1.8,0.0,0.0
81,34,81Se,m,-76286.0,1.0,103.0,47,6.0,3.0,9.0,18.720754407467133,259.3171166071374,2.0864197530864197,0.0,1.0
87,34,87Se,,-66426.1,2.2,91.9,53,6.0,3.0,9.0,19.63418302571681,253.21325695234788,4.149425287356322,0.0,1.0
86,34,86Se,,-70503.2,2.5,704.3,52,6.0,2.0,8.0,19.483439808463515,254.190924012745,3.7674418604651163,0.0,0.0
71,34,71Se,,-63146.5,2.8,48.79,37,6.0,9.0,15.0,17.146371633935342,270.9609714545839,0.1267605633802817,0.0,1.0
82,34,82Se,,-77593.9,0.5,654.71,48,6.0,2.0,8.0,18.874519380186243,258.25866761669477,2.3902439024390243,0.0,0.0
77,34,77Se,,-74599.5,0.06,161.9223,43,6.0,7.0,13.0,18.099246023352887,263.7318706259993,1.051948051948052,0.0,1.0
75,34,75Se,,-72169.49,0.07,112.3876,41,6.0,9.0,15.0,17.784466522450312,266.05561917585675,0.6533333333333333,0.0,1.0
83,34,83Se,m,-75112.0,3.0,228.92,49,6.0,1.0,7.0,19.027660542766455,257.21729071065016,2.710843373493976,0.0,1.0
90,34,90Se,,-55800.0,330.0,547.0,56,6.0,6.0,12.0,20.08298850246508,250.36792333073143,5.377777777777778,0.0,0.0
74,34,74Se,,-72213.21,0.015,634.74,40,6.0,10.0,16.0,17.626028979376553,267.24870966027703,0.4864864864864865,0.0,0.0
84,34,84Se,,-75947.7,2.0,1454.55,50,6.0,0.0,6.0,19.180187896644355,256.1925097623211,3.0476190476190474,0.0,0.0
76,34,76Se,,-75251.959,0.016,559.102,42,6.0,8.0,14.0,17.942201436929967,264.8835527925714,0.8421052631578947,0.0,0.0
68,34,68Se,,-54189.4,0.5,853.75,34,6.0,6.0,12.0,16.659908371007916,274.88848812163064,0.0,0.0,0.0
78,34,78Se,,-77025.95,0.18,613.727,44,6.0,6.0,12.0,18.25561221028858,262.5999602556896,1.2820512820512822,0.0,0.0
83,35,83Br,m,-75945.0,4.0,356.70300000000015,48,7.0,2.0,9.0,19.027660542766455,272.80621742038653,2.036144578313253,1.0,0.0
81,35,81Br,m,-77440.9,1.0,275.985,46,7.0,4.0,11.0,18.720754407467133,275.0333054924185,1.4938271604938271,1.0,0.0
82,35,82Br,,-77498.7,1.0,45.9492,47,7.0,3.0,10.0,18.874519380186243,273.9107080783126,1.7560975609756098,1.0,1.0
85,35,85Br,,-78575.0,3.0,344.96,50,7.0,0.0,7.0,19.3321111659706,270.64955632358846,2.6470588235294117,1.0,0.0
70,35,70Br,m,-49134.0,15.0,933.6,35,7.0,7.0,14.0,16.984992522418104,288.7448728811079,0.0,1.0,1.0
86,35,86Br,,-75632.0,3.0,5.1,51,7.0,1.0,8.0,19.483439808463515,269.59643455897196,2.9767441860465116,1.0,1.0
79,35,79Br,m,-75860.5,1.0,207.61,44,7.0,6.0,13.0,18.41131157020244,277.33494643722673,1.0253164556962024,1.0,0.0
88,35,88Br,,-70716.0,3.0,159.2,53,7.0,3.0,10.0,19.7843497729948,267.5383662484525,3.6818181818181817,1.0,1.0
73,35,73Br,,-63646.0,7.0,26.92,38,7.0,10.0,17.0,17.466876118408518,284.73400795761836,0.1232876712328767,1.0,0.0
77,35,77Br,,-73234.8,2.8,105.86,42,7.0,8.0,15.0,18.099246023352887,279.71562036090836,0.6363636363636364,1.0,0.0
78,35,78Br,m,-73271.0,4.0,32.32,43,7.0,7.0,14.0,18.25561221028858,278.515109362095,0.8205128205128205,1.0,1.0
89,35,89Br,,-68274.0,3.0,130.3,54,7.0,4.0,11.0,19.93394876854618,266.53257342213436,4.056179775280899,1.0,0.0
71,35,71Br,,-56502.0,5.0,9.81,36,7.0,8.0,15.0,17.146371633935342,287.3828485124375,0.014084507042253521,1.0,0.0
74,35,74Br,,-65288.0,6.0,9.84,39,7.0,11.0,18.0,17.626028979376553,283.44560115483927,0.21621621621621623,1.0,1.0
80,35,80Br,,-75889.0,1.0,37.0526,45,7.0,5.0,12.0,18.566355334451114,276.1745355999604,1.25,1.0,1.0
76,35,76Br,,-70289.0,9.0,45.47,41,7.0,9.0,16.0,17.942201436929967,280.93710144666665,0.47368421052631576,1.0,1.0
87,35,87Br,,-73892.0,3.0,242.51,52,7.0,2.0,9.0,19.63418302571681,268.55951494945987,3.32183908045977,1.0,0.0
72,35,72Br,,-59061.8,1.0,100.76,37,7.0,9.0,16.0,17.306994843688898,286.046164777636,0.05555555555555555,1.0,1.0
75,35,75Br,,-69107.0,4.0,119.52,40,7.0,10.0,17.0,17.784466522450312,282.1802021562117,0.3333333333333333,1.0,0.0
92,36,92Kr,,-68769.3,2.7,769.1,56,8.0,6.0,14.0,20.379423055219398,279.1094896693092,4.3478260869565215,0.0,0.0
91,36,91Kr,,-70974.0,2.2,144.3,55,8.0,5.0,13.0,20.231477245126285,280.12814647097935,3.967032967032967,0.0,1.0
90,36,90Kr,,-74959.3,1.9,707.12,54,8.0,4.0,12.0,20.08298850246508,281.1618390345112,3.6,0.0,0.0
94,36,94Kr,,-61348.0,12.0,665.5,58,8.0,8.0,16.0,20.673717099616514,277.115782399115,5.148936170212766,0.0,0.0
89,36,89Kr,,-76535.8,2.1,28.59,53,8.0,3.0,11.0,19.93394876854618,282.21096009402464,3.247191011235955,0.0,1.0
86,36,86Kr,,-83265.67599999999,0.004,1564.61,50,8.0,0.0,8.0,19.483439808463515,285.45504835655856,2.2790697674418605,0.0,0.0
87,36,87Kr,,-80709.53,0.25,531.99,51,8.0,1.0,9.0,19.63418302571681,284.35713347589865,2.586206896551724,0.0,1.0
98,36,98Kr,,-44120.0,300.0,329.0,62,8.0,12.0,20.0,21.256122803129635,273.29300746880966,6.8979591836734695,0.0,0.0
93,36,93Kr,,-64136.0,2.5,117.45,57,8.0,7.0,15.0,20.526833787405323,278.1054900229109,4.741935483870968,0.0,1.0
85,36,85Kr,n,-79488.5,2.0,304.871,49,8.0,1.0,9.0,19.3321111659706,286.5701184602701,1.988235294117647,0.0,1.0
95,36,95Kr,m,-55964.0,19.0,113.8,59,8.0,9.0,17.0,20.820080460021323,276.1400145223881,5.568421052631579,0.0,1.0
88,36,88Kr,,-79691.3,2.6,775.32,52,8.0,2.0,10.0,19.7843497729948,283.2759172042438,2.909090909090909,0.0,0.0
84,36,84Kr,m,-79203.27,0.18,881.615,48,8.0,2.0,10.0,19.180187896644355,287.70281844966536,1.7142857142857142,0.0,0.0
100,36,100Kr,,-34470.0,400.0,309.0,64,8.0,14.0,22.0,21.544346900318832,271.4587709440174,7.84,0.0,0.0
72,36,72Kr,,-53941.0,8.0,671.0,36,8.0,8.0,16.0,17.306994843688898,302.87240976455575,0.0,0.0,0.0
82,36,82Kr,,-80591.795,0.006,776.5260000000003,46,8.0,4.0,12.0,18.874519380186243,290.02310267115456,1.2195121951219512,0.0,0.0
79,36,79Kr,,-74442.0,3.0,129.77,43,8.0,7.0,15.0,18.41131157020244,293.6487668158871,0.620253164556962,0.0,1.0
81,36,81Kr,,-77696.2,1.1,49.57,45,8.0,5.0,13.0,18.720754407467133,291.2117352272666,1.0,0.0,1.0
75,36,75Kr,,-64324.0,8.0,178.99,39,8.0,11.0,19.0,17.784466522450312,298.7790375771653,0.12,0.0,1.0
83,36,83Kr,,-79990.643,0.009000000000000001,9.4057,47,8.0,3.0,11.0,19.027660542766455,288.85364197452697,1.4578313253012047,0.0,1.0
74,36,74Kr,,-62331.8,2.0,455.61,38,8.0,10.0,18.0,17.626028979376553,300.1188718110063,0.05405405405405406,0.0,0.0
78,36,78Kr,,-74178.3,0.3,455.033,42,8.0,8.0,16.0,18.25561221028858,294.89835108927707,0.46153846153846156,0.0,0.0
73,36,73Kr,m,-56118.0,7.0,144.05,37,8.0,9.0,17.0,17.466876118408518,301.483067249243,0.0136986301369863,0.0,1.0
80,36,80Kr,,-77893.5,0.7,616.6,44,8.0,6.0,14.0,18.566355334451114,292.42009651760515,0.8,0.0,0.0
77,36,77Kr,,-70169.5,2.0,66.5,41,8.0,9.0,17.0,18.099246023352887,296.16948038213826,0.3246753246753247,0.0,1.0
76,36,76Kr,,-69014.0,4.0,423.96,40,8.0,10.0,18.0,17.942201436929967,297.46281329647053,0.21052631578947367,0.0,0.0
80,37,80Rb,m,-71681.6,2.0,175.25,43,9.0,7.0,16.0,18.566355334451114,309.1298163186111,0.45,1.0,1.0
97,37,97Rb,m,-58442.5,1.9,68.1,60,9.0,10.0,19.0,21.111276288848163,289.8991754303687,5.453608247422681,1.0,0.0
78,37,78Rb,,-66935.0,3.0,46.84,41,9.0,9.0,18.0,18.25561221028858,311.74968543723577,0.20512820512820512,1.0,1.0
73,37,73Rb,,-46010.0,40.0,3230.0,36,9.0,8.0,17.0,17.466876118408518,318.7106710920568,0.0136986301369863,1.0,0.0
89,37,89Rb,,-81712.0,5.0,220.94799999999998,52,9.0,2.0,11.0,19.93394876854618,298.33730067082604,2.5280898876404496,1.0,0.0
81,37,81Rb,,-75457.0,5.0,86.31,44,9.0,6.0,15.0,18.720754407467133,307.8524058116819,0.6049382716049383,1.0,0.0
86,37,86Rb,,-82747.0,0.2,488.2,49,9.0,1.0,10.0,19.483439808463515,301.76676540550477,1.6744186046511629,1.0,1.0
88,37,88Rb,m,-81235.2,0.3,27.515,51,9.0,1.0,10.0,19.7843497729948,299.4631124730577,2.227272727272727,1.0,1.0
96,37,96Rb,,-61354.0,3.0,59.31,59,9.0,9.0,18.0,20.965931153671168,290.9022947571875,5.041666666666667,1.0,1.0
94,37,94Rb,n,-66487.9,2.4,4.54,57,9.0,7.0,16.0,20.673717099616514,292.9509699647787,4.25531914893617,1.0,1.0
87,37,87Rb,,-84597.802,0.006,402.588,50,9.0,0.0,9.0,19.63418302571681,300.6061125316643,1.9425287356321839,1.0,0.0
79,37,79Rb,,-70802.8,1.9,39.37,42,9.0,8.0,17.0,18.41131157020244,310.4286963482235,0.31645569620253167,1.0,0.0
98,37,98Rb,m,-54296.0,20.0,50.2,61,9.0,11.0,20.0,21.256122803129635,288.9097507527417,5.877551020408164,1.0,1.0
76,37,76Rb,,-60479.1,0.9,101.29,39,9.0,11.0,20.0,17.942201436929967,314.46068834198314,0.05263157894736842,1.0,1.0
91,37,91Rb,,-77745.0,8.0,108.789,54,9.0,4.0,13.0,20.231477245126285,296.1354691264639,3.1758241758241756,1.0,0.0
99,37,99Rb,,-51121.0,4.0,65.0,62,9.0,12.0,21.0,21.400477469184917,287.9336968581244,6.313131313131313,1.0,0.0
83,37,83Rb,m,-79028.5,2.3,5.2357,46,9.0,4.0,13.0,19.027660542766455,305.35956437307135,0.9759036144578314,1.0,0.0
95,37,95Rb,,-65890.0,20.0,192.0,58,9.0,8.0,17.0,20.820080460021323,291.9194439236675,4.6421052631578945,1.0,0.0
75,37,75Rb,,-57218.7,1.2,38.0,38,9.0,10.0,19.0,17.784466522450312,315.8521254387176,0.013333333333333334,1.0,0.0
90,37,90Rb,m,-79259.0,6.0,106.9,53,9.0,3.0,12.0,20.08298850246508,297.2282298364833,2.8444444444444446,1.0,1.0
84,37,84Rb,,-79759.0,2.2,248.06,47,9.0,3.0,12.0,19.180187896644355,304.142979503932,1.1904761904761905,1.0,1.0
74,37,74Rb,,-51916.0,3.0,478.0,37,9.0,9.0,18.0,17.626028979376553,317.26852162877805,0.0,1.0,1.0
77,37,77Rb,,-64830.5,1.3,144.83,40,9.0,10.0,19.0,18.099246023352887,313.093450689689,0.11688311688311688,1.0,0.0
93,37,93Rb,m,-68197.0,8.0,253.39,56,9.0,6.0,15.0,20.526833787405323,293.99723230993436,3.881720430107527,1.0,0.0
85,37,85Rb,m,-81653.335,0.005,151.192,48,9.0,2.0,11.0,19.3321111659706,302.945553800857,1.423529411764706,1.0,0.0
82,37,82Rb,,-76188.0,3.0,69.0,45,9.0,5.0,14.0,18.874519380186243,306.5958513952205,0.7804878048780488,1.0,1.0
92,37,92Rb,,-74772.0,6.0,142.308,55,9.0,5.0,14.0,20.379423055219398,295.05860336469834,3.5217391304347827,1.0,1.0
93,38,93Sr,,-80086.0,8.0,213.43099999999998,55,10.0,5.0,15.0,20.526833787405323,310.3304118827085,3.10752688172043,0.0,1.0
94,38,94Sr,,-78845.7,1.7,836.9,56,10.0,6.0,16.0,20.673717099616514,309.22602385171086,3.4468085106382977,0.0,0.0
78,38,78Sr,,-63174.0,7.0,277.6,40,10.0,10.0,20.0,18.25561221028858,329.0691124059711,0.05128205128205128,0.0,0.0
89,38,89Sr,,-86209.03,0.09,1032.0,51,10.0,1.0,11.0,19.93394876854618,314.9115951525386,1.898876404494382,0.0,1.0
92,38,92Sr,,-82867.0,3.0,814.98,54,10.0,4.0,14.0,20.379423055219398,311.45074799607045,2.782608695652174,0.0,0.0
77,38,77Sr,,-57803.0,8.0,186.0,39,10.0,11.0,21.0,18.099246023352887,330.4875312835606,0.012987012987012988,0.0,1.0
90,38,90Sr,,-85950.9,1.4,831.68,52,10.0,2.0,12.0,20.08298850246508,313.7409092718435,2.1777777777777776,0.0,0.0
74,38,74Sr,,-40830.0,100.0,471.0,36,10.0,8.0,18.0,17.626028979376553,334.89455060815465,0.05405405405405406,0.0,0.0
76,38,76Sr,,-54250.0,30.0,262.3,38,10.0,10.0,20.0,17.942201436929967,331.93072658320443,0.0,0.0,0.0
91,38,91Sr,,-83652.0,5.0,93.62799999999999,53,10.0,3.0,13.0,20.231477245126285,312.5874396334897,2.4725274725274726,0.0,1.0
88,38,88Sr,,-87921.629,0.006,1836.09,50,10.0,0.0,10.0,19.7843497729948,316.0999520548943,1.6363636363636365,0.0,0.0
79,38,79Sr,,-65480.0,7.0,159.21,41,10.0,9.0,19.0,18.41131157020244,327.67473503423594,0.11392405063291139,0.0,1.0
100,38,100Sr,,-59818.0,7.0,129.18,62,10.0,12.0,22.0,21.544346900318832,302.9135174184829,5.76,0.0,0.0
85,38,85Sr,m,-80864.5,2.8,231.79,47,10.0,3.0,13.0,19.3321111659706,319.775862345349,0.9529411764705882,0.0,1.0
97,38,97Sr,,-68581.0,3.0,167.13,59,10.0,9.0,19.0,21.111276288848163,306.0046851765003,4.546391752577319,0.0,1.0
81,38,81Sr,,-71528.0,3.0,79.23,43,10.0,7.0,17.0,18.720754407467133,324.95531724566416,0.30864197530864196,0.0,1.0
86,38,86Sr,,-84523.1,0.005,1076.68,48,10.0,2.0,12.0,19.483439808463515,318.5315857058106,1.1627906976744187,0.0,0.0
98,38,98Sr,,-66422.0,3.0,144.7,60,10.0,10.0,20.0,21.256122803129635,304.9602924612273,4.938775510204081,0.0,0.0
84,38,84Sr,,-80649.6,1.2,793.22,46,10.0,4.0,14.0,19.180187896644355,321.03981169859486,0.7619047619047619,0.0,0.0
82,38,82Sr,,-76010.0,6.0,573.54,44,10.0,6.0,16.0,18.874519380186243,323.62895425051056,0.43902439024390244,0.0,0.0
101,38,101Sr,,-55325.0,8.0,111.6,63,10.0,13.0,23.0,21.68773755577532,301.91048518237733,6.188118811881188,0.0,1.0
99,38,99Sr,,-62519.0,5.0,90.8,61,10.0,11.0,21.0,21.400477469184917,303.93001335024246,5.343434343434343,0.0,1.0
83,38,83Sr,,-76798.0,7.0,35.47,45,10.0,5.0,15.0,19.027660542766455,322.32398461601974,0.5903614457831325,0.0,1.0
102,38,102Sr,,-52160.0,70.0,126.0,64,10.0,14.0,24.0,21.830655745813875,300.9206076334737,6.627450980392157,0.0,0.0
95,38,95Sr,,-75117.0,6.0,352.02,57,10.0,7.0,17.0,20.820080460021323,308.13719080831567,3.8,0.0,1.0
87,38,87Sr,,-84880.076,0.005,388.5287,49,10.0,1.0,11.0,19.63418302571681,317.30645211675676,1.3908045977011494,0.0,1.0
80,38,80Sr,,-70311.0,3.0,385.88,42,10.0,8.0,18.0,18.566355334451114,326.30369500297843,0.2,0.0,0.0
96,38,96Sr,,-72918.0,8.0,814.93,58,10.0,8.0,18.0,20.965931153671168,307.06353335480907,4.166666666666667,0.0,0.0
98,39,98Y,r,-71317.0,8.0,119.353,59,11.0,9.0,20.0,21.256122803129635,321.44463259426664,4.081632653061225,1.0,1.0
101,39,101Y,,-65055.0,7.0,128.31,62,11.0,12.0,23.0,21.68773755577532,318.2299708679112,5.237623762376238,1.0,0.0
95,39,95Y,m,-80120.0,7.0,685.9,56,11.0,6.0,17.0,20.820080460021323,324.7932551763327,3.042105263157895,1.0,0.0
100,39,100Y,,-67321.0,11.0,10.7,61,11.0,11.0,22.0,21.544346900318832,319.2872210627252,4.84,1.0,1.0
91,39,91Y,m,-85795.7,1.8,555.58,52,11.0,2.0,13.0,20.231477245126285,329.4840579920567,1.8571428571428572,1.0,0.0
99,39,99Y,,-70644.0,7.0,125.12200000000001,60,11.0,10.0,21.0,21.400477469184917,320.35866272052584,4.454545454545454,1.0,0.0
93,39,93Y,m,-83468.0,10.0,590.22,54,11.0,4.0,15.0,20.526833787405323,327.1050287412333,2.4193548387096775,1.0,0.0
96,39,96Y,n,-76675.0,6.0,122.29700000000001,57,11.0,7.0,18.0,20.965931153671168,323.66156218479875,3.375,1.0,1.0
97,39,97Y,,-76115.0,7.0,667.52,58,11.0,8.0,19.0,21.111276288848163,322.5454789698246,3.7216494845360826,1.0,0.0
94,39,94Y,m,-81149.0,6.0,432.3,55,11.0,5.0,16.0,20.673717099616514,325.94094405991143,2.723404255319149,1.0,1.0
83,39,83Y,,-72206.0,19.0,62.04,44,11.0,6.0,17.0,19.027660542766455,339.74690270337214,0.30120481927710846,1.0,0.0
81,39,81Y,,-65713.0,5.0,113.28,42,11.0,8.0,19.0,18.720754407467133,342.5204695292136,0.1111111111111111,1.0,0.0
87,39,87Y,,-83018.4,1.1,380.82,48,11.0,2.0,13.0,19.63418302571681,334.45815223117603,0.9310344827586207,1.0,0.0
89,39,89Y,,-87711.2,0.3,908.97,50,11.0,0.0,11.0,19.93394876854618,331.9338435391623,1.3595505617977528,1.0,0.0
84,39,84Y,,-73894.0,4.0,16.8,45,11.0,5.0,16.0,19.180187896644355,338.39331503365406,0.42857142857142855,1.0,1.0
85,39,85Y,,-77842.0,19.0,19.68,46,11.0,4.0,15.0,19.3321111659706,337.06104409374626,0.5764705882352941,1.0,0.0
90,39,90Y,,-86496.9,0.4,202.49599999999998,51,11.0,1.0,12.0,20.08298850246508,330.6998773405918,1.6,1.0,1.0
88,39,88Y,m,-83906.1,1.5,231.92700000000002,49,11.0,1.0,12.0,19.7843497729948,333.18643594975345,1.1363636363636365,1.0,1.0
86,39,86Y,,-79283.0,14.0,208.04,47,11.0,3.0,14.0,19.483439808463515,335.749509257476,0.7441860465116279,1.0,1.0
80,39,80Y,,-61148.0,6.0,228.5,41,11.0,9.0,20.0,18.566355334451114,343.94173257070696,0.05,1.0,1.0
